"20180220101058P030096436561001","2013-06-01","2014-05-31","2",,"0","0","0","0","0","0","0","1","0",,"CONCORD COACH LINES, INC. DENTAL PLAN","502","2013-06-01","CONCORD COACH LINES, INC.",,,"7 LANGDON ST",,"CONCORD","NH","033013481",,,,,,,"7 LANGDON ST",,"CONCORD","NH","033013481",,,,,,,"020234701","6032283535","485210",,,,,,,,,,,,,,,,,,,"2018-02-20T10:04:00-0600","CRYSTAL MARSTON",,,,,155,160,1,23,184,1,185,,,,,"4D","0","0","0","1","0","0","0","1","0","0","0","0","0","0",,"1","0","0","FILING_RECEIVED","2018-02-20","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,155,"2",,,,,,,,,
"20180220101307P040106025185001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"MAZZAWI FAMILY DENTISTRY, P.C. 401(K) PLAN","001","2011-05-01","MAZZAWI FAMILY DENTISTRY, P.C.",,,"2268 MAIN STREET EAST",,"SNELLVILLE","GA","300783498",,,,,,,,,,,,,,,,,,"454182329","7709724436","621210",,,,,,,,,,,,,,,,,,,,,,,,,39,31,0,7,38,0,38,38,2,,"2E2F2G2J2K2T3D",,,,"1",,,,"1",,"1",,,,"1",,,,,,"FILING_RECEIVED","2018-02-20",,,,,,"1",,,,,,,,,,,,,,,,,33,,,,"2018-02-15T06:00:00-0600","JOHN MARK MAZZAWI",,"2018-02-15T06:00:00-0600","JOHN MARK MAZZAWI",,
"20180220102219P030096448417001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"CAPITAL DIRECTIONS, INC. EMPLOYEE STOCK OWNERSHIP PLAN","004","1990-01-01","CAPITAL DIRECTIONS, INC.",,,"322 SOUTH JEFFERSON",,"MASON","MI","48854",,,,,,,,,,,,,,,,,,"382781737","5176760500","551111",,,,,,,,,,,,,,,,,,,,,,,,,33,0,0,18,18,0,18,18,0,,"2O2Q",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-02-20",,,,,,"1",,,,,,,,,,,,,,,,,29,,,,"2018-02-20T11:00:00-0600","THOMAS POTTS",,,,,
"20180220103650P040004719973001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"SWAIN DENTAL, P.A. PROFIT SHARING PLAN","002","1971-09-25","SWAIN DENTAL, P.A.",,,"134 PASADENA ROAD",,"WHITING","NJ","08759",,,,,,,,,,,,,,,,,,"221940207","7327161350","621210",,,,,,,,,,,,,,,,,,,,,,,,,7,6,0,2,8,0,8,8,2,,"2A2E2J3D",,"1",,"1",,"1",,"1",,"1",,,,"1","1","1",,,,"FILING_RECEIVED","2018-02-20",,,,,,"1",,,,,,,,,,,,,,,,,8,,,,"2018-02-14T06:00:00-0600","JILL H. SWAIN",,"2018-02-14T06:00:00-0600","JILL H. SWAIN",,
"20180221133522P030095735063001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"QUALITY ROASTING, INC. 401(K) PLAN","001","2009-01-01","QUALITY ROASTING, INC.",,,"2514 MARKEN ROAD",,"VALDERS","WI","54245",,,,,,,,,,,,,,,,,,"391743731","9207759279","111100",,,,,,,,,,,,,,,,,,,"2018-02-21T13:32:58-0600","SCOTT RABE",,,,,18,18,0,2,20,0,20,20,0,,"2E2J2K2F2G3D2T",,"1","0","1","0","1","0","1","0","1","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-02-21","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,18,,,,,,,,,,
"20180221134330P040094718647001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"HENDERSHOT MANAGEMENT COMPANY 401(K) PROFIT SHARING PLAN","001","2006-01-01","HENDERSHOT MANAGEMENT COMPANY",,,"P.O. BOX 128",,"POWHATAN POINT","OH","43942",,,,,,,"56461 FERRY LANDING",,"SHADYSIDE","OH","43947",,,,,,,"341941434","7406767464","237310",,,,,,,,,,,,,,,,,,,,,,,,,42,41,0,2,43,0,43,43,1,,"2E2J3D",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-02-21",,,,,,"1",,,,,,,,,,,,,,,,,41,,,,"2018-02-14T00:00:00-0600","BRIAN M. HENDERSHOT",,"2018-02-14T00:00:00-0600","BRIAN M. HENDERSHOT",,
"20180221134618P040094721191001","2017-01-01","2017-12-31","2",,,,,,,,,,,,"JCM VENTURES, INC. RETIREMENT PLAN","001","2013-02-12","JCM VENTURES, INC.",,,"12491 PECOS LANE",,"HOLLY","MI","48442",,,,,,,,,,,,,,,,,,"462014074","6788329633","722511",,,,,,,,,,,,,,,,,,,"2018-02-21T13:44:21-0600","JOSEPH C. MARKULICZ",,,,,3,3,0,0,3,0,3,3,0,,"2E2G2R3D3H",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-02-21","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,3,,,,,,,,,,
"20180221140133P040004813125001","2013-12-01","2014-11-30","2",,"1",,,,,,,,,,"CLASSIC CARS EMPLOYEE HEALTH BENEFITS","501","1999-12-01","CLASSIC CARS LIMITED PARTNERSHIP",,,"6800 DALLAS PARKWAY",,"PLANO","TX","75024",,,,,,,,,,,,,,,,,,"030489684","9729181100","441110",,,,,,,,,,,,,,,,,,,,,,,,,159,164,0,,164,,,,,,,"4A4D4Q","1",,,"1","1",,,"1",,,,,,"1","2","1",,,"FILING_RECEIVED","2018-02-21",,,,,,"1",,,,,,,,,,,,,,,,,159,"2",,,"2018-02-19T06:00:00-0600","JOHN F. KOBELL",,,,,
"20180221140133P040004813125002","2013-12-01","2014-11-30","2",,"1",,,,,,,,,,"CLASSIC CARS EMPLOYEE LIFE AND AD&D PLAN","502","1999-12-01","CLASSIC CARS LIMITED PARTNERSHIP",,,"6800 DALLAS PARKWAY",,"PLANO","TX","75024",,,,,,,,,,,,,,,,,,"030489684","9729181100","441110",,,,,,,,,,,,,,,,,,,,,,,,,159,164,0,,164,,,,,,,"4B4L","1",,,,"1",,,,,,,,,"1","1",,,,"FILING_RECEIVED","2018-02-21",,,,,,"1",,,,,,,,,,,,,,,,,159,"2",,,"2018-02-19T06:00:00-0600","JOHN F. KOBELL",,,,,
"20180221140133P040004813125003","2017-01-01","2017-12-31","2",,,,,,,,,,,,"SINGER LUMBER CO INC PROFIT SHARING PLAN","001","1984-05-01","SINGER LUMBER CO INC",,,"309 E SPRING STREET",,"DODGEVILLE","WI","535331334",,,,,,,"309 E SPRING STREET",,"DODGEVILLE","WI","535331334",,,,,,,"390986688","6089353361","444190",,,,,,,,,,,,,,,,,,,"2018-02-08T05:40:15-0600","TIMOTHY C SINGER","2018-02-08T05:40:15-0600","TIMOTHY C SINGER","2018-02-08T05:40:15-0600","RANDOLPH J STARK",5,5,,,5,,5,5,,,"2E",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-02-21","Filed with authorized/valid electronic signature","Filed with incorrect/unrecognized electronic signature","Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,5,,,,,,,,,,
"20180221140133P040004813125005","2017-01-01","2017-12-31","2",,,,,,,,,,,,"EASTERN MEDICAL SPECIALISTS, P.C. PROFIT SHARING PLAN","001","1992-12-01","EASTERN MEDICAL SPECIALISTS, P.C.",,,"48 MEDICAL PARK DRIVE EAST, STE 452",,"BIRMINGHAM","AL","352353404",,,,,,,,,,,,,,,,,,"631078037","2058383800","621111",,,,,,,,,,,,,,,,,,,"2018-02-21T07:39:39-0600","WILLIAM E WILCOX",,,,,19,9,0,7,16,,16,15,,,"2E2G2J2K2R3D",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-02-21","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,9,,,,,,,,,,
"20180222132416P040004920997001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"JSB PARTNERS CASH BALANCE PLAN","002","2013-01-01","JSB PARTNERS, LLC",,,"747 3RD AVE, 15TH FLOOR",,"NEW YORK","NY","10017",,,,,,,,,,,,,,,,,,"204440697","2127507007","561300",,,,,,,,,,,,,,,,,,,"2018-02-22T13:23:31-0600","JOSEPH BARR",,,,,9,9,0,0,9,0,9,,0,,"1B1C3B",,"0","0","1","0","0","0","1","0","1","0","1","0","1","0","0","0","0","0","FILING_RECEIVED","2018-02-22","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,8,,,,,,,,,,
"20180222132544P040110310273001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"CLEVELAND EAR NOSE THROAT, INC. PROFIT SHARING PLAN","001","2012-01-01","CLEVELAND EAR NOSE THROAT, INC.",,,"6770 MAYFIELD ROAD SUITE 210",,"MAYFIELD HEIGHTS","OH","44124",,,,,,,,,,,,,,,,,,"452661897","4404610150","621111",,,,,,,,,,,,,,,,,,,"2018-02-22T13:23:46-0600","BERT BROWN",,,,,4,3,0,1,4,0,4,4,0,,"2A2E2F2G2J2K2T3D3H",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-02-22","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,3,,,,,,,,,,
"20180222132625P030066321597002","2017-01-01","2017-12-31","2",,,,,,,,,,,,"DAVID L. RADER, M.D., P.C. PROFIT SHARING PLAN","001","1992-01-01","DAVID L. RADER, M.D., P.C.",,,"833 ST. VINCENT'S DRIVE, SUITE 202",,"BIRMINGHAM","AL","352051609",,,,,,,,,,,,,,,,,,"631075510","2059338150","621111",,,,,,,,,,,,,,,,,,,"2018-02-22T07:22:03-0600","DAVID L RADER, M.D.",,,,,5,5,,,5,,5,5,0,,"2E2H2J2K3D",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-02-22","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,5,,,,,,,,,,
"20180222132944P030066328845002","2017-01-01","2017-12-31","2",,,,,,,,,,,,"S&L GROUP, INC. RETIREMENT PLAN","001","2014-10-14","S&L GROUP, INC.",,,"3320 SKYWARD DRIVE STE 806",,"OPELIKA","AL","36801",,,,,,,,,,,,,,,,,,"472075185","3342031850","621610",,,,,,,,,,,,,,,,,,,"2018-02-22T13:27:49-0600","SCOTT S. SLOCUM",,,,,2,2,0,0,2,0,2,1,0,,"2E2G2R3D",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-02-22","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,2,,,,,,,,,,
"20180222133533P030004442901001","2017-01-01","2017-12-31","2",,,,"1",,,,,,,,"PARRIOTT ENTERPRISES, INC. PROFIT SHARING PLAN","001","2007-01-01","PARRIOTT ENTERPRISES, INC.",,,"16160 RIDGEWOOD DR.",,"SONORA","CA","95370",,,,,,,,,,,,,,,,,,"205089035","2095866100","445110",,,,,,,,,,,,,,,,,,,"2018-02-22T13:33:30-0600","ROBERT B. PARRIOTT",,,,,2,0,0,0,0,0,0,0,0,,"2E2G2R3D",,,,"1",,,,"1",,"1",,,,"1",,,,,,"FILING_RECEIVED","2018-02-22","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,2,,,,,,,,,,
"20180222133635P040110337313001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"MKMDMC RETIREMENT PLAN","001","2016-02-04","MKMDMC CORPORATION",,,"39613 N 107TH WAY",,"SCOTTSDALE","AZ","85262",,,,,,,,,,,,,,,,,,"811326337","7732552530","812112",,,,,,,,,,,,,,,,,,,"2018-02-22T13:32:29-0600","DAN M. COUGILL",,,,,2,3,0,0,3,0,3,1,0,,"2E2F2G2J2K3D",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-02-22","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,2,,,,,,,,,,
"20180131181843P030002437017001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"BRAHMAN CAPITAL EMPLOYEES PROFIT SHARING PLAN","001","1992-01-01","BRAHMAN CAPITAL CORP",,,"655 THIRD AVENUE 11TH FLOOR",,"NEW YORK","NY","100175617",,,,,,,,,,,,,,,,,,"133542470","2126819797","523120","BRAHMAN CAPITAL CORP",,"655 THIRD AVENUE 11TH FLOOR",,"NEW YORK","NY","100175617",,,,,,,"133542470","2126819797",,,,"2018-01-31T18:18:07-0600","ROBERT SOBEL",,,,,36,25,0,12,37,0,37,37,0,,"2E2H2J3D",,"1","0","1","0","1","0","1","0","1","0","0","0","1","1","1","0","1","0","FILING_RECEIVED","2018-01-31","Filed with authorized/valid electronic signature",,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,
"20180131182505P030060004225001","2017-01-01","2017-01-20","2",,,,"1","1",,"1",,,"1","TEXAS, HURRICANE HARVEY","SOURCE, INC. 401(K) PLAN","002","1980-12-28","SOURCE, INC.",,,"4550 SPRING VALLEY #200",,"DALLAS","TX","75244",,,,,,,,,,,,,,,,,,"751369078","9723712602","517000",,,,,,,,,,,,,,,,,,,"2018-01-31T17:59:30-0600","WAYNE BREHM",,,,,113,0,0,0,0,0,0,0,0,,"2E2F2G2J2K2S2T3D",,"1",,"1",,"1",,"1",,,,,"1",,"1","1","1",,,"FILING_RECEIVED","2018-01-31","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,83,,,,,,,,,,
"20180131093730P040058448935001","2005-07-01","2006-06-30","2",,"0","0","0","0","0","0","0","1","0",,"QUEST ACADEMY 403(B) DC PLAN","001","1990-07-01","CREATIVE CHILDREN'S ACADEMY","QUEST ACADEMY",,"500 N BENTON STREET",,"PALATINE","IL","60067",,,,,,,,,,,,,,,,,,"363196542","8472028035","611000",,,,,,,,,,,,,,,,,,,"2018-01-31T09:36:47-0600","SHAWNA M BRAUER",,,,,,,,,0,,0,,,,"2L",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","FILING_RECEIVED","2018-01-31","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"20180131093833P030019469679001","2006-07-01","2007-06-30","2",,"0","0","0","0","0","0","0","1","0",,"QUEST ACADEMY 403(B) DC PLAN","001","1990-07-01","CREATIVE CHILDREN'S ACADEMY","QUEST ACADEMY",,"500 N BENTON STREET",,"PALATINE","IL","60067",,,,,,,,,,,,,,,,,,"363196542","8472028035","611000",,,,,,,,,,,,,,,,,,,"2018-01-31T09:38:02-0600","SHAWNA M BRAUER",,,,,,,,,0,,0,,,,"2L",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","FILING_RECEIVED","2018-01-31","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"20180131093936P040065642641001","2007-07-01","2008-06-30","2",,"0","0","0","0","0","0","0","1","0",,"QUEST ACADEMY 403(B) DC PLAN","001","1990-07-01","CREATIVE CHILDREN'S ACADEMY","QUEST ACADEMY",,"500 N BENTON STREET",,"PALATINE","IL","60067",,,,,,,,,,,,,,,,,,"363196542","8472028035","611000",,,,,,,,,,,,,,,,,,,"2018-01-31T09:39:03-0600","SHAWNA M BRAUER",,,,,,,,,0,,0,,,,"2L",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","FILING_RECEIVED","2018-01-31","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,
