"20180709115744P040050675153001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"ASSOCIATED BANC-CORP GROUP HEALTH PLAN","501","1978-01-01","ASSOCIATED BANC-CORP",,,"433 MAIN ST",,"GREEN BAY","WI","543015114",,,,,,,,,,,,,,,,,,"391098068","9204917000","522110",,,,,,,,,,,,,,,,,,,"2018-07-09T11:14:58-0500","JOHN FRYE",,,,,4394,3291,73,32,3396,,3396,,,,,"4A4D","1","0","1","0","1","0","1","0","0","0","0","1","0","1","1","1","0","0","FILING_RECEIVED","2018-07-09","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,3902,"2",,,,,,,,,
"20180709123008P030048507825001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"LAW OFFICE OF DAVID R. BAKER PROFIT SHARING PLAN","001","2003-01-01","LAW OFFICE OF DAVID R. BAKER","BAKER LAW OFFICES",,"2525 EAST ARIZONA BILTMORE CIRCLE","SUITE A-212","PHOENIX","AZ","85016",,,,,,,"2525 EAST ARIZONA BILTMORE CIRCLE","SUITE A-212","PHOENIX","AZ","85016",,,,,,,"271234687","3022300600","541110",,,,,,,,,,,,,,,,,,,"2018-07-09T12:27:57-0500","DAVID BAKER","2018-07-09T12:27:57-0500","DAVID BAKER",,,3,3,0,0,3,0,3,3,0,,"2A2E2F2G2R3B3D",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-07-09","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,3,,,,,,,,,,
"20180709123116P040050728801001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"DOCTORS BILLING, INC. 401(K) PLAN","001","1997-12-31","DOCTORS BILLING, INC.",,,"P.O. BOX 86",,"HINGHAM","MA","02043",,,,,,,,,,,,,,,,,,"042789908","7817499071","561490",,,,,,,,,,,,,,,,,,,"2018-07-09T12:28:07-0500","KENDRA MCKINLEY",,,,,30,26,1,5,32,0,32,32,1,,"2E2J2F2G3D2T",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-07-09","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,23,,,,,,,,,,
"20180709094931P040029514493001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"PROFIT SHARING PLAN FOR RIVER VALLEY BANCORPORATION, INC. AND RELATED EMPLOYERS","001","1986-01-01","RIVER VALLEY BANCORPORATION, INC.",,,"327 NORTH 17TH AVE",,"WAUSAU","WI","54401",,,,,,,,,,,,,,,,,,"391440245","7153481417","522110",,,,,,,,,,,,,,,,,,,"2018-07-09T09:48:37-0500","RENEE LADICK",,,,,294,236,0,60,296,0,296,280,27,,"2E2F2G2J2K2S2T3D3H",,"0","0","1","0","0","0","1","0","1","0","0","1","0","0",,"1","0","0","FILING_RECEIVED","2018-07-09","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,234,,,,,,,,,,
"20180709123227P040047449799001","2017-01-01","2017-12-31","2",,"0","1","0","0","0","0","0","0","0",,"AUGUST JACKSON COMPANY 401(K) PROFIT SHARING PLAN & TRUST","001","2006-01-01","AUGUST JACKSON COMPANY",,,"7475 WISCONSIN AVE STE 640",,"BETHESDA","MD","208143412",,,,,,,,,,,,,,,,,,"200004098","2402238700","541910",,,,,,,,,,,,,,,,,,,"2018-07-09T12:28:57-0500","DANIEL ROMNEY","2018-07-09T12:28:57-0500","DANIEL ROMNEY",,,143,141,0,32,173,0,173,122,0,,"2E2F2G2J2K2T3D3H",,"0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","1","1","0","FILING_RECEIVED","2018-07-09","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,122,,,,,,,,,,
"20180709123245P040047450407001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"VION CORPORATION LIFE & DISABILITY PLAN","502","1980-07-01","VION CORPORATION",,,"196 VAN BUREN STREET","SUITE 300","HERNDON","VA","20170",,,,,,,,,,,,,,,,,,"521167763","5713536000","541519","VION CORPORATION",,"196 VAN BUREN STREET","SUITE 300","HERNDON","VA","20170",,,,,,,"521167763","5713536000",,,,"2018-07-09T12:32:17-0500","MICHAEL MCGOWAN",,,,,231,187,0,0,187,,,,,,,"4B4F4H4L","1","0","0","0","1","0","0","0","0","0","0","0","0","1","4","0","0","0","FILING_RECEIVED","2018-07-09","Filed with authorized/valid electronic signature",,,,,,,,,,,,,,,,,,,,,,231,"2",,,,,,,,,
"20180709123248P030048513537001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"ANSCHUTZ CORPORATION MEDICAL, DENTAL, LIFE, BTA AND DISABILITY PLAN","501","1978-05-01","THE ANSCHUTZ CORPORATION",,,"555 17TH STREET","SUITE 2400","DENVER","CO","80202",,,,,,,,,,,,,,,,,,"841179412","3032981000","211110",,,,,,,,,,,,,,,,,,,,,,,,,233,234,3,0,237,,,,,,,"4A4B4D4F4H4L","1","0","0","1","1","0","0","1","0","0","0","0","0","1","4","0","0","0","FILING_RECEIVED","2018-07-09",,,,,,"1",,,,,,,,,,,,,,,,,230,"2",,,"2018-07-03T07:00:00-0500","LINNORE T. GONZALES",,,,,
"20180709123359P030048515777001","2017-01-01","2017-12-31","4","P","0","0","0","0","0","0","0","0","0",,"SIA-2B (TARGETFIT 2020 CON STRAT)","257",,"MASSACHUSETTS MUTUAL LIFE INSURANCE",,,"1295 STATE STREET",,"SPRINGFIELD","MA","01111",,,,,,,,,,,,,,,,,,"900342299","4137441000",,,,,,,,,,,,,,,,,,,,,,,,"2018-07-09T12:33:45-0500","TINA WILSON",,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","1","0","0",,"0","1","0","FILING_RECEIVED","2018-07-09",,"Filed with authorized/valid electronic signature",,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"20180709142108P030047369207001","2017-01-01","2017-12-31","2",,,,,,,,,,,,"MCMASTER-CARR SUPPLY COMPANY J.A. DELANEY, SR. COLLEGE ASSISTANCE","502","1967-09-01","MCMASTER-CARR SUPPLY COMPANY R. DELANEY JR",,,"600 COUNTY LINE ROAD",,"ELMHURST","IL","60126",,,,,,,,,,,,,,,,,,"361458720","6308349600","423990",,,,,,,,,,,,,,,,,,,"2018-07-08T21:19:02-0500","SETH EPSTEIN","2018-07-08T21:19:02-0500","SETH EPSTEIN",,,417,380,14,,394,1,395,,,,,"4Q",,,,"1",,,,"1",,,,,,,,,,,"FILING_RECEIVED","2018-07-09","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,384,"2",,,,,,,,,
"20180709142154P030048764529001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"J & A HOSPITALITY, LLC ACCIDENT PROTECTION PLAN","501","2016-10-01","J & A HOSPITALITY, LLC",,,"1109 N BIG SPRING STREET",,"MIDLAND","TX","79701",,,,,,,,,,,,,,,,,,"813060833","6267656589","722513",,,,,,,,,,,,,,,,,,,,,,,,,308,289,,,289,,,,,,,"4A4D4E4F","0","0","0","1","0","0","0","1","0","0","0","0","0","0",,"0","0","0","FILING_RECEIVED","2018-07-09",,,,,,"1",,,,,,,,,,,,,,,,,308,"2",,,"2018-05-14T23:00:00-0500","JESSE OR ANNE CARRILLO",,,,,
"20180709142239P030002169829001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"ZEPHYR LAKE TREE FARM, LLC 401(K) PROFIT SHARING PLAN & TRUST","001","2011-01-01","ZEPHYR LAKE TREE FARM LLC",,,"2605 COOKE DR",,"FRUITLAND PARK","FL","34731",,,,,,,,,,,,,,,,,,"262568094","3525169055","111300",,,,,,,,,,,,,,,,,,,"2018-07-09T02:22:36-0500","LAUREL CONNELL",,,,,1,1,0,0,1,0,1,1,0,,"2E2F2G2J2K2T3D",,"0","0","1","0","0","0","1","0","0",,,"0","1","0","0","0","0",,"FILING_RECEIVED","2018-07-09","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,1,,,,,,,,,,
"20180709142252P040050953025001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"LUKE KRUMNOW, INC. EMPLOYEES PROFIT SHARING PLAN","002","2009-05-22","LUKE KRUMNOW, INC.",,,"11510 CHEVY CHASE DRIVE",,"HOUSTON","TX","77077",,,,,,,"11510 CHEVY CHASE DRIVE",,"HOUSTON","TX","77077",,,,,,,"270231462","2818556664","236110",,,,,,,,,,,,,,,,,,,"2018-07-09T14:22:31-0500","ROBERT POWELL","2018-07-09T14:22:31-0500","ROBERT POWELL",,,9,1,3,4,8,1,9,8,0,,"2E2T3D",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0",,"1","0","0","FILING_RECEIVED","2018-07-09","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,1,,,,,,,,,,
"20180709142257P030048766801001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"MR. DAVIDS FLOORING INTERNATIONAL, LLC WELFARE BENEFITS PLAN","501","2016-01-01","MR. DAVIDS FLOORING INTERNATIONAL, LLC",,,"865 W. IRVING PARK RD.",,"ITASCA","IL","60143",,,,,,,,,,,,,,,,,,"464356769","8472504600","442210",,,,,,,,,,,,,,,,,,,"2018-07-09T14:22:17-0500","ASHLEY ZMIJEWSKI",,,,,154,108,0,0,108,,,,,,,"4A4D4E4H4Q","1","0","0","1","1","0","0","1","0","0","0","0","0","1","2","0","0","0","FILING_RECEIVED","2018-07-09","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,0,"2",,,,,,,,,
"20180709142257P040050953265001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"HW STAFFING SERVICES WELFARE BENEFIT PLAN","501","2016-01-01","HW STAFFING SERVICES",,,"274 BROADWAY",,"TAUNTON","MA","02780",,,,,,,,,,,,,,,,,,"043095268","5086943702","561300",,,,,,,,,,,,,,,,,,,"2018-07-09T14:22:41-0500","CHUCK BARTLETT","2018-07-09T14:22:41-0500","CHUCK BARTLETT",,,65,38,0,0,38,,,,,,,"4A","0","0","0","1","0","0","0","1","0","0","0","0","0","0",,"0","0","0","FILING_RECEIVED","2018-07-09","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,65,"2",,,,,,,,,
"20180709142302P040050953521001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"WEST TEXAS J & A, LLC ACCIDENT PROTECTION PLAN","501","2007-10-01","WEST TEXAS J & A, LLC",,,"1109 N BIG SPRING STREET",,"MIDLAND","TX","79701",,,,,,,,,,,,,,,,,,"260711422","6267656589","722513",,,,,,,,,,,,,,,,,,,,,,,,,173,214,,,214,,,,,,,"4A4D4E4F","0","0","0","1","0","0","0","1","0","0","0","0","0","0",,"0","0","0","FILING_RECEIVED","2018-07-09",,,,,,"1",,,,,,,,,,,,,,,,,173,"2",,,"2018-05-14T23:00:00-0500","JESSE OR ANNE CARRILLO",,,,,
"20180709142330P040050954753001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"STL TWISTERS, INC. 401(K) PROFIT SHARING PLAN","001","2016-11-17","STL TWISTERS, INC.",,,"1603 GLEN MILL DR",,"FENTON","MO","63026",,,,,,,,,,,,,,,,,,"814449043","3146167500","722515",,,,,,,,,,,,,,,,,,,"2018-07-09T14:17:55-0500","DOUG ABBOTT",,,,,1,1,0,0,1,0,1,1,0,,"2E2J2K2H3D",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-07-09","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,1,,,,,,,,,,
"20180709142332P030048767969001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"MID PENINSULA EYE PHYSICIANS & SURGEONS A MEDICAL GRP., INC., PROFIT SHARING PLAN","001","1997-01-01","MID PENINSULA EYE PHYSICIANS &N SURGEONS A MEDICAL GRP., INC.",,,"50 S SAN MATEO DR STE 200",,"SAN MATEO","CA","944013859",,,,,,,"50 S SAN MATEO DR STE 200",,"SAN MATEO","CA","944013859",,,,,,,"943120292","6503424595","621111",,,,,,,,,,,,,,,,,,,"2018-06-28T15:31:46-0500","ROBERT FILER",,,,,22,12,,11,23,,23,23,,,"2E2G",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-07-09","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,13,,,,,,,,,,
"20180709142400P040050955809001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"CARRILLO PARTNERS, LLC ACCIDENT PROTECTION PLAN","501","2013-05-01","CARRILLO PARTNERS, LLC",,,"1109 N BIG SPRING STREET",,"MIDLAND","TX","79701",,,,,,,,,,,,,,,,,,"463031297","6267656589","722513",,,,,,,,,,,,,,,,,,,,,,,,,144,111,,,111,,,,,,,"4A4D4E4F","0","0","0","1","0","0","0","1","0","0","0","0","0","0",,"0","0","0","FILING_RECEIVED","2018-07-09",,,,,,"1",,,,,,,,,,,,,,,,,144,"2",,,"2018-05-14T23:00:00-0500","JESSE OR ANNE CARRILLO",,,,,
"20180709142440P030047372487001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"HANCOCK WHITNEY CORPORATION EMPLOYEE WELFARE FUND","501","2003-07-01","HANCOCK WHITNEY CORPORATION",,,"P.O. BOX 4019 HANCOCK WHITNEY PLAZA",,"GULFPORT","MS","39502",,,,,,,,,,,,,,,,,,"640693170","2288684000","522110",,,,,,,,,,,,,,,,"HANCOCK HOLDING COMPANY","640693170","501",,,,,,,4558,3900,639,0,4539,,,,,,,"4A4B4D4E4F4G4H4I4L4Q","1","0","0","1","1","0","0","1","0","0","0","0","0","1","16","0","0","0","FILING_RECEIVED","2018-07-09",,,,,,"1",,,,,,,,,,,,,,,,,3816,"2",,,"2018-07-06T07:00:00-0500","DAVID M. MORAN","HANCOCK HOLDING COMPANY EMPLOYEE WELFARE FUND",,,,
"20180709142501P030001908793001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"ENT MEDICAL SERVICES, P.C. 401(K) PROFIT SHARING PLAN","002","1996-07-01","ENT MEDICAL SERVICES, P.C.",,"C/O HILLS BANK AND TRUST COMPANY","590 WEST FOREVERGREEN ROAD",,"NORTH LIBERTY","IA","52317",,,,,,,,,,,,,,,,,,"420958173","3193515680","621111",,,,,,,,,,,,,,,,,,,"2018-07-09T14:12:30-0500","THOMAS VINER, MD","2018-07-09T14:12:30-0500","THOMAS VINER, MD",,,60,43,1,16,60,0,60,60,2,,"2E2F2G2J2K3D",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0",,"0","1","0","FILING_RECEIVED","2018-07-09","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,44,,,,,,,,,,
"20180807164220P030106932887001","2017-01-01","2017-12-31","2",,,,,,,"1",,,,,"SONEPAR MANAGEMENT U.S. INC. FLEXIBLE BENEFITS PLAN","501","2000-08-01","SONEPAR MANAGEMENT U.S. INC.",,,"510 WALNUT STREET, SUITE 400",,"PHILADELPHIA","PA","19106",,,,,,,,,,,,,,,,,,"232975775","2153995900","551112",,,,,,,,,,,,,,,,,,,,,,,,,7164,7199,0,0,7199,,,,,,,"4A4B4D4E4F4H4L4Q","1",,,"1","1",,,"1",,,,,,"1","4",,,,"FILING_RECEIVED","2018-08-07",,,,,,"1",,,,,,,,,,,,,,,,,7164,"2",,,"2018-08-07T03:00:00-0500","CHRISTI FIX",,,,,
"20180807164221P040003495785001","2017-01-01","2017-12-31","2",,,,,,,"1",,,,,"BRAIN STORM SHELTER, LLC 401(K) PLAN","001","2014-01-01","BRAIN STORM SHELTER, LLC",,,"5211 BONITA AVENUE",,"DALLAS","TX","75206",,,,,,,,,,,,,,,,,,"270156886","2148502613","722513",,,,,,,,,,,,,,,,,,,"2018-08-07T17:42:15-0500","JASON BOSO",,,,,282,242,5,9,256,0,256,47,0,,"2A2E2F2G2J2K2T3D",,"1",,"1",,"1",,"1",,,,,"1",,"1","1",,"1",,"FILING_RECEIVED","2018-08-07","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,271,,,,,,,,,,
"20180807164222P030106932951001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"TRIANGLE DISTRIBUTING CO 401(K) PLAN","001","1967-03-01","TRIANGLE DISTRIBUTING CO.",,,"12065 EAST PIKE STREET",,"SANTA FE SPRINGS","CA","90670",,,,,,,,,,,,,,,,,,"951969507","5624632642","424800",,,,,,,,,,,,,,,,,,,"2018-08-07T16:42:07-0500","WILLIAM F. STRUETT","2018-08-07T16:42:07-0500","WILLIAM F. STRUETT",,,364,323,0,39,362,1,363,342,8,,"2E2J3D3H",,"0","0","1","0","0","0","1","0","1","0","0","1","0","0",,"1","1","0","FILING_RECEIVED","2018-08-07","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,334,,,,,,,,,,
"20180807164508P030106937271002","2017-03-01","2018-02-28","2",,,,,,,,,,,,"GALISO INCORPORATED SELF FUNDED MEDICAL REIMBURSEMENT PLAN","505","2012-03-01","GALISO INCORPORATED",,,"22 PONDEROSA CT",,"MONTROSE","CO","81401",,,,,,,,,,,,,,,,,,"841202690","9702490233","333900",,,,,,,,,,,,,,,,,,,"2018-08-07T16:06:58-0500","MARIANNE WANGENHEIM",,,,,24,21,0,0,21,,,,,,,"4A",,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-08-07","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,24,"2",,,,,,,,,
"20180807164537P040105820775001","2017-03-01","2018-02-28","2",,,,,,,,,,,,"TRANSPORTATION CONSULTANTS, INC. HEALTH AND WELFARE PLAN","501","2002-01-01","TRANSPORTATION CONSULTANTS, INC.",,,"3900 FRANCE ROAD PARKWAY",,"NEW ORLEANS","LA","70126",,,,,,,,,,,,,,,,,,"720995376","5049427359","488990",,,,,,,,,,,,,,,,,,,,,,,,,241,135,0,0,135,,,,,,,"4A4B4D4E4F4H4L","1",,,,"1",,,,,,,,,"1","4",,,,"FILING_RECEIVED","2018-08-07",,,,,,"1",,,,,,,,,,,,,,,,,241,"2",,,"2018-08-07T03:00:00-0500","GLENDA JENSEN",,,,,
"20180807164715P030106940407001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"D BEFORE E INC PROFIT SHARING PLAN","001","2012-01-01","D BEFORE E INC",,,"13351 D RIVERSIDE DR STE 426",,"SHERMAN OAKS","CA","91423",,,,,,,,,,,,,,,,,,"201994768","8189908371","711510",,,,,,,,,,,,,,,,,,,,,,,,,3,2,0,0,2,0,2,2,0,,"2A2E3D","4H","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-08-07",,,,,,"1",,,,,,,,,,,,,,,,,2,,,,"2018-07-26T07:00:00-0500","DAVID T EDWARDS",,,,,
