"20180726143330P030087572849001","2017-04-01","2018-03-31","2",,"0","0","0","0","0","0","0","0","0",,"INFOSYS BPM LIFE INSURANCE PLAN","502","2013-11-01","INFOSYS BPM LIMITED",,,"16014 ROAD #2",,"AGUADILLA","PR","00603",,,,,,,"ROAD #2 WEST OF KM 126","BO CAIMITAL BAJO","AGUADILLA","PR","00603",,,,,,,"481260854","7876583374","561420","SOLUTIONS ADVOCATES, INC",,"PO BOX 367448",,"SAN JUAN","PR","00936",,,,,,,"660802934","7874212111",,,,"2018-07-11T12:55:22-0500","JUAN ALMODOVAR RAMIREZ","2018-07-26T14:28:39-0500","ROMEL MOLINA",,,124,131,0,0,131,0,131,,,,,"4B","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2018-07-26","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,,,,,,,,,,,,,,,,,,124,,,,,,,,,,
"20180726143333P030087572977001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"HUNTINGTON MEMORIAL HOSPITAL EMPLOYEE HEALTH CARE PLAN","501","1998-01-01","HUNTINGTON MEMORIAL HOSPITAL",,,"100 WEST CALIFORNIA BOULEVARD",,"PASADENA","CA","911053010",,,,,,,,,,,,,,,,,,"951644036","6263973904","622000",,,,,,,,,,,,,,,,,,,"2018-07-26T13:17:36-0500","GINA IMBRENDA","2018-07-26T13:17:37-0500","GINA IMBRENDA",,,3021,3081,35,0,3116,,,,,,,"4A4D4E","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","FILING_RECEIVED","2018-07-26","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,3001,"2",,,,,,,,,
"20180726143338P030083951911001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"LISEGA, INC. VISION PLAN","503","2016-01-01","LISEGA, INC.",,,"370 EAST DUMPLIN VALLEY ROAD",,"KODAK","TN","37764",,,,,,,,,,,,,,,,,,"020409118","8659405200","541990",,,,,,,,,,,,,,,,,,,"2018-07-26T14:33:00-0500","JACK KREYLING",,,,,162,167,0,0,167,,,,,,,"4E","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2018-07-26","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,162,"2",,,,,,,,,
"20180726143337P040056342477001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"EMS-CHEMIE (NORTH AMERICA) INC. RETIREMENT PLAN","001","1987-07-01","EMS-CHEMIE NORTH AMERICA INC",,,"2060 CORPORATE WAY",,"SUMTER","SC","29154",,,,,,,,,,,,,,,,,,"570703806","8034816112","325200",,,,,,,,,,,,,,,,,,,"2018-07-26T14:32:44-0500","JAMES SCHREIBER","2018-07-26T14:32:44-0500","JAMES SCHREIBER",,,132,98,0,40,138,0,138,138,2,,"2E2F2G2J2T3D",,"0","0","1","0","0","0","1","0","1","0","0","1","0","0",,"1","1","0","FILING_RECEIVED","2018-07-26","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,97,,,,,,,,,,
"20180726143342P030087573489001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","1","0","0",,"CITATION OIL & GAS CORP. EMPLOYEE WELFARE BENEFIT PLAN","501","1981-04-01","CITATION OIL & GAS CORP",,,"14077 CUTTEN RD",,"HOUSTON","TX","770692212",,,,,,,"14077 CUTTEN RD",,"HOUSTON","TX","770692212",,,,,,,"742163444","2818911000","211110",,,,,,,,,,,,,,,,,,,"2018-07-26T14:33:22-0500","THOMAS PATRICK","2018-07-26T14:33:22-0500","THOMAS PATRICK",,,459,439,1,0,440,,440,,,,,"4A4B4D4E4F4H4I4Q","1","0","0","1","1","0","0","1","0","0","0","0","0","1","6","1","0","0","FILING_RECEIVED","2018-07-26","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,459,"2",,,,,,,,,
"20180726143349P040056342781001","2017-04-01","2018-03-31","2",,"0","0","0","0","0","0","0","0","0",,"INFOSYS BPM LIMITED SHORT TERM DISABILITY PLAN","503","2013-11-01","INFOSYS BPM LIMITED",,,"16014 ROAD #2",,"AGUADILLA","PR","00603",,,,,,,"ROAD #2 WEST OF KM 126","BO CAIMITAL BAJO","AGUADILLA","PR","00603",,,,,,,"481260854","7876583374","561420","SOLUTIONS ADVOCATES, INC",,"PO BOX 367448",,"SAN JUAN","PR","00936",,,,,,,"660802934","7874212111",,,,"2018-07-11T13:09:51-0500","JUAN ALMODOVAR RAMIREZ","2018-07-26T14:27:46-0500","ROMEL MOLINA",,,124,131,0,0,131,0,131,,,,,"4F","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2018-07-26","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,,,,,,,,,,,,,,,,,,124,,,,,,,,,,
"20180726143408P040056343213001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"HUNTINGTON MEMORIAL HOSPITAL DENTAL, VISION AND LIFE INSURANCE PLAN","507","1986-04-01","HUNTINGTON MEMORIAL HOSPITAL",,,"100 WEST CALIFORNIA BOULEVARD",,"PASADENA","CA","911053010",,,,,,,,,,,,,,,,,,"951644036","6263973904","622000",,,,,,,,,,,,,,,,,,,"2018-07-26T13:16:05-0500","GINA IMBRENDA","2018-07-26T13:16:06-0500","GINA IMBRENDA",,,3220,3288,41,0,3329,,,,,,,"4B4D4E4H","1","0","0","1","1","0","0","1","0","0","0","0","0","1","3","0","0","0","FILING_RECEIVED","2018-07-26","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,3206,"2",,,,,,,,,
"20180726143417P040056343501001","2017-01-01","2017-12-31","2",,,,,,,,,,,,"COMPSOURCE RETIREMENT SAVINGS PLAN","001","2015-01-01","COMPSOURCE MUTUAL INSURANCE COMPANY",,,"1901 N WALNUT AVE",,"OKLAHOMA CITY","OK","73105",,,,,,,,,,,,,,,,,,"300641266","4059623516","524150",,,,,,,,,,,,,,,,,,,"2018-07-26T15:34:08-0500","JASON CLARK",,,,,368,360,0,9,369,0,369,349,,,"2F2G2J2K3D2S",,"1",,"1",,"1",,"1",,"1",,,"1",,"1","2","1","1",,"FILING_RECEIVED","2018-07-26","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,341,,,,,,,,,,
"20180726134942P040003568789001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"MEDICUS SELECT LLC - HEALTH INSURANCE PLAN","504","2011-10-01","MEDICUS SELECT LLC",,,"1401 CENTERVILLE RD STE 210",,"TALLAHASSEE","FL","323084638",,,,,,,"1401 CENTERVILLE RD STE 210",,"TALLAHASSEE","FL","323084638",,,,,,,"452980304","8504315238","561300",,,,,,,,,,,,,,,,,,,"2018-07-26T13:28:37-0500","WILLIAM GIUDICE","2018-07-26T13:28:37-0500","WILLIAM GIUDICE",,,290,290,,,290,,290,,,,,"4A4D4F4H","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2018-07-26","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,,"2",,,,,,,,,
"20180726134944P030062443853001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"CATALYST FINANCIAL COMPANY RETIREMENT PLAN AND TRUST","001","2002-01-01","CATALYST FINANCIAL COMPANY",,,"1136 NORTH KIRKWOOD ROAD",,"HOUSTON","TX","770434543",,,,,,,,,,,,,,,,,,"760438411","2818709182","523900",,,,,,,,,,,,,,,,,,,"2018-07-26T13:49:30-0500","RICHARD MANN","2018-07-26T13:49:30-0500","RICHARD MANN",,,22,18,2,1,21,0,21,16,0,,"2E2F2G2J2K2T3D",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-07-26","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,19,,,,,,,,,,
"20180726134945P030062443933001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"AMERICAN NURSING CARE LIFE & STD PLAN","502","1988-01-15","AMERICAN NURSING CARE, INC.",,,"1700 EDISON DR., STE. 300",,"MILFORD","OH","45150",,,,,,,,,,,,,,,,,,"311085414","5135760262","621610",,,,,,,,,,,,,,,,,,,"2018-07-26T09:45:11-0500","PAM BLEVINS",,,,,1970,1867,,,1867,,,,,,,"4B4F4Q","1","0","0","0","1","0","0","0","0","0","0","0","0","1","3","0","0","0","FILING_RECEIVED","2018-07-26","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,1970,"2",,,,,,,,,
"20180726134948P030062444013001","2017-04-01","2018-03-31","2",,"0","0","0","0","0","0","0","0","0",,"STAGE DOOR II, INC. PROFIT SHARING PLAN","001","1984-04-01","STAGE DOOR II, INC.",,,"3050 DEE ST.",,"APOPKA","FL","327039450",,,,,,,,,,,,,,,,,,"591450081","4075782918","238900",,,,,,,,,,,,,,,,,,,,,,,,,57,12,0,27,39,0,39,35,0,,"2A2E2F2H2J2K3D",,,,"1",,,,"1",,"1",,,,"1",,,,,,"FILING_RECEIVED","2018-07-26",,,,,,"1",,,,,,,,,,,,,,,,,25,,,,"2018-07-25T07:00:00-0500","PETER V. PIACENTI, JR.",,"2018-07-25T07:00:00-0500","PETER V. PIACENTI, JR.",,
"20180726134955P030062444189001","2017-11-08","2017-12-31","2",,"1",,,"1",,"1",,,,,"JUDO ENTERPRISES INC. RETIREMENT PLAN","001","2017-11-08","JUDO ENTERPRISES INC.",,,"1414 WILLOWBROOK DRIVE",,"LONGMONT","CO","80504",,,,,,,,,,,,,,,,,,"823355586","3037755889","812990",,,,,,,,,,,,,,,,,,,"2018-07-26T14:49:40-0500","KATHERINE ADAMS",,,,,1,1,0,0,1,0,1,1,0,,"2E2G2R3D",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-07-26","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,1,,,,,,,,,,
"20180726135003P040083534167001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"SECHAN ELECTRONICS, INC. GROUP HEALTH PLAN","502","2016-01-01","SECHAN ELECTRONICS, INC.",,,"525 FURNACE HILLS PIKE",,"LITITZ","PA","17543",,,,,,,,,,,,,,,,,,"232336672","7176274141","335310",,,,,,,,,,,,,,,,,,,"2018-07-26T13:48:47-0500","JAMES MAURER",,,,,249,271,0,0,271,,,,,,,"4A","1","0","1","0","1","0","1","0","0","0","0","1","0","1","1","1","0","0","FILING_RECEIVED","2018-07-26","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,249,"2",,,,,,,,,
"20180726135004P030062444509001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"INTELLIGENT SWITCHGEAR ORGANIZATION, LLC BENEFIT PLANS","502","1995-01-01","INTELLIGENT SWITCHGEAR",,,"4955 MARCONI DRIVE",,"ALPHARETTA","GA","300058894",,,,,,,,,,,,,,,,,,"260064655","7704429442","335310",,,,,,,,,,,,,,,,,,,"2018-07-26T13:49:21-0500","ECHO HOUSMANS",,,,,181,177,,,177,,,,,,,"4A4B4D4E4F4H4Q","1","0","0","0","1","0","0","0","0","0","0","0","0","1","5","0","0","0","FILING_RECEIVED","2018-07-26","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,181,"2",,,,,,,,,
"20180726135010P040083534839001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"TALLAHASSEE MEMORIAL HEALTHCARE, INC - HEALTH INSURANCE PLAN","502","1998-07-01","TALLAHASSEE MEMORIAL HEALTHCARE, INC.",,,"1300 MICCOSUKEE RD",,"TALLAHASSEE","FL","323085054",,,,,,,"1300 MICCOSUKEE RD",,"TALLAHASSEE","FL","323085054",,,,,,,"591917016","8504315238","622000",,,,,,,,,,,,,,,,,,,"2018-07-24T08:58:39-0500","WILLIAM GIUDICE","2018-07-24T08:58:39-0500","WILLIAM GIUDICE",,,3453,3453,,,3453,,3453,,,,,"4A4D4E4F4G4H4I4K4Q","1","0","0","0","1","0","0","0","0","0","0","0","0","1","2","0","0","0","FILING_RECEIVED","2018-07-26","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,,"2",,,,,,,,,
"20180726135019P040083535335001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"EXCELSIOR COLLEGE HEALTH REIMBURSEMENT ACCOUNT PLAN","506","2012-01-01","EXCELSIOR COLLEGE",,,"7 COLUMBIA CIRCLE",,"ALBANY","NY","12203",,,,,,,,,,,,,,,,,,"161532850","5184648548","611000","EXCELSIOR COLLEGE",,"7 COLUMBIA CIRCLE",,"ALBANY","NY","12203",,,,,,,"161532850","5184648548",,,,"2018-07-26T13:48:50-0500","MARK HOWE",,,,,442,416,0,0,416,,,,,,,"4A","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","FILING_RECEIVED","2018-07-26","Filed with authorized/valid electronic signature",,,,,,,,,,,,,,,,,,,,,,442,"2",,,,,,,,,
"20180726135019P040083535383001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"CORNING FEDERAL CREDIT UNION 401(K) PLAN","001","2005-01-01","CORNING FEDERAL CREDIT UNION",,,"PO BOX 1450",,"CORNING","NY","148301050",,,,,,,,,,,,,,,,,,"166028994","6079623144","522130",,,,,,,,,,,,,,,,,,,"2018-07-26T13:49:50-0500","BRANDY ANDREWS",,,,,433,324,13,123,460,0,460,460,24,,"2E2F2G2J2S2K3D2A",,"1","0","1","0","1","0","1","0","1","0","0","1","0","1","1","1","0","0","FILING_RECEIVED","2018-07-26","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,313,,,,,,,,,,
"20180726135029P030036137423001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"CHAMPLAIN COLLEGE DEFINED CONTRIBUTION RETIREMENT PLAN","002","1985-07-01","CHAMPLAIN COLLEGE INCORPORATED",,,"P.O. BOX 670",,"BURLINGTON","VT","05402",,,,,,,,,,,,,,,,,,"030220266","8028656405","611000","CHAMPLAIN COLLEGE",,"P.O. BOX 670",,"BURLINGTON","VT","05402",,,,,,,"030220266","8028602700",,,,,,,,,,775,466,0,317,783,0,783,783,0,,"2A2E2F2G2L2M2T",,"1","0","1","0","1","0","1","0","1","0","0","1","0","1","3","1","1","0","FILING_RECEIVED","2018-07-26",,,,,,,,,,,,,,,,,,,,,,,504,,,,"2018-07-24T07:00:00-0500","SHELLEY NAVARI",,,,,
"20180726135032P030062445613001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"MEDICUS SELECT LLC - LIFE INSURANCE PLAN","503","2011-10-01","MEDICUS SELECT LLC",,,"1401 CENTERVILLE RD STE 210",,"TALLAHASSEE","FL","323084638",,,,,,,"1401 CENTERVILLE RD STE 210",,"TALLAHASSEE","FL","323084638",,,,,,,"452980304","8504315238","561300",,,,,,,,,,,,,,,,,,,"2018-07-24T08:54:30-0500","WILLIAM GIUDICE","2018-07-24T08:54:30-0500","WILLIAM GIUDICE",,,304,304,,,304,,304,,,,,"4B","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2018-07-26","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,,"2",,,,,,,,,
"20180726135050P040002625625001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"AMERICAN NURSING CARE LONG TERM DISABILITY","503","1988-01-01","AMERICAN NURSING CARE, INC.",,,"1700 EDISON DR., STE. 300",,"MILFORD","OH","45150",,,,,,,,,,,,,,,,,,"311085414","5135760262","621610",,,,,,,,,,,,,,,,,,,"2018-07-26T09:44:05-0500","PAM BLEVINS",,,,,1970,1867,,,1867,,,,,,,"4B4H4Q","1","0","0","0","1","0","0","0","0","0","0","0","0","1","4","0","0","0","FILING_RECEIVED","2018-07-26","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,1970,"2",,,,,,,,,
"20180726135050P040083537111001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"PEDIATRICS AND ADOLESCENT MEDICINE, P. A. 401(K) PLAN","002","2006-07-01","PEDIATRICS AND ADOLESCENT MEDICINE, P.A.",,,"2155 POST OAK TRITT ROAD, SUITE 100",,"MARIETTA","GA","30062",,,,,,,,,,,,,,,,,,"581053838","7709735460","621111",,,,,,,,,,,,,,,,,,,,,,,,,81,61,0,10,71,0,71,69,4,,"2A2E2F2G2J2R3D",,"1","0","1","0","1","0","1","0","1","0","0","0","1","1","1","0","0","0","FILING_RECEIVED","2018-07-26",,,,,,"1",,,,,,,,,,,,,,,,,66,,,,"2018-07-25T23:00:00-0500","WILSON P. ANDREWS, JR.",,,,,
"20180726135059P030083832663001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"CROELL, INC. HEALTH PLAN","504","1998-07-01","CROELL, INC.",,,"PO BOX 430",,"NEW HAMPTON","IA","50659",,,,,,,"2010 KENWOOD AVENUE",,"NEW HAMPTON","IA","50659",,,,,,,"421029170","6413946789","327300",,,,,,,,,,,,,,,,"CROELL REDI-MIX, INC.","421029170","504","2018-07-26T13:38:11-0500","KURT CROELL",,,,,568,504,,,504,,,,,,,"4A4D","0","0","0","1","0","0","0","1","0","0","0","0","0","0",,"0","0","0","FILING_RECEIVED","2018-07-26","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,568,"2",,,,,"CROELL REDI-MIX, INC. HEALTH PLAN",,,,
"20180726135059P030083832679001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"TALLAHASSEE MEMORIAL HEALTHCARE, INC.","501","1998-07-01","TALLAHASSEE MEMORIAL HEALTHCARE, INC. - LIFE INSURANCE PLAN",,,"1300 MICCOSUKEE RD",,"TALLAHASSEE","FL","323085054",,,,,,,"1300 MICCOSUKEE RD",,"TALLAHASSEE","FL","323085054",,,,,,,"591917016","8504315238","622000",,,,,,,,,,,,,,,,,,,"2018-07-24T08:53:56-0500","WILLIAM GIUDICE","2018-07-24T08:53:57-0500","WILLIAM GIUDICE",,,4233,4233,,,4233,,4233,,,,,"4B","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2018-07-26","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,,"2",,,,,,,,,
"20180726135106P030003386377001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"STONE HILL FIDUCIARY MANAGEMENT, LLC 401K PROFIT SHARING","001","2012-07-02","STONE HILL FIDUCIARY MANAGEMENT, LLC",,,"1010 NORTHERN BLVD","STE 308","GREAT NECK","NY","11021",,,,,,,,,,,,,,,,,,"455608425","5164395581","523900",,,,,,,,,,,,,,,,,,,"2018-07-26T13:40:26-0500","CARYN NEWMAN",,,,,3,3,0,0,3,0,3,2,0,,"2E2J2K3D",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-07-26","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,3,,,,,,,,,,
