"20180821151348P030134241095001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"I-C FEDERAL CREDIT UNION PROFIT SHARING & 401(K) PLAN","002","1989-01-01","IC FEDERAL CREDIT UNION",,,"PO BOX 8203",,"FITCHBURG","MA","014208203",,,,,,,,,,,,,,,,,,"041328710","9783433725","522130",,,,,,,,,,,,,,,,"I-C FEDERAL CREDIT UNION","041328710","002","2018-08-21T15:13:03-0500","HOLLY SANCHEZ",,,,,157,111,5,22,138,0,138,118,4,,"2A2E2F2G2J2K2T3D",,"1","0","1","0","1","0","1","0","1","0","0","1","0","1","1","1","0","0","FILING_RECEIVED","2018-08-21","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,112,,,,,,"I-C FEDERAL CREDIT UNION PROFIT SHARING & 401(K) PLAN",,,,
"20180821151507P040132889239001","2017-01-01","2017-12-31","2",,,,,,,,"1",,,,"WEBSTER, DUKE & CO., PA 401(K) PLAN AND TRUST","002","2013-01-01","WEBSTER, DUKE & CO., PA",,,"P O BOX 220826",,"CHARLOTTE","NC","282220826",,,,,,,,,,,,,,,,,,"561534144","7043647874","541211",,,,,,,,,,,,,,,,,,,"2018-08-21T15:37:08-0500","RANDOLPH DUKE","2018-08-21T15:37:21-0500","RANDOLPH DUKE",,,4,4,0,0,4,0,4,4,0,,"2G2J3D",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-08-21","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,4,,,,,,,,,,
"20180821151639P030142903425001","2017-04-01","2018-03-31","2",,,,,,,,,,,,"B AND M MANAGEMENT COMPANY, LLC","501","1998-03-01","B AND M MANAGEMENT, LLC",,,"7020 FAIN PARK DRIVE, SUITE 5",,"MONTGOMERY","AL","36117",,,,,,,,,,,,,,,,,,"631135755","3342151411","531310",,,,,,,,,,,,,,,,,,,,,,,,,195,191,2,0,193,,,,,,,"4A4B4D4E4F4H4L4Q","1",,,"1","1",,,"1",,,,,,"1","5",,,,"FILING_RECEIVED","2018-08-21",,,,,,"1",,,,,,,,,,,,,,,,,191,"2",,,"2018-08-21T03:00:00-0500","JUSTIN NOLEN",,,,,
"20180821094457P040005845301001","2017-03-01","2018-02-28","2",,"0","0","0","0","0","0","0","0","0",,"SONUS ENGINEERED SOLUTIONS, LLC GROUP INSURANCE PLAN","503","2015-03-01","SONUS ENGINEERED SOLUTIONS, LLC",,,"23031 SHERWOOD AVENUE",,"WARREN","MI","48091",,,,,,,,,,,,,,,,,,"383307702","5864273809","811190",,,,,,,,,,,,,,,,"SONUS ENGINEERED SOLUTIONS, LLC","383307702","503",,,,,,,94,97,0,0,97,,,,,,,"4A4B4D4F4H4Q","1",,,,"1",,,,,,,,,"1","5",,,,"FILING_RECEIVED","2018-08-21",,,,,,"1",,,,,,,,,,,,,,,,,92,"2",,,"2018-08-20T07:00:00-0500","TIM DROEGE","NOVO MOTOR ACOUSTIC SYSTEMS, INC. GROUP INSURANCE PLAN","2018-08-20T07:00:00-0500","TIM DROEGE",,
"20180821094620P030133727639001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"PERSONIFYCORPORATION 401(K) PLAN","002","2001-01-01","PERSONIFY, INC.",,,"6500 RIUVER PLACE BLVD III","SUITE 250","AUSTIN","TX","78730",,,,,,,,,,,,,,,,,,"541826450","7035645200","541511","PERSONIFY, INC.",,"6500 RIVER PLACE BLVD. III","SUITE 250","AUSTIN","TX","78730",,,,,,,"541826450","5129824456","PERSONIFY, INC.","541826450","002","2018-08-21T09:45:18-0500","TIFFANY BEHNING",,,,,298,136,0,102,238,2,240,227,17,,"2E2F2G2J2K2S2T3D3H",,"0","0","1","0","0","0","1","0","1","0","0","1","0","0",,"1","1","0","FILING_RECEIVED","2018-08-21","Filed with authorized/valid electronic signature",,,,,,,,,,,,,,,,,,,,,,169,,,,,,"PERSONIFY, INC. 401(K) SAVINGS PLAN",,,,
"20180821094922P030133731575001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"BRITZ, INC. 401(K) PLAN","001","1993-01-01","BRITZ, INC.",,,"3265 WEST FIGARDEN DRIVE",,"FRESNO","CA","93711",,,,,,,,,,,,,,,,,,"941116996","5594488000","111300","BRITZ, INC.",,"3265 WEST FIGARDEN DRIVE",,"FRESNO","CA","93711",,,,,,,"941116996","5594488000",,,,"2018-08-21T09:49:03-0500","DEXTER COBB","2018-08-21T09:49:03-0500","DEXTER COBB",,,324,276,3,47,326,0,326,326,0,,"2E2G2J2K3D2F2T",,"1","0","1","0","1","0","1","0","1","0","0","1","0","1","1","1","0","0","FILING_RECEIVED","2018-08-21","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,,,,,,,,,,,,,,,,,,271,,,,,,,,,,
"20180821095138P040147084881001","2017-02-01","2018-01-31","2",,"0","0","0","0","0","0","0","0","0",,"J.V. MANUFACTURING, INC. EMPLOYEE BENEFIT PLAN","502","1989-07-01","J.V. MANUFACTURING, INC.",,,"P.O. BOX 229",,"SPRINGDALE","AR","72765",,,,,,,,,,,,,,,,,,"710510476","4797517320","333200","J. V. MANUFACTURING, INC.",,"P.O. BOX 229",,"SPRINGDALE","AR","72765",,,,,,,"710510476","4797517320",,,,"2018-08-21T09:21:55-0500","GEORGEANN CRAIG",,,,,497,490,,,490,,490,,,,,"4A4B4D4E4H","1","0","0","1","1","0","0","1","0","0","0","0","0","1","3","0","0","0","FILING_RECEIVED","2018-08-21","Filed with authorized/valid electronic signature",,,,,,,,,,,,,,,,,,,,,,497,"2",,,,,,,,,
"20180821095213P040004277833001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"DON SERVICES, INC. 401(K) PROFIT SHARING PLAN","001","2014-01-01","DON SERVICES, INC.",,,"1929 E. WASHINGTON STREET",,"NEW CASTLE","PA","16101",,,,,,,,,,,,,,,,,,"331120614","7246525144","624100",,,,,,,,,,,,,,,,,,,,,,,,,448,435,0,68,503,0,503,300,47,,"2E2F2G2J2K2T3D",,"0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","1","0","0","FILING_RECEIVED","2018-08-21",,,,,,"1",,,,,,,,,,,,,,,,,414,,,,"2018-08-21T07:00:00-0500","CHRIS LLOYD",,,,,
"20180821095515P040132313031001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"DATA SOURCE, INC. 401(K) PLAN","001","1996-12-01","DATA SOURCE, INC.",,,"1400 UNIVERSAL AVENUE",,"KANSAS CITY","MO","641202140",,,,,,,,,,,,,,,,,,"363646384","8164833282","323100",,,,,,,,,,,,,,,,,,,,,,,,,116,91,0,13,104,0,104,87,11,,"2E2F2G2J2K2T3D",,"0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","1","1","0","FILING_RECEIVED","2018-08-21",,,,,,"1",,,,,,,,,,,,,,,,,104,,,,"2018-08-20T07:00:00-0500","MATT WILES",,"2018-08-20T07:00:00-0500","KENDRA K. WRIGHT",,
"20180821095525P040004278121001","2017-07-01","2018-06-30","2",,"0","0","0","0","0","0","0","0","0",,"JBH TECHNOLOGIES, INC. 401(K) PROFIT SHARING PLAN","002","2007-08-29","JBH TECHNOLOGIES, INC.",,,"PO BOX 2218",,"GLENVIEW","IL","600256218",,,,,,,"PO BOX 2218",,"GLENVIEW","IL","600256218",,,,,,,"364192471","8477291777","541990",,,,,,,,,,,,,,,,,,,"2018-08-21T09:55:02-0500","JOHN HEITMAN","2018-08-21T09:55:03-0500","JOHN HEITMAN",,,3,3,,,3,,3,3,,,"2J",,"1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","0","0","0","FILING_RECEIVED","2018-08-21","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,3,,,,,,,,,,
"20180821095629P030005482793001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"DOLLAR FINANCIAL GROUP RETIREMENT PLAN","001","1990-10-08","DOLLAR FINANCIAL GROUP, INC.",,,"74 E. SWEDESFORD ROAD",,"MALVERN","PA","19355",,,,,,,,,,,,,,,,,,"132997911","6102963400","522298",,,,,,,,,,,,,,,,,,,"2018-08-21T09:55:47-0500","SCOTT COHEN","2018-08-21T09:55:47-0500","SCOTT COHEN",,,1250,868,0,274,1142,2,1144,642,0,,"2E2F2H2J2K2S2T3D",,"0","0","1","0","0","0","1","0","1","0","0","1","0","0",,"1","1","0","FILING_RECEIVED","2018-08-21","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,994,,,,,,,,,,
"20180821095746P030133745015001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"JD BANK 401K PLAN","002","1994-01-01","JD BANK",,,"507 NORTH MAIN STREET",,"JENNINGS","LA","70546",,,,,,,"507 NORTH MAIN STREET",,"JENNINGS","LA","70546",,,,,,,"721176368","3378243424","522110",,,,,,,,,,,,,,,,,,,,,,,,,291,234,9,26,269,0,269,244,0,,"2E2F2G2J2K2O2T",,"0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","1","0","0","FILING_RECEIVED","2018-08-21",,,,,,"1",,,,,,,,,,,,,,,,,257,,,,"2018-08-20T07:00:00-0500","PAUL BRUMMETT",,"2018-08-20T07:00:00-0500","PAUL BRUMMETT",,
"20180821095823P040004278249001","2017-04-01","2018-03-31","2",,"0","0","0","0","0","0","0","0","0",,"VERTICAL BRIDGE MANAGEMENT, LLC HEALTH AND WELFARE PLAN","501","2014-03-01","VERTICAL BRIDGE MANAGEMENT, LLC",,,"750 PARK OF COMMERCE DRIVE","SUITE 200","BOCA RATON","FL","33487",,,,,,,,,,,,,,,,,,"352495267","5614064094","531390",,,,,,,,,,,,,,,,,,,,,,,,,126,150,0,0,150,,,,,,,"4A4B4D4E4F4H","1","0","0","1","1","0","0","1","0","0","0","0","0","1","4","0","0","0","FILING_RECEIVED","2018-08-21",,,,,,"1",,,,,,,,,,,,,,,,,125,"2",,,"2018-08-20T07:00:00-0500","KIMBERLEE STECK",,,,,
"20180821095954P040132324311001","2017-01-01","2017-12-31","2",,"0","0","0",,"0","1","0","0","0",,"ROYAL AIR FREIGHT, INC. 401(K) PLAN","001","1996-01-01","ROYAL AIR FREIGHT, INC.",,,"2141 AIRPORT ROAD",,"WATERFORD","MI","48327",,,,,,,,,,,,,,,,,,"382191197","2486663070","481000",,,,,,,,,,,,,,,,,,,"2018-08-21T05:59:35-0500","COURTNEY TEAGUE",,,,,74,70,0,8,78,0,78,51,1,,"2E2F2G2J2K2T3D",,,"0","1","0",,"0","1","0","1","0",,"0","1","0","0","0","0","0","FILING_RECEIVED","2018-08-21","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,67,,,,,,,,,,
"20180821100007P040004278425001","2017-04-01","2018-03-31","2",,,,,,,,,,,,"TIMMER CONSTRUCTION COMPANY PROFIT SHARING PLAN AND TRUST","001","1964-07-01","TIMMER CONSTRUCTION COMPANY",,,"30670 W. EIGHT MILE ROAD",,"FARMINGTON HILLS","MI","48336",,,,,,,,,,,,,,,,,,"381693666","2484789400","237990",,,,,,,,,,,,,,,,,,,"2018-08-14T14:51:06-0500","RUSSELL J. TIMMER","2018-08-14T14:51:19-0500","RUSSELL J. TIMMER",,,5,5,0,0,5,0,5,,0,,"2A2E3H",,,,"1",,,,"1",,"1",,,,"1",,,,,,"FILING_RECEIVED","2018-08-21","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,5,,,,,,,,,,
"20180821100031P030133750951001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"NEW YORK INDEPENDENT SYSTEM INC. 401(K) RETIREMENT PLAN","001","1999-12-01","NEW YORK INDEPENDENT SYSTEM OPERATO R INC",,,"10 KREY BOULEVARD",,"RENNSELAER","NY","12144",,,,,,,,,,,,,,,,,,"141815612","5183566298","541990",,,,,,,,,,,,,,,,,,,"2018-08-21T09:59:51-0500","CHERYL HUSSEY","2018-08-21T09:59:51-0500","CHERYL HUSSEY",,,658,555,2,119,676,0,676,676,6,,"2E2F2G2J2K2R2T2S",,"1","0","1","0","1","0","1","0","1","0","0","1","0","1","1","1","0","0","FILING_RECEIVED","2018-08-21","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,547,,,,,,,,,,
"20180821100037P030133751175001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"COMMUNITY RESOURCE CREDIT UNION 401(K) PLAN","002","1960-05-01","COMMUNITY RESOURCE CREDIT UNION",,,"2900 DECKER DR",,"BAYTOWN","TX","77520",,,,,,,,,,,,,,,,,,"741109927","2814223611","522130",,,,,,,,,,,,,,,,,,,,,,,,,163,133,2,27,162,0,162,123,7,,"2E2F2G2K2T2J3D",,"1","0","1","0","1","0","1","0","1","0","0","1","0","1","1","1","1","0","FILING_RECEIVED","2018-08-21",,,,,,"1",,,,,,,,,,,,,,,,,141,,,,"2018-08-15T23:00:00-0500","DAVID FRAZIER",,,,,
"20180821100120P040132327815001","2017-01-01","2017-12-31","2",,"0","0","0",,"0","1","0","0","0",,"WESTERN INDUSTRIES SAVINGS AND RETIREMENT PLAN","007","2007-09-14","WESTERN INDUSTRIES, INC.",,,"PO BOX 28",,"WATERTOWN","WI","530940028",,,,,,,"1141 S. TENTH STREET",,"WATERTOWN","WI","530940028",,,,,,,"390808688","9202610660","332900",,,,,,,,,,,,,,,,,,,"2018-08-21T06:00:06-0500","ROBERT DAVIS",,,,,31,23,0,10,33,0,33,30,0,,"2F2G2J2K2T3D3H",,,"0","1","0",,"0","1","0","1","0",,"0","1","0","0","0","1","0","FILING_RECEIVED","2018-08-21","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,22,,,,,,,,,,
"20180821100237P040132330887001","2017-05-01","2018-04-30","2",,"0","0","0","0","0","0","0","0","0",,"NEW LIFE MULTI-FAMILY MANAGEMENT, LLC COMPREHENSIVE HEALTH AND WELFARE BENEFITS PLAN","501","2012-05-01","NEW LIFE MULTI-FAMILY MANAGEMENT, LLC",,,"3601 WEST 76TH STREET, SUITE 200",,"EDINA","MN","55435",,,,,,,,,,,,,,,,,,"203460529","9522325150","531310",,,,,,,,,,,,,,,,,,,"2018-08-21T10:02:07-0500","DAVID BISHOP",,,,,163,169,0,0,169,,,,,,,"4A4B4D4F4H4L","1","0","0","1","1","0","0","1","0","0","0","0","0","1","7","0","0","0","FILING_RECEIVED","2018-08-21","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,163,"2",,,,,,,,,
"20180821100237P040132330919002","2017-01-01","2017-12-31","2",,,,,,,"1",,,,,"SUNDOWN RANCH, INC. 401(K) PLAN","001","1994-12-01","SUNDOWN RANCH, INC.",,,"1311 WEST IRVING BLVD.",,"IRVING","TX","75061",,,,,,,,,,,,,,,,,,"752195214","9722591678","621420",,,,,,,,,,,,,,,,,,,"2018-08-21T11:02:19-0500","PATRICIA MCGEE",,,,,124,107,0,19,126,0,126,76,5,,"2E2F2G2J2K2S2T3D3H2A",,"1",,"1",,"1",,"1",,"1",,,"1",,"1","1","1","1",,"FILING_RECEIVED","2018-08-21","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,107,,,,,,,,,,
"20180821132652P040005855813001","2017-01-01","2017-12-31","4","C","0","0","0","0","0","0","0","0","0",,"STATE STREET GLOBAL SMALL CAP EQUITY EX-U.S. INDEX NON-LENDING SERIES FUND CLASS A","294",,"STATE STREET GLOBAL ADVISORS TRUST COMPANY",,"ATTN- ANDREW ZNACZKO","CHANNEL CENTER","ONE IRON STREET","BOSTON","MA","02210",,,,,,,,,,,,,,,,,,"900337987","6176644051",,"STATE STREET GLOBAL ADVISORS TRUST COMPANY","ATTN- ANDREW ZNACZKO","CHANNEL CENTER","ONE IRON STREET","BOSTON","MA","02210",,,,,,,"814017137","6176644051","STATE STREET BANK AND TRUST COMPANY","900337987","294",,,,,"2018-08-21T13:26:50-0500","ANDREW ZNACZKO",,,,,0,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","FILING_RECEIVED","2018-08-21",,"Filed with authorized/valid electronic signature",,,,,,,,,,,,,,,,,,,,,,,,,,,"STATE STREET GLOBAL SMALL CAP EQUITY EX-U.S. INDEX NON-LENDING SERIES FUND CLASS A",,,,
"20180821132721P040147366113001","2017-01-01","2017-12-31","2",,,,,,,"1",,,,,"G. R. RUSH & COMPANY, PLLC 401(K) PROFIT SHARING P","001","2011-01-01","G. R. RUSH & COMPANY, PLLC",,,"5720 SKURLOCK ROAD, SUITE 8400",,"CHATTANOOGA","TN","374115517",,,,,,,"5720 SKURLOCK ROAD, SUITE 8400",,"CHATTANOOGA","TN","374115517",,,,,,,"274282217","4238995162","541219",,,,,,,,,,,,,,,,,,,"2018-08-21T06:44:39-0500","ROBERT L. WHITE",,,,,20,15,,4,19,,19,19,,,"2E2F2G2J2K",,"1",,"1",,"1",,"1",,"1",,,,"1","1","1",,,,"FILING_RECEIVED","2018-08-21","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,15,,,,,,,,,,
"20180821132721P040147366113002","2017-01-01","2017-12-31","1",,,,,,"1","1",,,,,"UNION INDIVIDUAL ACCOUNT RETIREMENT FUND","002","1978-06-05","THE BOARD OF TRUSTEES OF THE UNION INDIVIDUAL ACCOUNT RETIREMENT FUND",,,"12034 W. ADLER LANE",,"MILWAUKEE","WI","532141006",,,,,,,,,,,,,,,,,,"391318667","8002724248","236200",,,,,,,,,,,,,,,,,,,,,,,,,3749,3448,32,,3480,,3480,,,196,"2E",,"1",,"1",,,,"1",,,,,"1",,"1","1","1","1",,"FILING_RECEIVED","2018-08-21",,,,,,"1",,,,,,,,,,,,,,,,,3714,,,,"2018-08-21T07:00:00-0500","ANTHONY MAYRHOFER",,,,,
"20180821132726P040147366417002","2017-01-01","2017-12-31","2",,,,,,,,"1",,,,"O'CONNOR LAW GROUP EMPLOYEE PROFIT SHARING PLAN","001","2005-01-01","O'CONNOR LAW GROUP, LLC",,,"140 S. DEARBORN STREET, SUITE 320",,"CHICAGO","IL","606035236",,,,,,,"140 S. DEARBORN STREET, SUITE 320",,"CHICAGO","IL","606035236",,,,,,,"271252038","3122361814","541110",,,,,,,,,,,,,,,,,,,,,,,,,7,5,,2,7,,7,7,,,"2E2G3B3D",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-08-21",,,,,,"1",,,,,,,,,,,,,,,,,4,,,,"2018-08-20T07:00:00-0500","BRYAN J. O'CONNOR",,,,,
"20180821132726P040147366417004","2017-01-01","2017-12-31","2",,,,,,,"1",,,,,"NORTH CENTRAL NEUROLOGY ASSOCIATES, PC 401(K) PROF SHARING PLAN","001","2000-01-01","NORTH CENTRAL NEUROLOGY ASSOCIATES, PC",,,"1809 KRESS STREET",,"CULLMAN","AL","350581565",,,,,,,,,,,,,,,,,,"631231749","2567391210","621111",,,,,,,,,,,,,,,,,,,"2018-08-21T07:17:36-0500","CHRIS LAGANKE",,,,,27,22,1,2,25,0,25,25,0,,"2A2E2J2K3D",,,,"1",,,,"1",,"1",,,,"1",,,,,,"FILING_RECEIVED","2018-08-21","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,27,,,,,,,,,,
"20180821132726P040147366417001","2017-01-01","2017-12-31","2",,,,"1",,,,,,,,"HEIDEPRIEM & ASSOCIATES, LLC PROFIT SHARING PLAN","001","2009-01-01","HEIDEPRIEM & ASSOCIATES, LLC",,,"5600 WISCONSIN AVENUE","UNIT 1607","CHEVY CHASE","MD","20815",,,,,,,,,,,,,,,,,,"263128574","2028228060","541990",,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,1,0,,,"2A2E2G2J2R3B",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-08-21",,,,,,"1",,,,,,,,,,,,,,,,,0,,,,"2018-07-30T07:00:00-0500","NICOLETTE HEIDEPRIEM",,"2018-07-30T07:00:00-0500","NICOLETTE HEIDEPRIEM",,
