"20180718095036P040071097953001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"IAC/INTERACTIVECORP HEALTH AND WELFARE BENEFIT PLAN","502","1989-07-01","IAC/INTERACTIVECORP",,,"555 WEST 18TH STREET","9TH FLOOR","NEW YORK","NY","10011",,,,,,,,,,,,,,,,,,"592712887","2123147300","519100",,,,,,,,,,,,,,,,,,,"2018-07-18T09:49:52-0500","KRISTI MARCKESE",,,,,4125,4617,73,23,4713,,,,,,,"4A4B4D4E4F4H4L4Q","1","0","0","1","1","0","0","1","0","0","0","0","0","1","12","0","0","0","FILING_RECEIVED","2018-07-18","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,3993,"2",,,,,,,,,
"20180718095036P040065222551001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"GARY SMIGIEL, INC. 401(K) PLAN","002","2006-01-01","GARY SMIGIEL, INC.",,,"PO BOX 540669",,"LAKE WORTH","FL","334540669",,,,,,,,,,,,,,,,,,"650306019","5619683605","541110",,,,,,,,,,,,,,,,,,,"2018-07-18T09:50:19-0500","GARY SMIGIEL",,,,,1,1,0,0,1,0,1,1,0,,"2E2J2K3D",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-07-18","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,1,,,,,,,,,,
"20180718095051P030066107559001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"ENI USA R&M CO. INC. MONEY PURCHASE PLAN","003","2001-01-01","ENI USA R&M CO. INC.",,,"485 MADISON AVENUE",,"NEW YORK","NY","10022",,,,,,,,,,,,,,,,,,"133399679","6462642100","424700",,,,,,,,,,,,,,,,,,,"2018-07-18T05:50:40-0500","RINA MADIA",,,,,53,38,0,15,53,0,53,53,1,,"2F2G2T3D3H2C",,"0","0","1","0","0","0","1","0","1","0",,"0","1","0",,"0","1","0","FILING_RECEIVED","2018-07-18","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,36,,,,,,,,,,
"20180718095056P040065223319001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"WABCO EMPLOYEE BENEFIT PLAN","501","2008-01-01","WABCO HOLDINGS INC.",,,"2770 RESEARCH DRIVE",,"ROCHESTER HILLS","MI","48309",,,,,,,,,,,,,,,,,,"208481962","8437451696","333610",,,,,,,,,,,,,,,,,,,,,,,,,850,710,405,0,1115,,,,,,,"4A4B4D4E4H4L4Q","1","0","0","1","1","0","0","1","0","0","0","0","0","1","5","0","0","0","FILING_RECEIVED","2018-07-18",,,,,,"1",,,,,,,,,,,,,,,,,292,"2",,,"2018-07-16T07:00:00-0500","THOMAS WEHRMANN",,,,,
"20180718095056P040065223335001","2017-01-01","2017-12-08","2",,"0","0","1","1","0","1","0","0","0",,"ARCTIC CAT INC. RETIREMENT SAVINGS PLAN","001","1990-04-01","ARCTIC CAT, INC.",,,"601 BROOKS AVE. SOUTH",,"THIEF RIVER FALLS","MN","567010810",,,,,,,,,,,,,,,,,,"411443470","2186818558","336990",,,,,,,,,,,,,,,,,,,"2018-07-18T09:50:48-0500","RANDY TWISTOL","2018-07-18T09:50:48-0500","RANDY TWISTOL",,,2002,0,0,0,0,0,0,0,0,,"2E2J2A2G2K2F2T2S3D",,"1","0","1","0","1","0","1","0","1","0","0","1","0","1","1","1","0","0","FILING_RECEIVED","2018-07-18","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,1496,,,,,,,,,,
"20180718095115P030066108583001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"VESTA PARTNERS LLC INSURANCE (CIGNA)","504","2015-02-01","VESTA PARTNERS LLC",,,"300 FIRST STAMFORD PL",,"STAMFORD","CT","069026765",,,,,,,"300 FIRST STAMFORD PL",,"STAMFORD","CT","069026765",,,,,,,"260115092","2035170400","541511",,,,,,,,,,,,,,,,,,,"2018-07-18T09:50:27-0500","NICOLE KALISH",,,,,143,180,,,180,,180,,,,,"4Q","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2018-07-18","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,143,"2",,,,,,,,,
"20180718095152P040065224471001","2017-10-11","2017-12-31","2",,"1","0","0","1","0","1","0","0","0",,"GORILLA VENTURES CORPORATION","001","2017-10-11","GORILLA VENTURES CORPORATION",,,"7904 NORMA COURT",,"LEWIS CENTER","OH","43035",,,,,,,,,,,,,,,,,,"823038048","6144200697","621610",,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,1,1,,,"2E2F2G3D",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-07-18",,,,,,"1",,,,,,,,,,,,,,,,,1,,,,"2018-07-17T00:00:00-0500","JOHN PETER VALIULIS",,,,,
"20180718095200P030066110967001","2017-01-01","2017-12-31","2",,"1","0","0","0","0","0","0","0","0",,"MARK PARDO THE BARBER SHOP, INC. EMPLOYEE BENEFITS PLAN","501","2017-01-01","MARK PARDO THE BARBER SHOP, INC.",,,"1307 JUAN TABO NORTH EAST",,"ALBUQUERQUE","NM","87112",,,,,,,,,,,,,,,,,,"850388524","5053485653","812111",,,,,,,,,,,,,,,,,,,"2018-07-18T09:45:43-0500","LAURA VOTH",,,,,95,97,0,0,97,,,,,,,"4A4B4D4E4F4Q","1","0","0","0","1","0","0","0","0","0","0","0","0","1","7","0","0","0","FILING_RECEIVED","2018-07-18","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,95,"2",,,,,,,,,
"20180718095207P040034118575001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"FORT WALTON MACHINING EMPLOYEE BENEFITS PLAN","502","2012-01-01","FORT WALTON MACHINING",,,"43 JET DRIVE",,"FORT WALTON BEACH","FL","32548",,,,,,,,,,,,,,,,,,"592823872","8502449095","332700",,,,,,,,,,,,,,,,,,,"2018-07-18T09:51:43-0500","DENISE SETZER",,,,,111,117,0,5,122,,,,,,,"4A4B4D4E4F4H4Q","1","0","0","0","1","0","0","0","0","0","0","0","0","1","7","0","0","0","FILING_RECEIVED","2018-07-18","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,111,"2",,,,,,,,,
"20180718095217P030068181153001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"NAYLOR PIPE COMPANY SALARIED EMPLOYEES' STOCK OWNERSHIP PLAN","003","1986-01-01","NAYLOR PIPE COMPANY",,,"1230 E 92ND STREET",,"CHICAGO","IL","60619",,,,,,,,,,,,,,,,,,"361535410","7737219400","332900",,,,,,,,,,,,,,,,,,,"2018-07-18T09:50:14-0500","JOHN CZULNO",,,,,17,15,0,2,17,0,17,17,0,,"2I2P",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-07-18","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,15,,,,,,,,,,
"20180718095239P040034119759001","2017-01-01","2017-12-31","1",,"0","0","0","0","1","0","0","0","0",,"DECATUR AREA ROOFERS LOCAL 92 401K SALARY DEFERRAL & RETIREMENT PLAN","001","1995-06-01","UNITED UNION OF ROOFERS LOCAL 92",,,"234 W CERRO GORDO ST",,"DECATUR","IL","625222102",,,,,,,,,,,,,,,,,,"371344483","2174228953","238100","UNITED UNION OF ROOFERS LOCAL 92",,"234 W CERRO GORDO ST",,"DECATUR","IL","625222102",,,,,,,"371344483","2174228953",,,,"2018-07-18T09:47:48-0500","TED CLARK",,,,,66,55,10,0,65,0,65,65,0,3,"2E2F2G2J2T",,"1","0","1","0","1","0","1","0","1","0","0","0","1","1","1","0","1","0","FILING_RECEIVED","2018-07-18","Filed with authorized/valid electronic signature",,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,
"20180718095252P040071102417001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"WINTER SPORTS, INC. RETIREMENT PLAN & TRUST","001","1974-06-01","WINTER SPORTS, INC.",,,"P O BOX 1400",,"WHITEFISH","MT","59937",,,,,,,"3794 BIG MOUNTAIN ROAD",,"WHITEFISH","MT","59937",,,,,,,"810221770","4068622900","713900",,,,,,,,,,,,,,,,,,,"2018-07-18T05:50:27-0500","RANDY WHITLOCK",,,,,164,140,0,13,153,0,153,88,2,,"2E2F2G2J2K2T3D",,"0","0","1","0","0","0","1","0","1","0",,"1","0","0",,"1","1","0","FILING_RECEIVED","2018-07-18","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,152,,,,,,,,,,
"20180718095306P040071103025001","2017-01-01","2017-12-31","2",,,,"1",,,,,,,,"MONOGRAM RESIDENTIAL TRUST, INC.","501","2014-07-01","MONOGRAM RESIDENTIAL TRUST, INC.",,,"5800 GRANITE PARKWAY, SUITE 1000",,"PLANO","TX","75024",,,,,,,,,,,,,,,,,,"900996744","4692505456","531210",,,,,,,,,,,,,,,,,,,,,,,,,264,0,0,0,0,,,,,,,"4A4B4D4E4F4H4L","1",,,"1","1",,,"1",,,,,,"1","2",,,,"FILING_RECEIVED","2018-07-18",,,,,,"1",,,,,,,,,,,,,,,,,264,"2",,,"2018-07-17T03:00:00-0500","NELLCINE FORD",,,,,
"20180718095322P040071103569001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"CHITIMACHA EMPLOYEES GROUP DENTAL AND VISION PLAN","505","2015-01-01","CHITIMACHA TRIBE OF LOUISIANA",,,"P.O. BOX 661","155 CHITIMACHA LOOP","CHARENTON","LA","705230661",,,,,,,,,,,,,,,,,,"720705406","3379234973","813000",,,,,,,,,,,,,,,,,,,,,,,,,375,361,3,0,364,,,,,,,"4D4E","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2018-07-18",,,,,,"1",,,,,,,,,,,,,,,,,375,"2",,,"2018-07-17T07:00:00-0500","MELISSA DARDEN",,,,,
"20180718095333P040071103985001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"SIGN A RAMA, INC. HEALTH, AD & D, DENTAL AND LIFE INSURANCE PLAN","501","2006-01-01","SIGN A RAMA, INC.",,,"2121 VISTA PARKWAY",,"WEST PALM BEACH","FL","33411",,,,,,,,,,,,,,,,,,"581737365","5618686360","541990",,,,,,,,,,,,,,,,,,,"2018-07-18T05:00:21-0500","KAITLYN MILLS",,,,,111,132,0,0,132,0,,0,0,,,"4B4D4E4F4H4L","1","0","0","0","1","0","0","0","0","0","0","0","0","1","2","1","0","0","FILING_RECEIVED","2018-07-18","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,111,"2",,,,,,,,,
"20180718095333P030066116407001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"DIE-MATIC CORPORATION 401(K) PROFIT SHARING PLAN","002","1974-12-31","DIE-MATIC CORPORATION",,,"201 EASTVIEW DRIVE",,"BROOKLYN HEIGHTS","OH","44131",,,,,,,,,,,,,,,,,,"340825221","2167494656","332110","DIE-MATIC CORPORATION",,"201 EASTVIEW DRIVE",,"BROOKLYN HEIGHTS","OH","44131",,,,,,,"340825221","2167494656",,,,"2018-07-18T09:46:52-0500","JOHN GORMAN",,,,,103,82,0,26,108,0,108,73,0,,"2E2G2J3D",,"1","0","1","0","1","0","1","0","1","0","0","1","0","1","1","1","1","0","FILING_RECEIVED","2018-07-18","Filed with authorized/valid electronic signature",,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,
"20180718101554P040042822285005","2017-01-01","2017-12-31","2",,,,,,,,,,,,"SEALE HARRIS CLINIC, PC 401(K) PROFIT SHARING PLAN","001","2006-01-01","SEALE HARRIS CLINIC, PC",,,"805 ST. VINCENT'S DRIVE SUITE 510",,"BIRMINGHAM","AL","352051641",,,,,,,,,,,,,,,,,,"630718298","2055955504","621111",,,,,,,,,,,,,,,,,,,"2018-07-18T05:06:35-0500","ALBERTO COUTOUMANOS",,,,,73,55,0,21,76,1,77,71,,,"2E2G2J3D",,,,"1",,,,"1",,"1",,,,"1",,,,,,"FILING_RECEIVED","2018-07-18","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,63,,,,,,,,,,
"20180718101554P040042822285002","2017-01-01","2017-12-31","2",,,,,,,,,,,,"LEADER BANK, NA VISION PLAN","502","2016-01-01","LEADER BANK, NA",,,"180 MASSCHUSETTS AVENUE",,"ARLINGTON","MA","02474",,,,,,,,,,,,,,,,,,"043557920","7816417555","522120",,,,,,,,,,,,,,,,,,,,,,,,,138,141,,,141,,,,,,,"4E","1",,,,"1",,,,,,,,,"1","1",,,,"FILING_RECEIVED","2018-07-18",,,,,,"1",,,,,,,,,,,,,,,,,138,"2",,,"2018-07-13T07:00:00-0500","JOHN FANCIULLO",,,,,
"20180718101554P040042822285003","2017-01-01","2017-12-31","2",,,,,,,,,,,,"UTILITIES EQUIPMENT & SUPPLY COMPANY PROFIT SHARING PLAN & TRUST","001","1990-01-01","UTILITIES EQUIPMENT & SUPPLY CO",,,"645 SOUTH GREEN",,"SOUTH EUCLID","OH","441212820",,,,,,,,,,,,,,,,,,"340761001","2163818100","237990",,,,,,,,,,,,,,,,,,,"2018-05-23T04:54:48-0500","RICHARD DOLCIATO","2018-05-23T04:54:48-0500","RICHARD DOLCIATO",,,4,4,,,4,,4,4,,,"2E",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-07-18","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,4,,,,,,,,,,
"20180718101634P030028504479001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"FUTREN CORPORATION 401K PLAN","001","1996-01-01","FUTREN CORPORATION",,,"1985 NORTH PARK PLACE",,"ATLANTA","GA","30339",,,,,,,,,,,,,,,,,,"581110981","7709531225","722300",,,,,,,,,,,,,,,,,,,"2018-07-18T10:13:38-0500","STEPHEN M. RHODEN",,,,,118,117,0,6,123,0,123,45,0,,"2E2F2G2J2T3D3H",,"1","0","1","0","1","0","1","0","1","0","0","1","0","1","1","1","1","0","FILING_RECEIVED","2018-07-18","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,111,,,,,,,,,,
"20180718101648P030049671197001","2017-01-01","2017-12-31","2",,"0",,"0","0","1",,,,,,"AMERICAN EXCELSIOR COMPANY 401(K) SAVINGS PLAN","003","1996-10-01","AMERICAN EXCELSIOR COMPANY",,,"850 AVENUE H E",,"ARLINGTON","TX","760117720",,,,,,,,,,,,,,,,,,"751492124","8173853500","321900",,,,,,,,,,,,,,,,,,,"2018-07-18T10:16:43-0500","TODD EBLEN","2018-07-18T10:16:43-0500","TODD EBLEN",,,440,395,0,76,471,1,472,379,50,,"2E2G2J2K2T",,"1",,"1",,"1",,"1",,"1","0","0","1","0","1","2","1","1","0","FILING_RECEIVED","2018-07-18","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,375,,,,,,,,,,
"20180718101728P040034159711001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"WHITTIER COLLEGE A CORP","501","1954-11-10","WHITTIER COLLEGE A CORP",,,"P.O. BOX 634","13406 PHILADELPHIA STREET","WHITTIER","CA","906080634",,,,,,,,,,,,,,,,,,"951644048","5629074208","611000",,,,,,,,,,,,,,,,,,,,,,,,,455,400,17,0,417,,,,,,,"4A4B4D4E4F4G4H4L","1","0","0","1","1","0","0","1","0","0","0","0","0","1","10","0","0","0","FILING_RECEIVED","2018-07-18",,,,,,"1",,,,,,,,,,,,,,,,,445,"2",,,"2018-07-10T07:00:00-0500","JAMES DUNKELMAN",,,,,
"20180718101743P030068234001001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"ADVANCED HEART & LUNG SURGEONS, INC. 401(K) PROFIT SHARING PLAN","001","2003-08-30","ADVANCED HEART & LUNG SURGEONS, INC.",,,"2200 PHILADELPHIA DRIVE","SUITE #301","DAYTON","OH","45406",,,,,,,,,,,,,,,,,,"311328682","9372799777","621111",,,,,,,,,,,,,,,,,,,"2018-07-18T06:17:21-0500","PETE WALESKOWSKI",,,,,8,5,0,2,7,0,7,7,0,,"2A2E2F2G2J2K2T3D",,"0","0","1","0","0","0","1","0","1","0",,"0","1","0",,"0","0","0","FILING_RECEIVED","2018-07-18","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,5,,,,,,,,,,
"20180718101759P030068234721001","2017-01-01","2017-12-31","2",,,,,,,,,,,,"HOMETOWN PHARMACY HEALTH INSURANCE PLAN","501","1995-01-01","HOMETOWN PHARMACY, INC.",,,"60 EAST 82ND STREET",,"NEWAYGO","MI","49337",,,,,,,,,,,,,,,,,,"383219317","2316527810","446110",,,,,,,,,,,,,,,,,,,,,,,,,177,187,4,0,191,,,,,,,"4A4B4D4E4F4H4L","1",,,"1","1",,,"1",,,,,,"1","2",,,,"FILING_RECEIVED","2018-07-18",,,,,,"1",,,,,,,,,,,,,,,,,177,"2",,,"2018-07-17T03:00:00-0500","ANNA REED",,,,,
"20180718101859P040071146369001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"RETIREMENT PLAN FOR CHOWAN UNIVERSITY","001","1980-01-01","CHOWAN UNIVERSITY",,,"1 UNIVERSITY PLACE",,"MURFREESBORO","NC","27855",,,,,,,,,,,,,,,,,,"560554199","2523986250","611000",,,,,,,,,,,,,,,,,,,,,,,,,518,228,13,292,533,1,534,,27,,"2G2L2M",,"1","0","1","0","1","0","1","0","1","0","0","1","0","1","1","1","1","0","FILING_RECEIVED","2018-07-18",,,,,,"1",,,,,,,,,,,,,,,,,225,,,,"2018-07-17T07:00:00-0500","TIMOTHY J. STEINROCK",,,,,
"20180718101908P040071146641001","2017-01-01","2017-12-31","2",,"1","0","0","0","0","0","0","0","0",,"CLINTON SALLEE 401(K) PROFIT SHARING PLAN","001","2016-01-04","CLINTON SALLEE, SOLE PROPRIETOR","GLENDIVE PLUMBING AND HEATING","CLINT SALLEE","316 LINDEN AVE",,"GLENDIVE","MT","593303031",,,,,,,"316 LINDEN AVE",,"GLENDIVE","MT","593303031",,,,,,,"810401726","4069390298","238220",,,,,,,,,,,,,,,,,,,"2018-07-17T12:34:17-0500","CLINTON SALLEE","2018-07-17T12:34:17-0500","CLINTON SALLEE",,,1,1,,,1,,1,,,,"2E",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-07-18","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,1,"2",,,,,,,,,
