"20180806120021P040103471527002","2017-01-01","2017-12-31","2",,,,,,,"1",,,,,"MARY FREE BED REHABILITATION HOSPITAL FLEXIBLE BENEFITS PLAN","504","1989-04-01","MARY FREE BED HOSPITAL AND REHABILITATION CENTER",,,"235 WEALTHY SE",,"GRAND RAPIDS","MI","49503",,,,,,,,,,,,,,,,,,"381359265","6168408361","622000",,,,,,,,,,,,,,,,,,,,,,,,,90,131,,,131,,,,,,,"4Q",,,,"1",,,,"1",,,,,,,,,,,"FILING_RECEIVED","2018-08-06",,,,,,"1",,,,,,,,,,,,,,,,,90,"2",,,"2018-07-27T07:00:00-0500","KAREN POWELL",,"2018-07-27T07:00:00-0500","HAYLEY VAN HECK",,
"20180806120042P030047460975001","2017-01-01","2017-12-31","2",,,,,,,"1",,,,,"SUFFOLK UNIVERSITY HEALTH AND WELFARE BENEFIT PLAN","504","1972-05-01","SUFFOLK UNIVERSITY",,,"8 ASHBURTON PLACE",,"BOSTON","MA","02108",,,,,,,,,,,,,,,,,,"042133255","6175738415","611000",,,,,,,,,,,,,,,,,,,,,,,,,1011,936,15,0,951,,,,,,,"4A4B4D4H4L4Q","1",,,"1","1",,,"1",,,,,,"1","2",,,,"FILING_RECEIVED","2018-08-06",,,,,,"1",,,,,,,,,,,,,,,,,1000,"2",,,"2018-08-03T03:00:00-0500","LAURA SANDER",,,,,
"20180806120056P030047461535001","2017-01-01","2017-12-31","2",,,,,,,"1",,,,,"SUFFOLK UNIVERSITY RETIREE HEALTH PLAN","601","2011-01-01","SUFFOLK UNIVERSITY",,,"8 ASHBURTON PLACE",,"BOSTON","MA","02108",,,,,,,,,,,,,,,,,,"042133255","6175738415","611000",,,,,,,,,,,,,,,,,,,,,,,,,105,105,0,0,105,,,,,,,"4A","1",,,,"1",,,,,,,,,"1","2",,,,"FILING_RECEIVED","2018-08-06",,,,,,"1",,,,,,,,,,,,,,,,,105,"2",,,"2018-07-25T03:00:00-0500","LAURA SANDER",,,,,
"20180806120130P030047462447001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"CSE, INC. PROFIT SHARING 401(K) PLAN","001","1976-01-01","CSE, INC.",,,"PO BOX 1030","153 OLD RAGLAND ROAD","MADISON HEIGHTS","VA","245721030",,,,,,,,,,,,,,,,,,"540858951","8048457536","238900",,,,,,,,,,,,,,,,,,,"2018-08-06T11:56:33-0500","GARY THACKER",,,,,241,171,25,24,220,0,220,205,37,,"2E2F2G2J2K2S2T3D3H",,"0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","1","1","0","FILING_RECEIVED","2018-08-06","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,185,,,,,,,,,,
"20180806120202P030047463343001","2017-01-01","2017-12-31","2",,,,,,,"1","1",,,,"HIGH HEAVEN TIMBERLANDS, INC. PROFIT SHARING PLAN","002","1992-01-01","HIGH HEAVEN TIMBERLANDS, INC.",,"DANIEL L. GRIMM","967 GOUCHER STREET",,"MCMINNVILLE","OR","97128",,,,,,,,,,,,,,,,,,"930766369","5034724802","113310","HIGH HEAVEN TIMBERLANDS, INC.","DANIEL L. GRIMM","967 GOUCHER STREET",,"MCMINNVILLE","OR","97128",,,,,,,"930766369","5034724802",,,,"2018-08-06T11:24:26-0500","DANIEL L. GRIMM",,,,,2,2,,,2,,2,2,,,"2E",,,,"1",,,,"1",,,,,,"1","1","1",,,,"FILING_RECEIVED","2018-08-06","Filed with authorized/valid electronic signature",,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
"20180806230008P040104436103001","2017-01-01","2017-12-31","2",,,,,,,"1",,,,,"BENBOW GROUP, INC. PROFIT SHARING PLAN","001","2007-10-09","BENBOW GROUP, INC.",,,"416 S FAIRVIEW ST",,"BURBANK","CA","91505",,,,,,,,,,,,,,,,,,"371526277","8183002907","517000",,,,,,,,,,,,,,,,,,,"2018-08-06T23:59:49-0500","JENNIFER J. BENBOW",,,,,2,2,0,0,2,0,2,0,0,,"2E2G3D3H",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-08-07","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,2,,,,,,,,,,
"20180806120212P040004618709001","2017-02-01","2018-01-31","2",,"0","0","0","0","0","0","0","0","0",,"LA-RFMBG LINCOLNSHIRE LLC WELFARE BENEFIT PLAN","502","2016-02-01","LA-RFMBG LINCOLNSHIRE LLC","MARRIOTT LINCOLNSHIRE",,"10 MARRIOTT DR",,"LINCOLNSHIRE","IL","600693700",,,,,,,"10 MARRIOTT DR",,"LINCOLNSHIRE","IL","600693700",,,,,,,"371794875","8476340100","721110",,,,,,,,,,,,,,,,,,,"2018-08-03T14:06:39-0500","MICHAEL YANECK",,,,,154,148,,,148,,148,,,,,"4A","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2018-08-06","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,154,"2",,,,,,,,,
"20180806120417P030079941117001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"BIOELECTRON TECHNOLOGY CORPORATION 401(K) PLAN","001","2007-01-01","BIOELECTRON TECHNOLOGY CORPORATION",,,"350 N. BERNARDO AVE",,"MOUNTAIN VIEW","CA","94043",,,,,,,,,,,,,,,,,,"364569661","6506419207","325410",,,,,,,,,,,,,,,,,"364569661","001","2018-08-06T08:01:55-0500","BERNADETE MACEDO",,,,,78,84,0,14,98,0,98,86,0,,"2F2G2J2T3D",,"0","0","1","0","0","0","1","0","1","0",,"0","1","0","0","0","0","0","FILING_RECEIVED","2018-08-06","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,70,,,,,,"EDISON PHARMACEUTICALS, INC., 401(K) PLAN",,,,
"20180806120704P040114823521001","2017-01-01","2017-12-31","3",,"0","0","0","0","0","1","0","0","0",,"MAC PAPERS, INC. 401(K) PROFIT SHARING PLAN","001","1996-01-01","MAC PAPERS, INC.",,,"3300 PHILLIPS HIGHWAY, US #1 SOUTH",,"JACKSONVILLE","FL","32247",,,,,,,,,,,,,,,,,,"591059698","9043483384","322100",,,,,,,,,,,,,,,,,,,"2018-08-06T12:05:59-0500","KATHLEEN M WENTWORTH","2018-08-06T12:05:59-0500","KATHLEEN M WENTWORTH",,,1018,941,0,55,996,3,999,812,0,,"2E2F2G2J2K2S2T3D",,"0","0","1","0","0","0","1","0","1","0","0","1","0","0",,"1","1","0","FILING_RECEIVED","2018-08-06","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,972,,,,,,,,,,
"20180806120723P040103489239001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"J.A. MARKETING, INC. 401(K) PROFIT SHARING PLAN","001","1980-06-01","J.A. MARKETING, INC.",,,"18160 COTTONWOOD ROAD",,"SUN RIVER","OR","97707",,,,,,,,,,,,,,,,,,"930764667","5415938113","445110",,,,,,,,,,,,,,,,,,,,,,,,,40,28,0,8,36,0,36,35,5,,"2E2H2J2K3D",,,,"1",,,,"1",,"1",,,,"1",,,,,,"FILING_RECEIVED","2018-08-06",,,,,,"1",,,,,,,,,,,,,,,,,34,,,,"2018-07-30T07:00:00-0500","JOHN AUDIA",,"2018-07-30T07:00:00-0500","JOHN AUDIA",,
"20180806121033P030079954413001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"CHEMTECH SUPPLY INC 401(K) PROFIT SHARING PLAN & TRUST","001","2009-01-01","CHEMTECH SUPPLY INC",,,"1905 S MCDONALD STE 8",,"MESA","AZ","85210",,,,,,,,,,,,,,,,,,"860626130","4808337578","452900",,,,,,,,,,,,,,,,,,,"2018-08-06T00:10:29-0500","JACK MCCLURE",,,,,6,5,0,1,6,0,6,4,0,,"2E2F2G2J2K2R2T3D",,"0","0","1","0","0","0","1","0","1",,,"0","1","0","0","0","0",,"FILING_RECEIVED","2018-08-06","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,6,,,,,,,,,,
"20180806121624P030105328839001","2017-01-01","2017-12-31","2",,,,,,,"1",,,,,"CENTERVILLE CLINICS, INC. 401(K) PLAN","003","2014-09-01","CENTERVILLE CLINICS, INC.",,,"1070 OLD NATIONAL PIKE RD.",,"FREDERICKTOWN","PA","153338906",,,,,,,,,,,,,,,,,,"251008110","7246326801","621498",,,,,,,,,,,,,,,,,,,"2018-08-03T14:27:25-0500","BARRY NICCOLAI","2018-08-06T13:16:19-0500","PATRICIA MARTOS",,,280,223,0,70,293,0,293,276,8,,"2E2G2J2K3D2S2T",,,,"1",,,,"1",,"1",,,"1",,,,"1","1",,"FILING_RECEIVED","2018-08-06","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,214,,,,,,,,,,
"20180806121644P040114836513001","2017-01-01","2017-12-31","2",,"0",,"0","0","0","1",,,,,"SYSMEX AMERICA, INC. PROFIT SHARING AND 401(K) PLAN","001","1989-04-01","SYSMEX AMERICA INC",,,"577 APTAKISIC ROAD",,"LINCOLNSHIRE","IL","600694325",,,,,,,,,,,,,,,,,,"364139882","2245439500","339110",,,,,,,,,,,,,,,,,,,"2018-08-06T12:16:37-0500","KAREN STONEMAN","2018-08-06T12:16:37-0500","KAREN STONEMAN",,,1076,956,0,150,1106,2,1108,1106,16,,"2E2F2G2J2K2S2T3D3H",,,,"1",,,,"1",,"1","0","0","1","0","0",,"1","1","0","FILING_RECEIVED","2018-08-06","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,900,,,,,,,,,,
"20180827094801P040101560781001","2017-01-01","2017-12-31","4","C","0","0","0","0","0","0","0","0","0",,"STATE STREET U.S. REIT INDEX NON-LENDING COMMON TRUST FUND","001",,"STATE STREET GLOBAL ADVISORS TRUST COMPANY",,"ATTN- ANDREW ZNACZKO","CHANNEL CENTER","ONE IRON STREET","BOSTON","MA","02210",,,,,,,,,,,,,,,,,,"046903137","6176644051",,"STATE STREET GLOBAL ADVISORS TRUST COMPANY","ATTN- ANDREW ZNACZKO","CHANNEL CENTER","ONE IRON STREET","BOSTON","MA","02210",,,,,,,"814017137","6176644051","STATE STREET BANK AND TRUST COMPANY","046903137","001",,,,,"2018-08-27T09:47:59-0500","ANDREW ZNACZKO",,,,,0,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","FILING_RECEIVED","2018-08-27",,"Filed with authorized/valid electronic signature",,,,,,,,,,,,,,,,,,,,,,,,,,,"STATE STREET U.S. REIT INDEX NON-LENDING COMMON TRUST FUND",,,,
"20180827094942P040064923695001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"MERRILL LYNCH DEATH BENEFIT PLAN","509","2006-05-01","MERRILL LYNCH PIERCE FENNER & SMITH INC.",,,"1600 AMERICAN BLVD, NJ2-600-03-35",,"PENNINGTON","NJ","08534",,,,,,,,,,,,,,,,,,"135674085","6092740114","523110","BANK OF AMERICA CORPORATION CORPORATE BENEFITS COMMITTEE",,"1600 AMERICAN BLVD, NJ2-600-03-35",,"PENNINGTON","NJ","08534",,,,,,,"560906609","8004575700",,,,"2018-08-27T09:49:17-0500","JAMES V. HUFFMAN JR.","2018-08-27T09:49:17-0500","JAMES V. HUFFMAN JR.",,,10604,10668,,,10668,,,,,,,"4L","0","0","0","1","0","0","0","1","0","0","0","0","0","0",,"0","0","0","FILING_RECEIVED","2018-08-27","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,,,,,,,,,,,,,,,,,,10604,"2",,,,,,,,,
"20180827095010P040101564797001","2017-01-01","2017-12-31","2",,,,"1",,,"1",,,,,"THE KEMTAH GROUP, INC. WELFARE BENEFIT PLAN","501","1995-04-01","THE KEMTAH GROUP, INC.",,,"7601 JEFFERSON STREET NE, SUITE 120",,"ALBUQUERQUE","NM","87109",,,,,,,,,,,,,,,,,,"850356242","5053464900","541513",,,,,,,,,,,,,,,,,,,,,,,,,572,0,0,0,0,,,,,,,"4A4B4D4E4F4H4L4Q","1",,,"1","1",,,"1",,,,,,"1","2",,,,"FILING_RECEIVED","2018-08-27",,,,,,"1",,,,,,,,,,,,,,,,,569,"2",,,"2018-08-27T03:00:00-0500","KELLY BOATENHAMMER",,,,,
"20180827095019P030145240599001","2017-01-01","2017-12-31","2",,"0","0","1","0","0","1","0","0","0",,"SPECIAL METALS, INC. 401(K) PLAN","001","2004-01-01","SPECIAL METALS, INC.",,"MIKE POTTS","2009 SOUTH BROADWAY AVENUE",,"MOORE","OK","73160",,,,,,,,,,,,,,,,,,"731244740","4057038010","423500",,,,,,,,,,,,,,,,,,,"2018-08-27T05:47:53-0500","KIMBERLY COLLIE",,,,,67,0,0,0,0,0,0,0,0,,"2E2F2G2J2K2T3D3H",,"0","0","1","0","0","0","1","0","1","0",,"0","1","0",,"0","0","0","FILING_RECEIVED","2018-08-27","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,59,,,,,,,,,,
"20180827095252P040101570269001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","1","0","0",,"JEFFREY L. WALKER CPA SAFE-HARBOR 401K PLAN","001","2000-01-01","JEFFREY L. WALKER CPA",,,"60 LAKEVIEW DR STE 1",,"PADUCAH","KY","420015633",,,,,,,"60 LAKEVIEW DR STE 1",,"PADUCAH","KY","420015633",,,,,,,"611329574","2705549190","541211",,,,,,,,,,,,,,,,,,,"2018-08-27T09:52:24-0500","JEFFREY WALKER","2018-08-27T09:52:24-0500","JEFFREY WALKER",,,7,4,0,3,7,,7,7,,,"2G2J3B3E",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-08-27","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,5,,,,,,,,,,
"20180827095316P030145247031001","2017-01-01","2017-12-31","2",,"0","0","0",,"0","1","0","0","0",,"NORTHWOOD INVESTMENTS CORP 401(K) PROFIT SHARING PLAN","001","1998-07-26","NORTHWOOD MANUFACTURING",,,"P.O. BOX 3359",,"LA GRANDE","OR","97850",,,,,,,"59948 DOWNS ROAD",,"LA GRANDE","OR","97850",,,,,,,"931180082","5419626274","336210",,,,,,,,,,,,,,,,,,,"2018-08-27T05:46:38-0500","CERISE SMALLWOOD",,,,,476,360,2,85,447,1,448,430,66,,"2E2F2G2J2K2S2T3D",,,"0","1","0",,"0","1","0","1","0",,"1","0","0","0","1","0","0","FILING_RECEIVED","2018-08-27","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,386,,,,,,,,,,
"20180827095431P030145249927001","2017-03-01","2018-02-28","2",,"0",,"0","0","0",,,,,,"ADVANCE MECHANICAL SYSTEMS, INC. EMPLOYEE STOCK OWNERSHIP PLAN","003","1988-03-01","ADVANCE MECHANICAL SYSTEMS INC",,,"425 E ALGONQUIN RD",,"ARLINGTON HEIGHTS","IL","600054620",,,,,,,,,,,,,,,,,,"360707980","8475932510","238220",,,,,,,,,,,,,,,,,,,"2018-08-27T09:54:26-0500","DAVID WEINER","2018-08-27T09:54:26-0500","DAVID WEINER",,,69,42,4,18,64,0,64,64,1,,"2I2O2Q3I",,,,"1",,,,"1",,"1","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-08-27","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,44,,,,,,,,,,
"20180827095449P040101573709001","2017-04-01","2017-12-31","2",,"1","0","0","1","0","1","0","0","0",,"SKYWATER TECHNOLOGY FOUNDRY, INC. 401(K) PLAN","001","2017-04-01","SKYWATER TECHNOLOGY FOUNDRY, INC.",,,"2401 EAST 86TH STREET",,"BLOOMINGTON","MN","55425",,,,,,,,,,,,,,,,,,"814306229","9528515200","334410",,,,,,,,,,,,,,,,,,,"2018-08-27T09:53:48-0500","CASEY SARVER","2018-08-27T09:53:48-0500","CASEY SARVER",,,346,372,0,17,389,0,389,348,0,,"2E2F2G2J2K2S2T3D3F3H",,"1","0","1","0","1","0","1","0","1","0","0","1","0","1","1","1","1","0","FILING_RECEIVED","2018-08-27","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,346,,,,,,,,,,
"20180827095611P040101576173001","2017-01-01","2017-12-31","2",,"0","0","0",,"0","1","0","0","0",,"THE PROVIDENT LOAN SOCIETY OF NEW YORK 401(K) PLAN","002","2004-06-01","PROVIDENT LOAN SOCIETY OF NEW YORK",,,"346 PARK AVENUE SOUTH",,"NEW YORK","NY","10010",,,,,,,,,,,,,,,,,,"135585375","2126850380","522298",,,,,,,,,,,,,,,,,,,"2018-08-27T05:55:58-0500","KEVIN KING",,,,,34,33,0,7,40,0,40,30,1,,"2A2E2F2G2J2T3D",,,"0","1","0",,"0","1","0","1","0",,"0","1","0","0","0","0","0","FILING_RECEIVED","2018-08-27","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,28,,,,,,,,,,
"20180827095625P040101576717001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"DGE III MANAGEMENT, LLC 401(K) PLAN","001","2006-01-01","DGE III MANAGEMENT, LLC",,,"738 HIGHWAY 6 S","SUITE 800","HOUSTON","TX","77079",,,,,,,,,,,,,,,,,,"471245100","2815960933","211110",,,,,,,,,,,,,,,,,,,"2018-08-27T05:54:44-0500","ERIN AL-SALMAN",,,,,46,49,0,5,54,0,54,54,0,,"2E2F2G2J2K2T3D",,"0","0","1","0","0","0","1","0","1","0",,"0","1","0","0","0","0","0","FILING_RECEIVED","2018-08-27","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,41,,,,,,,,,,
"20180827095700P040101577741001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"BON WORTH, INC. 401(K) PLAN","001","1994-04-01","BON WORTH, INC.",,,"40 FRANCIS RD",,"HENDERSONVILLE","NC","28792",,,,,,,,,,,,,,,,,,"560963664","8286972216","448120",,,,,,,,,,,,,,,,,,,"2018-08-27T09:56:32-0500","SANDY VITELLA",,,,,545,374,0,132,506,0,506,378,55,,"2E2F2G2J2K2S2T3D",,"0","0","1","0","0","0","1","0","1","0","0","1","0","0",,"1","1","0","FILING_RECEIVED","2018-08-27","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,415,,,,,,,,,,
"20180827095715P040161798257001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"GAGE MARKETING GROUP, LLC EMPLOYEES SAVINGS AND INVESTMENT PLAN","001","1992-01-01","GAGE MARKETING GROUP, LLC",,,"10000 HIGHWAY 55",,"PLYMOUTH","MN","55441",,,,,,,,,,,,,,,,,,"411897825","7635953800","541990",,,,,,,,,,,,,,,,,,,"2018-08-27T05:55:30-0500","JEFF SCHUTT",,,,,130,35,1,86,122,0,122,122,6,,"2F2G2J2K2S2T3D",,"0","0","1","0","0","0","1","0","1","0",,"1","0","0",,"1","1","0","FILING_RECEIVED","2018-08-27","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,44,,,,,,,,,,
"20180827095921P040006427845001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"ICS 401(K) PROFIT SHARING PLAN","001","2005-01-01","ICS, INC.",,,"ONE COMPONENT PARK",,"WEST BRIDGEWATER","MA","02379",,,,,,,,,,,,,,,,,,"061682661","7818852816","561900",,,,,,,,,,,,,,,,,,,"2018-08-27T05:59:02-0500","THERESA CONNER",,,,,98,35,0,6,41,0,41,16,0,,"2E2F2G2J2K2T3D",,"0","0","1","0","0","0","1","0","1","0",,"0","1","0","0","0","0","0","FILING_RECEIVED","2018-08-27","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,93,,,,,,,,,,
