"20180730153946P040003986629001","2017-01-01","2017-12-31","2",,"0","0","0",,"0","1","0","0","0",,"HEICO SAVINGS AND INVESTMENT PLAN","001","1985-01-01","HEICO CORPORATION",,,"3000 TAFT STREET",,"HOLLYWOOD","FL","33021",,,,,,,,,,,,,,,,,,"650341002","9549874000","336410",,,,,,,,,,,,,,,,,,,"2018-07-30T11:39:18-0500","CARLOS MACAU",,,,,4243,3523,26,905,4454,2,4456,4359,256,,"2E2F2H2J2K2P2S2T3H3I",,,"0","1","0",,"0","1","0","1","0",,"1","0","0","0","1","1","0","FILING_RECEIVED","2018-07-30","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,3407,,,,,,,,,,
"20180814131202P030120297479001","2017-01-01","2017-12-31","2",,,"1",,,,,,,,,"PHILLIP T. THONG AN ACCOUNTANCY CORPORATION RETIREMENT PLAN","002","2003-01-01","PHILLIP T. THONG AN ACCOUNTANCY",,,"8450 GARVEY AVE SUITE 200",,"ROSEMEAD","CA","91770",,,,,,,,,,,,,,,,,,"954409172","6262272888","541211","PHILLIP T. THONG",,"8450 GARVEY AVE SUITE 200",,"ROSEMEAD","CA","91770",,,,,,,"954409172","6262272888",,,,"2018-08-14T11:48:39-0500","PHILLIP T. THONG",,,,,0,,,,0,,0,,,,"2E",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-08-14","Filed with authorized/valid electronic signature",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20180814131202P030120297479002","2017-01-01","2017-12-31","2",,,,,,"1","1",,,,,"RUTGERS COUNCIL OF AAUP CHAPTERS 401K PLAN","001","1999-01-01","RUTGERS COUNCIL OF AAUP CHAPTERS",,,"11 STONE STREET",,"NEW BRUNSWICK","NJ","089011113",,,,,,,,,,,,,,,,,,"222956199","7329641000","611000",,,,,,,,,,,,,,,,,,,"2018-08-14T11:37:38-0500","PATRICK NOWLAN",,,,,21,16,,4,20,,20,22,,,"2E2J",,,,"1",,"1",,"1",,,,,,"1","1","2","1","1",,"FILING_RECEIVED","2018-08-14","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,15,,,,,,,,,,
"20180814131233P030120298279001","2017-01-01","2017-12-31","2",,"0","0","1","0","0","1","0","0","0",,"DANLAW, INC. EMPLOYEE BENEFITS GROUP LIFE AND DISABILITY PLAN","503","2013-01-01","DANLAW INC.",,,"41131 VINCENTI COURT",,"NOVI","MI","48375",,,,,,,,,,,,,,,,,,"382495987","2484765571","541330",,,,,,,,,,,,,,,,,,,"2018-08-14T13:11:54-0500","DEBRA J. SCHIBY",,,,,204,0,0,0,0,,,,,,,"4B4F4H","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2018-08-14","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,204,"2",,,,,,,,,
"20180814131234P030120298295001","2001-01-01","2001-12-31","2",,"0","0","0","0","0","0","0","1","0",,"SHENANDOAH VALLEY MEDICAL SYSTEM, INC. WELFARE BENEFIT PLAN","501","1991-07-01","SHENANDOAH VALLEY MEDICAL SYSTEM, INC.",,,"99 TAVERN ROAD",,"MARTINSBURG","WV","25401",,,,,,,,,,,,,,,,,,"550563741","3042634999","813000",,,,,,,,,,,,,,,,,,,,,,,,,103,111,,,111,,,,,,,"4A4B4D4E4F4H","1","0","0","0","1","0","0","0","0","0","0","0","0","0",,"0","0","0","FILING_RECEIVED","2018-08-14",,,,,,"1",,,,,,,,,,,,,,,,,103,"2",,,"2018-08-09T23:00:00-0500","STEVEN HERRING",,,,,
"20180814131336P030120299991001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"CAPS HOLDINGS, LLC","502","2006-03-01","CAPS HOLDINGS, LLC",,,"329 W. 18TH STREET, STE 616",,"CHICAGO","IL","60616",,,,,,,,,,,,,,,,,,"271498508","8158938792","541400",,,,,,,,,,,,,,,,,,,"2018-08-14T13:12:32-0500","LISA BOLAND",,,,,134,64,0,0,64,0,,,,,,"4A4B4D4E4F4H","1","0","0","0","1","0","0","0","0","0","0","0","0","1","11","0","0","0","FILING_RECEIVED","2018-08-14","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,134,"2",,,,,,,,,
"20180814131339P040118912087001","2002-01-01","2002-12-31","2",,"0","0","0","0","0","0","0","1","0",,"SHENANDOAH VALLEY MEDICAL SYSTEM, INC. WELFARE BENEFIT PLAN","501","1991-07-01","SHENANDOAH VALLEY MEDICAL SYSTEM, INC.",,,"99 TAVERN ROAD",,"MARTINSBURG","WV","25401",,,,,,,,,,,,,,,,,,"550563741","3042634999","813000",,,,,,,,,,,,,,,,,,,,,,,,,111,120,,,120,,,,,,,"4A4B4D4E4F4H","1","0","0","0","1","0","0","0","0","0","0","0","0","0",,"0","0","0","FILING_RECEIVED","2018-08-14",,,,,,"1",,,,,,,,,,,,,,,,,111,"2",,,"2018-08-09T23:00:00-0500","STEVEN HERRING",,,,,
"20180814131425P030120301383001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"JOBSON, JORDAN, HARRISON, & SCHULZ, INC. 401(K) PLAN","001","1986-04-01","JOBSON, JORDAN, HARRISON, & SCHULZ, INC.",,,"851 IRWIN STREET, SUITE 200G",,"SAN RAFAEL","CA","94901",,,,,,,,,,,,,,,,,,"951536457","4157210644","541800",,,,,,,,,,,,,,,,,,,"2018-08-14T10:47:08-0500","WARREN DE GRAFF",,,,,3,2,0,1,3,0,3,3,0,,"2E2F2H2J2K3D",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-08-14","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,2,,,,,,,,,,
"20180814131503P040003872969001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","1","OUT OF STATE LAST WEEKS","MOUNTAIN CREEK ENERGY, INC. 401K PROFIT SHARING PLAN","001","2009-09-18","MOUNTAIN CREEK ENERGY, INC.","MOUNTAIN CREEK ENERGY, INC.",,"217 SETTLERS VALLEY DR",,"PFLUGERVILLE","TX","786604726",,,,,,,"217 SETTLERS VALLEY DR",,"PFLUGERVILLE","TX","786604726",,,,,,,"270973685",,"324110",,,,,,,,,,,,,,,,,,,"2018-08-14T13:07:49-0500","HARLAN MIZE",,,,,2,2,0,0,2,0,2,2,0,,"2E2J2K2H3D",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-08-14","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,2,"2",,,,,,,,,
"20180814131541P040085379613003","2018-04-01","2018-06-30","2",,,,"1","1",,,,,,,"H & S CONSTRUCTION PROFIT SHARING PLAN","002","1987-04-01","CONSTRUCTIONS OPTIONS, INC. H & S CONSTRUCTION COMPANY",,,"1102 FLOWERING TREE COURT",,"GAMBRILLS","MD","20659",,,,,,,,,,,,,,,,,,"521208943","3017369300","237990","TRUSTEES OF H & S CONSTRUCTION PROFIT SHARING PLAN","RUTH RIBIS","1102 FLOWERING TREE COURT",,"GAMBRILLS","MD","20659",,,,,,,"521239666","3017369300",,,,"2018-07-27T10:34:54-0500","RUTH RIBIS",,,,,2,,0,,0,,0,,,,"2E",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-08-14","Filed with authorized/valid electronic signature",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20180814202417P030093133517001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","1","0","0",,"THE EQUITY GROUP INC. PROFIT SHARING PLAN & TRUST DTD 1/1/80","002","1980-01-01","THE EQUITY GROUP INC.",,,"800 THIRD AVENUE, 36TH FLOOR",,"NEW YORK","NY","100227649",,,,,,,,,,,,,,,,,,"132789149","2123718660","541600","THE EQUITY GROUP INC.",,"800 THIRD AVENUE, 36TH FLOOR","12","NEW YORK","NY","100227649",,,,,,,"132789149","2123718660",,,,"2018-08-14T20:21:36-0500","LOREN MORTMAN, PRESIDENT",,,,,18,17,1,0,18,0,18,1,0,,"2E",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-08-14","Filed with authorized/valid electronic signature",,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,
"20180814203341P040085712941001","2017-05-25","2017-12-31","2",,"1",,,"1",,"1",,,,,"RIVER VALLEY BUSINESS VENTURES INC. RETIREMENT PLAN","001","2017-05-25","RIVER VALLEY BUSINESS VENTURES INC.",,,"4300 ROGERS AVENUE, SUITE 20-407",,"FORT SMITH","AR","72903",,,,,,,,,,,,,,,,,,"821696717","9727404171","812990",,,,,,,,,,,,,,,,,,,"2018-08-14T21:33:30-0500","KEN CRAWFORD",,,,,2,2,0,0,2,0,2,1,0,,"2E2G2R3D",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-08-14","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,2,,,,,,,,,,
"20180814204740P040005323253001","2017-04-22","2017-12-31","2",,"1",,,"1",,"1",,,,,"FIVEHIGH VENTURES, INC. RETIREMENT PLAN","001","2017-04-22","FIVEHIGH VENTURES, INC.",,,"9119 HWY 6 SUITE 230-181",,"MISSOURI CITY","TX","77459",,,,,,,,,,,,,,,,,,"821298116","2819616385","812990",,,,,,,,,,,,,,,,,,,"2018-08-14T21:47:21-0500","MICHELLE BARRETT",,,,,2,2,0,0,2,0,2,1,0,,"2E2G2R3D",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-08-14","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,2,,,,,,,,,,
"20180814204851P030093190461001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"THE URBAN ELECTRIC COMPANY 401(K) PLAN","001","2005-01-01","THE URBAN ELECTRIC COMPANY",,,"2130 N HOBSON AVENUE",,"NORTH CHARLESTON","SC","29405",,,,,,,,,,,,,,,,,,"200106483","8437238140","335100",,,,,,,,,,,,,,,,,,,,,,,,,207,221,0,16,237,0,237,124,2,,"2E2F2G2J2K2T3D",,"1","0","1","0","0","0","1","0","1","0","0","1","0","1","1","1","1","0","FILING_RECEIVED","2018-08-14",,,,,,"1",,,,,,,,,,,,,,,,,196,,,,"2018-08-14T07:00:00-0500","ARIANE AMIRI",,"2018-08-14T07:00:00-0500","SEAN SYKES",,
"20180814205726P040085738077001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"SON HUU VO PROFIT SHARING PLAN","001","1985-12-31","SON HUU VO","SON HUU VO, DDS",,"1412 ROSEMARIE LN STE B",,"STOCKTON","CA","95207",,,,,,,"1412 ROSEMARIE LN STE B",,"STOCKTON","CA","95207",,,,,,,"680045870","2094748687","621210",,,,,,,,,,,,,,,,,,,"2018-08-14T20:55:25-0500","SON HUU VO","2018-08-14T20:55:25-0500","SON HUU VO",,,5,4,0,0,4,0,4,5,,,"2E3B",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-08-14","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,4,,,,,,,,,,
"20180814213002P040058665711001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"BP CONSULTING INC. RETIREMENT SAVINGS PLAN","001","2008-01-01","BP CONSULTING INC.",,,"P O BOX 140095",,"GARDEN CITY","ID","83714",,,,,,,,,,,,,,,,,,"830328763","2088504704","621399",,,,,,,,,,,,,,,,,,,"2018-08-14T21:29:20-0500","KAREN BOYD",,,,,23,21,0,2,23,0,23,16,0,,"2E2F2G2J2K2T3D3H",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-08-14","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,20,,,,,,,,,,
"20180814213007P030128739009001","2017-01-01","2017-12-31","2",,,,,,,,,"1",,,"ANTHONY PALMIERI, DMD MONEY PURCHASE PENSION PLAN","001","1997-01-01","ANTHONY PALMIERI, DMD",,,"5025 NOBLESTOWN ROAD",,"OAKDALE","PA","15071",,,,,,,,,,,,,,,,,,"251782708","7246939700","621210",,,,,,,,,,,,,,,,,,,"2018-08-14T21:58:23-0500","TONY PALMIERI",,,,,2,2,0,0,2,0,2,,0,,"2G2C3D3B",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-08-14","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,2,,,,,,,,,,
"20180814181742P040058662223001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"BABCOCK SERVICES 401(K) PLAN","001","1999-01-01","BABCOCK SERVICES, INC.",,,"8113 W. QUINAULT AVE. SUITE 201",,"KENNEWICK","WA","99336",,,,,,,,,,,,,,,,,,"912025188","5097370812","541600",,,,,,,,,,,,,,,,,,,"2018-08-14T18:16:12-0500","PHILIP K. GALLAGHER",,,,,97,56,1,48,105,0,105,99,0,,"2E2F2G2J2K2T3B3D",,"0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","1","0","0","FILING_RECEIVED","2018-08-14","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,43,,,,,,,,,,
"20180814213432P030006027957001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"CIRKS CONSTRUCTION, INC. 401(K) PLAN","001","2008-01-01","CIRKS CONSTRUCTION, INC.",,,"2570 E. CERRITOS AVENUE",,"ANAHEIM","CA","92806",,,,,,,,,,,,,,,,,,"330803265","7146326717","236200",,,,,,,,,,,,,,,,,,,,,,,,,264,247,0,27,274,0,274,140,18,,"2A2E2F2G2J2K2T3D",,"1","0","1","0","1","0","1","0","1","0","0","1","0","1","1","1","1","0","FILING_RECEIVED","2018-08-14",,,,,,"1",,,,,,,,,,,,,,,,,248,,,,"2018-08-14T00:00:00-0500","CHRISTI BRAUN",,,,,
"20180814214931P040133380817001","2017-01-01","2017-11-30","2",,,,"1","1",,"1",,,,,"TUBBS SCRUBS CLEANING COMPANY RETIREMENT PLAN","001","2016-10-20","TUBBS SCRUBS CLEANING COMPANY",,,"169 KONNER AVENUE",,"PINE BROOK","NJ","07058",,,,,,,,,,,,,,,,,,"814217943","9738098122","561720",,,,,,,,,,,,,,,,,,,"2018-08-14T22:49:24-0500","LISA TUBBS",,,,,1,0,0,0,0,0,0,0,0,,"2E2G2R3D",,,,"1",,,,"1",,"1",,,,"1",,,,,,"FILING_RECEIVED","2018-08-14","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,1,,,,,,,,,,
"20180814221502P040133437649001","2017-01-01","2017-12-31","2",,"0","0","0","0","1","1","0","0","0",,"MOUNTAINEER GAS COMPANY EMPLOYEES' DEFINED BENEFIT PENSION PLAN","002","2005-09-30","MOUNTAINEER GAS COMPANY",,,"501 56TH STREET SE",,"CHARLESTON","WV","25304",,,,,,,,,,,,,,,,,,"550521087","8884204427","221210","THE FINANCE COMMITTEE",,"501 56TH STREET SE",,"CHARLESTON","WV","25304",,,,,,,"550521087","8884204427",,,,,,,,,,567,432,91,55,578,8,586,,0,,"1A",,"0","0","1","0","0","0","1","0","1","0","1","1","0","0","0","1","0","0","FILING_RECEIVED","2018-08-14",,,,,,,,,,,,,,,,,,,,,,,437,,,,"2018-08-12T07:00:00-0500","MOSES G. SKAFF JR.",,,,,
"20180814223722P030006028885001","2017-01-01","2017-12-31","2",,,,,,,"1",,,,,"GARZAN, INC. RETIREMENT PLAN","001","2015-07-01","GARZAN, INC.",,,"125 ERNEST BARRETT PARKWAY","SUITE 108","MARIETTA","GA","30066",,,,,,,,,,,,,,,,,,"474424116","7703354326","443142",,,,,,,,,,,,,,,,,,,"2018-08-14T23:37:14-0500","BARRY BARNETT",,,,,4,4,0,0,4,0,4,1,0,,"2E2G2R3D",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-08-14","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,4,,,,,,,,,,
"20180814103459P030120045991001","2017-10-01","2017-10-08","4","C","0","0","1","1","0","0","0","0","0",,"COMMINGLED PENSION TRUST FUND (SMARTRETIREMENT PASSIVE BLEND 2015) OF JPMORGAN CHASE BANK, N.A.","001",,"JPMORGAN CHASE BANK, N.A.",,,"270 PARK AVENUE","22ND FLOOR","NEW YORK","NY","10017",,,,,,,,,,,,,,,,,,"261164981","2126480846",,,,,,,,,,,,,,,,,,,,,,,,"2018-08-14T10:33:29-0500","MICHAEL D'AMBROSIO",,,,,0,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","FILING_RECEIVED","2018-08-14",,"Filed with authorized/valid electronic signature",,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"20180814103553P030120047799001","2017-01-01","2017-12-31","2",,,,,,,"1",,,,,"E. P. HENRY CORPORATION EMPLOYEE SAVINGS & RETIREMENT PLAN","002","1995-01-01","E. P. HENRY CORPORATION",,,"201 PARK AVENUE",,"WOODBURY","NJ","080967615",,,,,,,"P.O. BOX 615",,"WOODBURY","NJ","080967615",,,,,,,"210723839","8568456200","327900",,,,,,,,,,,,,,,,,,,"2018-08-14T11:35:24-0500","JAMES S. NASH",,,,,160,141,,20,161,,161,153,1,,"2E2F2G2J2K2S2T3D",,,,"1",,,,"1",,"1",,,"1",,,,"1","1",,"FILING_RECEIVED","2018-08-14","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,134,,,,,,,,,,
"20180814103628P030120048919001","2017-01-01","2017-12-31","2",,"0","1","0","0","1","0","0","0","0",,"CIGNA LIFE INSURANCE","501","2017-01-01","ORBIS EDUCATION","ORBIS EDUCATION",,"11595 N MERIDIAN ST",,"CARMEL","IN","460326947",,,,,,,"11595 N MERIDIAN ST",,"CARMEL","IN","460326947",,,,,,,"231503749","3176086098","611000","CIGNA GROUP INSURANCE","LIFE INSURANCE COMPANY OF NORTH AMERICA","PO BOX 20643",,"LEHIGH VALLEY","PA","180020643",,,,,,,"231503749","3176086098","CIGNA","231503749",,"2018-08-14T10:34:43-0500","MELISSA BARKER",,,,,188,254,0,0,254,0,254,0,0,0,,"4B","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2018-08-14","Filed with authorized/valid electronic signature",,,,,,,,,,,,,,,,,,,,,,188,,,,,,"CIGNA LIFE INSURANCE",,,,
"20180814103756P040085257053001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"MOTHER PARKERS TEA & COFFEE USA, LTD 401(K) PLAN","001","2000-01-01","MOTHER PARKERS TEA & COFFEE USA LTD",,,"7800 WILL ROGERS BOULEVARD",,"FT. WORTH","TX","76140",,,,,,,,,,,,,,,,,,"752833481","8177081019","311900",,,,,,,,,,,,,,,,,,,"2018-08-14T10:37:18-0500","JAMIE WELCH","2018-08-14T10:37:18-0500","JAMIE WELCH",,,360,284,0,83,367,0,367,326,2,,"2E2F2G2J2K3D",,"1","0","1","0","1","0","1","0","1","0","0","1","0","1","1","1","1","0","FILING_RECEIVED","2018-08-14","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,292,,,,,,,,,,
