"20180717081121P030063427607001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"DALLAS 1 CONSTRUCTION & DEVELOPMENT , INC. WELFARE BENEFITS PLAN","501","1986-03-01","DALLAS 1 CONSTRUCTION & DEVELOPMENT , INC.",,,"10328 MAIN STREET",,"THONOTOSASSA","FL","33592",,,,,,,,,,,,,,,,,,"592610376","8139861922","236200",,,,,,,,,,,,,,,,,,,,,,,,,138,124,0,0,124,,,,,,,"4B4Q4A4D4E4H","1","0","0","0","1","0","0","0","0","0","0","0","0","1","4","0","0","0","FILING_RECEIVED","2018-07-17",,,,,,"1",,,,,,,,,,,,,,,,,138,"2",,,"2018-07-16T07:00:00-0500","FRANK RAMOS",,,,,
"20180717081157P040002613413001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"ULTRAFAB, INC. WRAP PLAN","530","2013-01-01","ULTRAFAB, INC.",,,"1050 HOOK ROAD",,"FARMINGTON","NY","14425",,,,,,,,,,,,,,,,,,"160984733","5859242186","325900",,,,,,,,,,,,,,,,,,,,,,,,,234,221,,0,221,,,,,,,"4A4D4Q4B4F4H4L4E","1","0","0","0","1","0","0","0","0","0","0","0","0","1","8","0","0","0","FILING_RECEIVED","2018-07-17",,,,,,"1",,,,,,,,,,,,,,,,,234,"2",,,"2018-07-12T23:00:00-0500","THOMAS E. HARE",,,,,
"20180717081158P030063428551001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"VELUX GREENWOOD INC. - LTD PLAN","509","1993-01-01","VELUX GREENWOOD INC.",,,"POST OFFICE BOX 5001",,"GREENWOOD","SC","29648",,,,,,,,,,,,,,,,,,"570681681","8649414700","321900",,,,,,,,,,,,,,,,,,,"2018-07-17T08:11:47-0500","KEITH POLATTY",,,,,355,363,0,0,363,,,,,,,"4H","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2018-07-17","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,355,"2",,,,,,,,,
"20180717100654P040068949313001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"FOODSCIENCE CORPORATION MEDICAL AND DENTAL PLAN","502","2011-01-01","FOODSCIENCE CORPORATION",,,"929 HARVEST LANE",,"WILLISTON","VT","05495",,,,,,,,,,,,,,,,,,"030236808","8028785508","424990",,,,,,,,,,,,,,,,,,,"2018-07-17T10:05:07-0500","GINA WALTER",,,,,132,134,0,0,134,,,,,,,"4A4D4E","1","0","0","1","1","0","0","1","0","0","0","0","0","1","2","0","0","0","FILING_RECEIVED","2018-07-17","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,132,"2",,,,,,,,,
"20180717100702P040063847079001","2017-01-01","2017-12-14","2",,"0","0","1","1","0","0","0","0","0",,"KENNETH J. MCPARTLAND, DMD NEW COMPARABILITY PROFIT SHARING PLAN","002","1999-01-01","KENNETH J. MCPARTLAND, DMD, PC",,,"3 MEETINGHOUSE ROAD",,"CHELMSFORD","MA","01824",,,,,,,,,,,,,,,,,,"134229438","9782567322","621210",,,,,,,,,,,,,,,,,,,"2018-07-17T06:46:31-0500","KENNETH MCPARTLAND","2018-07-17T06:46:31-0500","KENNETH MCPARTLAND",,,9,0,,,0,,0,0,0,,"2A2D2E3D",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-07-17","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,8,,,,,,,,,,
"20180717100738P030063613175001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"AMIDIA ONE CORPORATION 401(K) PROFIT SHARING PLAN","001","2013-02-13","AMIDIA ONE CORPORATION",,,"5576 EAST LAKE RD.",,"HONEOYE","NY","14471",,,,,,,,,,,,,,,,,,"462043889","5134446987","812112",,,,,,,,,,,,,,,,,,,"2018-07-17T10:04:00-0500","ROBERT SLOANE",,,,,5,3,0,0,3,0,3,1,0,,"2E2J2K2H3D",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-07-17","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,5,,,,,,,,,,
"20180717100800P040068951681001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"ASSOCIATES IN DENTAL HEALTH 401(K) PROFIT SHARING PLAN","001","1996-08-01","SHARON MOUGHAN, DDS & K. BRUCE RIEDELL, DDS, PC",,,"10 DOANE STREET","SUITE 2","BRADFORD","MA","01835",,,,,,,,,,,,,,,,,,"043174256","9783726800","621210",,,,,,,,,,,,,,,,,,,"2018-07-16T14:00:06-0500","SHARON MOUGHAN RIEDELL","2018-07-16T14:00:06-0500","SHARON MOUGHAN RIEDELL",,,16,12,,5,17,,17,17,1,,"2A2D2E2F2G2J2T3D",,,,"1",,,,"1",,"1",,,,"1",,,,,,"FILING_RECEIVED","2018-07-17","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,14,,,,,,,,,,
"20180717100816P030063615063001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"YMCA GROUP LIFE MEDICAL & DENTAL PLAN","501","1992-01-01","YMCA OF SILICON VALLEY",,,"80 SARATOGA AVENUE",,"SANTA CLARA","CA","95051",,,,,,,,,,,,,,,,,,"941156318","4083516400","713900",,,,,,,,,,,,,,,,,,,"2018-07-17T10:03:46-0500","IRA HOLTZMAN",,,,,374,382,2,0,384,,,,,,,"4A4B4D4E4H","1","0","0","1","1","0","0","1","0","0","0","0","0","1","3","0","0","0","FILING_RECEIVED","2018-07-17","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,372,"2",,,,,,,,,
"20180717100821P040068952561001","2017-01-01","2017-12-31","2",,"1","0","0","0","0","0","0","0","0",,"WEST END EXPRESS PRINTING INC 401(K) PROFIT SHARING PLAN & TRUST","001","2017-01-01","WEST END EXPRESS PRINTING INC",,,"1115 BROADWAY 12TH FLOOR",,"NEW YORK","NY","10010",,,,,,,,,,,,,,,,,,"272624458","2127102791","541512",,,,,,,,,,,,,,,,,,,"2018-07-17T10:08:18-0500","VINCENT ARENA",,,,,1,1,0,0,1,0,1,1,0,,"2E2F2G2J2K2R2T3D",,"0","0","1","0","0","0","1","0","0",,,"0","1","0","0","0","0",,"FILING_RECEIVED","2018-07-17","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,1,,,,,,,,,,
"20180717100824P030002505145001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"FOODSCIENCE CORPORATION LIFE INSURANCE AND LONG TERM DISABILITY PLAN","503","2011-01-01","FOODSCIENCE CORPORATION",,,"929 HARVEST LANE",,"WILLISTON","VT","05495",,,,,,,,,,,,,,,,,,"030236808","8028785508","424990",,,,,,,,,,,,,,,,,,,"2018-07-17T10:07:19-0500","GINA WALTER",,,,,176,164,0,0,164,,,,,,,"4B4H4Q","1","0","0","0","1","0","0","0","0","0","0","0","0","1","2","0","0","0","FILING_RECEIVED","2018-07-17","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,176,"2",,,,,,,,,
"20180717100831P030063615751001","2017-01-01","2017-12-31","2",,"0",,"0","0","0",,,,,,"ORANGE COUNTY'S CREDIT UNION 401(K) PLAN","022","1997-01-01","ORANGE COUNTY CREDIT UNION",,,"PO BOX 11777",,"SANTA ANA","CA","927111777",,,,,,,,,,,,,,,,,,"951797779","7147555900","522130",,,,,,,,,,,,,,,,,,,"2018-07-17T10:08:26-0500","AVERY ROBINSON","2018-07-17T10:08:26-0500","AVERY ROBINSON",,,304,262,0,62,324,1,325,323,27,,"2E2F2G2J2K2T3D",,"1",,"1",,"1",,"1",,"1","0","0","1","0","1","2","1","1","0","FILING_RECEIVED","2018-07-17","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,255,,,,,,,,,,
"20180717100831P040068952897001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"LEISURE LEASING, INC. 401(K) PLAN","001","2004-01-01","LEISURE LEASING, INC.",,,"7106 CEMENTERY ROAD",,"PIEDMONT","OK","73078",,,,,,,,,,,,,,,,,,"731580587","4053734788","532400",,,,,,,,,,,,,,,,,,,"2018-07-17T10:08:29-0500","DANIEL JACKSON",,,,,2,2,0,0,2,0,2,2,0,,"2E2F2G2J2K2R3D",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-07-17","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,2,,,,,,,,,,
"20180717100855P040063849207001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"AGAWAM MEDICAL SUPPLY, CORP. RETIREMENT PLAN","002","2008-01-01","AGAWAM MEDICAL SUPPLY, CORP.",,,"56 GENERAL CREIGHTON W. ABRAMS DR.",,"AGAWAM","MA","01001",,,,,,,,,,,,,,,,,,"043235852","4137891100","446190",,,,,,,,,,,,,,,,,,,"2018-07-17T08:31:58-0500","ANTHONY SARACINO","2018-07-17T08:31:58-0500","ANTHONY SARACINO",,,29,21,,5,26,,26,19,,,"2A2E2F2G2J2K2T3D3H",,,,"1",,"1",,"1",,"1",,,,"1","1","1",,"1",,"FILING_RECEIVED","2018-07-17","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,22,,,,,,,,,,
"20180717100923P030065452561001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"COLLEGE OF WESTCHESTER, INC. GROUP HEALTH & WELFARE PLANS","501","2008-01-01","COLLEGE OF WESTCHESTER, INC.",,,"325 CENTRAL PARK AVENUE",,"WHITE PLAINS","NY","10606",,,,,,,,,,,,,,,,,,"131879788","9148310408","611000","COLLEGE OF WESTCHESTER, INC.",,"325 CENTRAL PARK AVENUE",,"WHITE PLAINS","NY","10606",,,,,,,"131879788","9148310408",,,,"2018-07-17T10:08:18-0500","MARY BETH DEL BALZO",,,,,116,116,1,0,117,,,,,,,"4B4H","1","0","0","0","1","0","0","0","0","0","0","0","0","1","3","0","0","0","FILING_RECEIVED","2018-07-17","Filed with authorized/valid electronic signature",,,,,,,,,,,,,,,,,,,,,,116,"2",,,,,,,,,
"20180717100943P030065452945002","2017-01-01","2017-12-31","2",,,,,,,,,,,,"JOSEPH A. PLATANIA HR-10 PLAN","001","1983-01-01","JOSEPH A. PLATANIA, ESQ",,,"1754 PENFIELD ROAD",,"PENFIELD","NY","14526",,,,,,,"1754 PENFIELD ROAD",,"PENFIELD","NY","14526",,,,,,,"161184038","5855462500","541110",,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,1,,,"2E3B",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-07-17",,,,,,"1",,,,,,,,,,,,,,,,,,,,,"2018-07-17T07:00:00-0500","JOSEPH A. PLATANIA",,,,,
"20180717100943P030065452945005","2017-01-01","2017-12-31","2",,,,,,,,,,,,"AIR CARGO HOLDING,INC LIFE INSURANCE PLAN AND AD&D","504","2013-01-01","AIR CARGO HOLDING, INC.",,,"4940 S. HOWELL AVE.",,"MILWAUKEE","WI","53207",,,,,,,,,,,,,,,,,,"460984996","4144821711","481000",,,,,,,,,,,,,,,,,,,,,,,,,105,113,,,113,,,,,,,"4B4L","1",,,,"1",,,,,,,,,"1","2",,,,"FILING_RECEIVED","2018-07-17",,,,,,"1",,,,,,,,,,,,,,,,,105,"2",,,"2018-07-12T07:00:00-0500","TERRI J. PETERSON",,,,,
"20180717100943P030065452945001","2017-01-01","2017-12-31","2",,,,,,,,,,,,"LEGAL AID OF ORANGE COUNTY INC. PENSION PLAN","001","1971-08-01","LEGAL AID SOCIETY OF ORANGE COUNTY, INC.",,,"P.O. BOX 328",,"GOSHEN","NY","10924",,,,,,,"14 SCOTCHTOWN AVENUE","THIRD FLOOR","GOSHEN","NY","10924",,,,,,,"141483177","8452912454","541110",,,,,,,,,,,,,,,,,,,,,,,,,26,27,,1,28,,28,28,,,"2C2G",,"1",,"1",,"1",,"1",,"1",,,,"1","1","1",,,,"FILING_RECEIVED","2018-07-17",,,,,,"1",,,,,,,,,,,,,,,,,25,,,,"2018-07-09T07:00:00-0500","GARY ABRAMSON",,"2018-07-09T07:00:00-0500","STEPHEN BALDINO",,
"20180717100958P030063619703001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"EASTER SEALS BLAKE FOUNDATION AND BLAKE HOLDING CORP. EMPLOYEE BENEFITS PLAN","501","2002-01-01","EASTER SEALS BLAKE FOUNDATION AND BLAKE HOLDING CORP.",,,"7750 E. BROADWAY","SUITE A200","TUCSON","AZ","85710",,,,,,,,,,,,,,,,,,"860093224","5203271529","813000",,,,,,,,,,,,,,,,,,,,,,,,,396,397,,,397,,,,,,,"4A4B4D4E4F4H4Q","1","0","0","1","1","0","0","1","0","0","0","0","0","1","8","0","0","0","FILING_RECEIVED","2018-07-17",,,,,,"1",,,,,,,,,,,,,,,,,396,"2",,,"2018-06-20T23:00:00-0500","GINA JUDY",,,,,
"20180717101026P040002624277001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"THE CHURCHILL COMPANIES HEALTH AND WELFARE PLAN","501","1994-01-01","THE CHURCHILL COMPANIES",,,"333 S. 7TH ST., # 3100",,"MINNEAPOLIS","MN","55402",,,,,,,,,,,,,,,,,,"411494519","6126736705","551112",,,,,,,,,,,,,,,,,,,"2018-07-17T10:04:08-0500","NAANI DORNIK",,,,,914,915,6,0,921,,,,,,,"4A4B4D4F4H4L","1","0","0","1","1","0","0","1","0","0","0","0","0","1","2","0","0","0","FILING_RECEIVED","2018-07-17","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,906,"2",,,,,,,,,
"20180717102949P030063660007001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"ARIZONA MACHINERY GROUP, INC. HEALTH AND WELFARE BENEFIT PLAN","502","2006-01-01","ARIZONA MACHINERY GROUP, INC.",,,"11111 WEST MCDOWELL ROAD",,"AVONDALE","AZ","85323",,,,,,,,,,,,,,,,,,"860422015","6239367131","452900",,,,,,,,,,,,,,,,,,,,,,,,,360,364,,,364,,,,,,,"4A4B4D4E4Q","1","0","0","0","1","0","0","0","0","0","0","0","0","1","2","1","0","0","FILING_RECEIVED","2018-07-17",,,,,,"1",,,,,,,,,,,,,,,,,360,"2",,,"2018-07-06T00:00:00-0500","DIANNA K MORROW",,"2018-07-06T00:00:00-0500","TOM ROSZTOCZY",,
"20180717103012P030002506569002","2017-01-01","2017-12-31","2",,,,,,,,,,,,"DESISTO, JONES, SCHNEEBERGER & ASSOC SALARY REDUCTION PROFIT SHARING PLAN","001","1985-09-01","DESISTO, JONES, SCHNEE & ASSOC",,,"1 GATEWAY CTR STE 1450",,"PITTSBURGH","PA","15222",,,,,,,,,,,,,,,,,,"251846368","4123911141","541211",,,,,,,,,,,,,,,,,,,"2018-07-17T10:30:41-0500","JAMES JONES","2018-07-17T10:31:00-0500","JAMES JONES",,,8,8,0,0,8,0,8,8,0,,"2E2G2J",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-07-17","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,8,,,,,,,,,,
"20180717103012P030002506569001","2017-01-01","2017-12-31","2",,,,,,,,,,,,"IMPACT STRATEGIES EMPLOYEES 401(K) PLAN","001","2002-08-01","THE HINRICHS GROUP, INC.",,,"340 OFFICE COURT, SUITE A",,"FAIRVIEW HEIGHTS","IL","62208",,,,,,,,,,,,,,,,,,"383649889","6183948400","236200",,,,,,,,,,,,,,,,,,,"2018-07-17T10:36:03-0500","MARK HINRICHS","2018-07-17T10:36:19-0500","MARK HINRICHS",,,15,14,0,0,14,0,14,14,0,,"2E2G2J3D",,,,"1",,,,"1",,,,,,"1",,,,"1",,"FILING_RECEIVED","2018-07-17","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,12,,,,,,,,,,
"20180717103012P030002506569003","2017-01-01","2017-12-31","2",,,,"1",,,,,,,,"SKIN WELLNESS CENTER OF CHICAGO, S.C. 401(K) PROFIT SHARING PLAN","001","2006-01-01","SKIN WELLNESS CENTER OF CHICAGO, S.C.",,,"510 MEADOWMONT VILLAGE CIRCLE, 322",,"CHAPEL HILL","NC","27517",,,,,,,,,,,,,,,,,,"371420995","3123425535","621111",,,,,,,,,,,,,,,,,,,"2018-07-17T09:51:31-0500","BROOKE A. JACKSON, M.D.","2018-07-17T09:51:31-0500","BROOKE A. JACKSON, M.D.",,,3,0,0,0,0,0,0,0,0,,"2E2F2G2J3D",,,,"1",,,,"1",,"1",,,,"1",,,,,,"FILING_RECEIVED","2018-07-17","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"20180717103012P030002506569007","2017-01-01","2017-12-31","2",,,,,,,,,,,,"DONALD T OSTOP & CO PC 401(K) PROFIT SHARING PLAN","002","1995-01-01","DONALD T OSTOP & CO PC",,,"790 FARMINGTON AVE BLDG 2",,"FARMINGTON","CT","060322300",,,,,,,,,,,,,,,,,,"061121174","8606770779","541211",,,,,,,,,,,,,,,,,,,"2018-07-17T10:57:23-0500","TODD DOTEN",,,,,4,4,0,0,4,0,4,4,0,,"2E2F2J2T3D",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-07-17","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,4,,,,,,,,,,
"20180717103056P030002506649001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"THE LANE PRESS, INC. MEDICAL PLAN","511","1997-07-01","THE LANE PRESS, INC.",,,"87 MEADOWLAND DRIVE",,"SOUTH BURLINGTON","VT","05403",,,,,,,,,,,,,,,,,,"030136330","8028635555","323100","THE LANE PRESS, INC.",,"87 MEADOWLAND DRIVE",,"SOUTH BURLINGTON","VT","05403",,,,,,,"030136330","8028635555",,,,,,,,,,139,154,0,0,154,,,,,,,"4A","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","0","0","FILING_RECEIVED","2018-07-17",,,,,,,,,,,,,,,,,,,,,,,139,"2",,,"2018-07-17T07:00:00-0500","KRIS WERNHOFF",,,,,
"20180717115508P040041987005001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"SOUTHERN CONCRETE PRODUCT HEALTH REIMBURSEMENT ARRANGEMENT","525","2008-03-01","SOUTHERN CONCRETE PRODUCT",,,"266 EAST CHURCH STREET",,"LEXINGTON","TN","38351",,,,,,,,,,,,,,,,,,"620607020","7319682537","327300",,,,,,,,,,,,,,,,,,,"2018-07-17T11:53:56-0500","HERRON ODLE",,,,,147,149,0,0,149,,,,,,,"4A","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","FILING_RECEIVED","2018-07-17","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,147,"2",,,,,,,,,
"20180717115519P040069238865001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"ANDOVER HEALTHCARE, INC. RETIREMENT SAVINGS PLAN","001","2000-01-01","ANDOVER HEALTHCARE, INC.",,,"9 FANARAS DRIVE",,"SALISBURY","MA","019521444",,,,,,,,,,,,,,,,,,"042590953","9784650044","339110",,,,,,,,,,,,,,,,,,,,,,,,,305,205,6,65,276,0,276,125,16,,"2E2F2G2J2K2T3D",,"1","0","1","0","0","0","1","0","1","0","0","1","0","1","1","1","1","0","FILING_RECEIVED","2018-07-17",,,,,,"1",,,,,,,,,,,,,,,,,249,,,,"2018-07-13T07:00:00-0500","THOMAS MURPHY",,,,,
