"20180608075724P030121680737002","2017-01-01","2017-12-31","2",,,,,,,,,,,,"HEARTLAND HEALTH PLAN","501","1961-11-05","CHRIS CAM CORP",,,"808 W CHEROKEE",,"SIOUX FALLS","SD","571040341",,,,,,,,,,,,,,,,,,"460344945","6053361190","424100",,,,,,,,,,,,,,,,,,,,,,,,,106,108,0,0,108,,,,,,,"4A4B4H4L","1",,,"1","1",,,"1",,,,,,"1","2",,,,"FILING_RECEIVED","2018-06-08",,,,,,"1",,,,,,,,,,,,,,,,,106,"2",,,"2018-06-04T07:00:00-0500","SANDRA CHRISTENSON",,"2018-06-04T07:00:00-0500","SANDRA CHRISTENSON",,
"20180608080008P040124538337001","2017-01-01","2017-12-31","2",,,,,,,,,,,,"COMPREHENSIVE VASCULAR CARE, PC 401K PROFIT SHARING PLAN","002","1999-01-01","COMPREHENSIVE VASCULAR CARE PC COMPREHENSIVE VASCULAR CARE PC",,,"22250 PROVIDENCE DRIVE STE 555",,"SOUTHFIELD","MI","480756213",,,,,,,,,,,,,,,,,,"383422389","2484245748","621111",,,,,,,,,,,,,,,,,,,"2018-06-08T07:17:30-0500","KEVIN NOLAN, MD",,,,,0,0,0,0,0,0,0,,0,,"2E2J",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-06-08","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,23,,,,,,,,,,
"20180608080015P040124538657001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"AREA RESOURCE FOR INDIVIDUALIZED SERVICES, INC. SECTION 125 PLAN","501","1997-07-01","AREA RESOURCE FOR INDIVIDUALIZED SERVICES, INC.",,,"P.O. BOX 4409","72 SOUTH MAIN STREET","WHITE RIVER JUNCTION","VT","050014409",,,,,,,"72 SOUTH MAIN STREET",,"WHITE RIVER JUNCTION","VT","050014409",,,,,,,"043342213","8022801911","624100",,,,,,,,,,,,,,,,,,,"2018-06-08T08:00:07-0500","NAOMI MAY","2018-06-08T08:00:07-0500","NAOMI MAY",,,112,129,1,1,131,,,,,,,"4A4B4E4F4Q","1",,,"1","1",,,"1",,,,,,"1","13","1",,,"FILING_RECEIVED","2018-06-08","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,112,"2",,,,,,,,,
"20180608080332P040004324473001","2017-01-01","2017-12-31","1",,"0","0","0","0","0","0","0","0","0",,"LUBRICATION TECHNOLOGIES INC. WELFARE BENEFIT PLAN","501","1998-01-01","LUBRICATION TECHNOLOGIES, INC.",,,"900 MENDELSSOHN AVE N",,"GOLDEN VALLEY","MN","554274309",,,,,,,,,,,,,,,,,,"411746390","7635459256","324190",,,,,,,,,,,,,,,,,,,"2018-06-08T07:59:47-0500","SUZETTE TAYLOR",,,,,399,556,4,0,560,,,,,,,"4A4B4D4E4F4H4L4Q","1","0","0","1","1","0","0","1","0","0","0","0","0","1","4","0","0","0","FILING_RECEIVED","2018-06-08","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,396,"2",,,,,,,,,
"20180608080734P030121694737001","2017-01-01","2017-12-31","2",,"0","1","0","0","0","1","0","0","0",,"LANDTEK GROUP, INC. 401(K) PLAN","001","1999-01-01","THE LANDTEK GROUP, INC.",,,"235 COUNTY LINE ROAD",,"AMITYVILLE","NY","11701",,,,,,,,,,,,,,,,,,"112945683","6316912381","238900",,,,,,,,,,,,,,,,,,,"2018-06-08T04:05:24-0500","ALICIA JACKSON",,,,,107,87,0,19,106,0,106,68,2,,"2E2F2G2J2K2T3D",,"0","0","1","0","0","0","1","0","1","0",,"0","1","0",,"0","0","0","FILING_RECEIVED","2018-06-08","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,91,,,,,,,,,,
"20180608080923P040124551793001","2017-01-01","2017-12-31","2",,"0","0","0","0","1","0","0","0","0",,"RETIREMENT PLAN FOR EMPLOYEES OF BEAUMONT TRANSIT COMPANY","003","1974-09-30","BEAUMONT TRANSIT COMPANY",,"CCL MANAGEMENT, INC.","550 MILAM STREET",,"BEAUMONT","TX","777013711",,,,,,,,,,,,,,,,,,"591551658","4098357895","485990","JOINT BOARD OF CONTROL BEAUMONT TRANSIT COMPANY",,"550 MILAM STREET",,"BEAUMONT","TX","777013711",,,,,,,"591951448","4098357895",,,,"2018-06-08T08:05:53-0500","ARLON D. JACKSON","2018-06-08T08:05:53-0500","WILLIAM J. MUNSON",,,87,52,20,20,92,0,92,92,4,,"2C3D",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-06-08","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,
"20180608081445P030120973383001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"FREEPORT WELDING & FABRICATING INC EMPLOYEE BENEFIT PLAN TRUST","501","1996-08-01","FREEPORT WELDING & FABRICATING,INC.",,,"200 N. NAVIGATION BLVD",,"FREEPORT","TX","77541",,,,,,,,,,,,,,,,,,"741658530","9792330121","332900",,,,,,,,,,,,,,,,,,,"2018-06-08T08:11:29-0500","RHONDA SOLLOCK",,,,,208,82,0,0,82,,,,,,,"4A4D4E4B4Q","1","0","0","0","1","0","0","0","0","0","0","0","0","1","2","0","0","0","FILING_RECEIVED","2018-06-08","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,208,"2",,,,,,,,,
"20180608081651P030120979111001","2017-01-01","2017-12-31","2",,"1","0","0","0","0","0","0","0","0",,"GRANITE STATE INDEPENDENT LIVING DENTAL PLAN","502","2015-01-01","GRANITE STATE INDEPENDENT LIVING",,,"21 CHENELL DRIVE",,"CONCORD","NH","03301",,,,,,,,,,,,,,,,,,"020350170","6032289680","621610",,,,,,,,,,,,,,,,,,,"2018-06-08T08:15:30-0500","LINDA TSANTOULIS",,,,,138,141,0,0,141,,,,,,,"4D","1","0","0","0","1","0","0","0","0","0","0","0","0","1","2","0","0","0","FILING_RECEIVED","2018-06-08","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,138,"2",,,,,,,,,
"20180608113709P030079685629001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"SDS CORPORATION 401(K) PROFIT SHARING PLAN","001","2013-04-29","SDS CORPORATION",,,"9931 W EDENBURG PLACE",,"LITTLETON","CO","80127",,,,,,,,,,,,,,,,,,"462642873","3038815734","812112",,,,,,,,,,,,,,,,,,,"2018-06-08T11:36:43-0500","SHEILA SCHNOOR",,,,,2,2,0,0,2,0,2,1,0,,"2E2J2K3D",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-06-08","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,2,,,,,,,,,,
"20180608113832P040074475677001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"HOFFMAN ACCOUNTANCY CORPORATION 401(K) PROFIT SHARING PLAN","001","2010-01-01","HOFFMAN ACCOUNTANCY CORPORATION",,,"16321 PACIFIC COAST HIGHWAY, STE C",,"PACIFIC PALISADES","CA","902724828",,,,,,,,,,,,,,,,,,"954664397","3102304145","541219",,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,0,3,0,3,3,0,,"2A2E2J3D",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-06-08",,,,,,"1",,,,,,,,,,,,,,,,,3,,,,"2018-06-08T07:00:00-0500","MICHAEL T. HOFFMAN, CPA",,,,,
"20180608114042P040074480445001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"VIRGIN PULSE, INC. WELFARE BENEFITS PLAN","501","2015-01-01","VIRGIN PULSE, INC.",,,"492 OLD CONNECTICUT PATH","SUITE 601","FRAMINGHAM","MA","017014584",,,,,,,,,,,,,,,,,,"202547480","8668526898","561110",,,,,,,,,,,,,,,,,,,"2018-06-08T11:39:57-0500","DEREK RANSOM",,,,,206,287,0,0,287,,,,,,,"4A4B4D4E4F4H4L","1","0","0","0","1","0","0","0","0","0","0","0","0","1","3","0","0","0","FILING_RECEIVED","2018-06-08","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,206,"2",,,,,,,,,
"20180611113008P040078797325001","2017-01-01","2017-12-31","2",,,,,,,,,,,,"H.R. CURRY COMPANY, INC. 401K PROFIT-SHARING PLAN","002","2010-01-01","H.R. CURRY COMPANY, INC.",,,"801 INDUSTRIAL BLVD",,"NEW KENSINGTON","PA","15068",,,,,,,,,,,,,,,,,,"251158215","4127814038","339900",,,,,,,,,,,,,,,,,,,"2018-06-11T10:55:34-0500","DIANE L. CURRY","2018-06-11T10:55:34-0500","DIANE L. CURRY",,,10,8,2,0,10,0,10,10,0,,"2E2F2G2J",,,,"1",,,,"1",,"1",,,,"1",,,,,,"FILING_RECEIVED","2018-06-11","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,8,,,,,,,,,,
"20180611113008P040078797325002","2017-01-01","2017-12-31","2",,,,,,,,,,,,"SHICKS ENTERPRISES, INC. 401(K) PROFIT SHARING PLAN","001","2011-08-22","SHICKS ENTERPRISES, INC.",,,"2025 LAKESIDE LANDING",,"SEABROOK","TX","77586",,,,,,,,,,,,,,,,,,"452915300","4097719872","561490",,,,,,,,,,,,,,,,,,,"2018-06-11T11:00:00-0500","SYLVIA HICKS",,,,,1,1,0,0,1,0,1,1,0,,"2E2F2G2J2K3D",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-06-11","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,1,,,,,,,,,,
"20180611113049P040122170455001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"LOGIC INFORMATION SYSTEMS, INC LIFE AND AD&D PLAN","502","2004-04-01","LOGIC INFORMATION SYSTEMS, INC.",,,"3800 AMERICAN BLVD WEST","SUITE 1200","BLOOMINGTON","MN","55431",,,,,,,,,,,,,,,,,,"411892770","7637626006","541512",,,,,,,,,,,,,,,,,,,"2018-06-11T11:28:48-0500","ROCHELLE CUMMINGS",,,,,181,168,0,0,168,,,,,,,"4B4L","1","0","0","0","1","0","0","0","0","0","0","0","0","1","2","0","0","0","FILING_RECEIVED","2018-06-11","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,181,"2",,,,,,,,,
"20180611113052P040122170727001","2017-01-01","2017-12-31","2",,,,,,,,,,,,"FAMILY & INDUSTRIAL MEDICAL CENTER, INC. 401(K) PROFIT SHARING PLAN","001","1996-03-04","FAMILY & INDUSTRIAL MEDICAL CENTER, INC.",,,"47 SANTA ROSA STREET",,"SAN LUIS OBISPO","CA","93405",,,,,,,,,,,,,,,,,,"770531398","8055429596","621111",,,,,,,,,,,,,,,,,,,,,,,,,28,17,0,10,27,0,27,18,0,,"2E2F2G2J2K3D",,"1",,"1",,"1",,"1",,"1",,,,"1","1","1",,"1",,"FILING_RECEIVED","2018-06-11",,,,,,"1",,,,,,,,,,,,,,,,,19,,,,"2018-04-10T01:00:00-0500","FRANK MAZZONE M.D.",,,,,
"20180611113109P030128461905001","2017-01-01","2017-12-31","2",,"0","0","0","0","1","1","0","0","0",,"WASHINGTON MILLS ELECTRO MINERALS CORPORATION 401(","003","1991-01-01","WASHINGTON MILLS ELECTRO MINERALS",,,"1801 BUFFALO AVE.",,"NIAGARA FALLS","NY","14302",,,,,,,,,,,,,,,,,,"161289440","7166934550","212390",,,,,,,,,,,,,,,,,,,"2018-06-11T11:30:55-0500","NANCY GATES","2018-06-11T11:30:55-0500","NANCY GATES",,,66,51,5,8,64,0,64,49,0,,"2E2J2F2G2K3D3H2T",,"1","0","1","0","1","0","1","0","1","0","0","0","1","1","1","0","0","0","FILING_RECEIVED","2018-06-11","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,50,,,,,,,,,,
"20180611113111P040122171751001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"AMT, INC 401K RETIREMENT PLAN","001","2009-01-01","AUTOMATED MANAGEMENT TECHNOLOGIES, INC",,,"55 EAST FIFTH STREET, SUITE 940",,"ST. PAUL","MN","55101",,,,,,,,,,,,,,,,,,"411874772","7635570800","423990",,,,,,,,,,,,,,,,,,,,,,,,,9,8,0,1,9,0,9,8,0,,"2E2F2G2J2K3D2L",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-06-11",,,,,,"1",,,,,,,,,,,,,,,,,8,,,,"2018-06-07T23:00:00-0500","GARY LARSON",,,,,
"20180611141034P040004563945001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"RELEVANT SOLUTIONS, LLC WELFARE BENEFIT PLAN","501","2013-01-01","RELEVANT SOLUTIONS, LLC",,,"12610 WEST AIRPORT BLVD, STE 100",,"SUGAR LAND","TX","77478",,,,,,,,,,,,,,,,,,"274029053","2812958850","334500",,,,,,,,,,,,,,,,,,,"2018-06-11T14:08:01-0500","JOHN WILSON",,,,,337,297,6,0,303,,,,,,,"4A4B4D4E4F4H4Q","1","0","0","0","1","0","0","0","0","0","0","0","0","1","2","0","0","0","FILING_RECEIVED","2018-06-11","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,330,"2",,,,,,,,,
"20180611141054P040122530039001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"DUSENBERRY AND SONS, INC. 401(K) PROFIT SHARING PLAN","001","2012-04-17","DUSENBERRY AND SONS, INC.",,,"1374 SEA REEF DR",,"SAN DIEGO","CA","92108",,,,,,,,,,,,,,,,,,"455086389","6193333342","811490",,,,,,,,,,,,,,,,,,,"2018-06-11T14:09:12-0500","TONY DUSENBERRY",,,,,3,3,0,0,3,0,3,3,0,,"2E2J2K2H3D",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-06-11","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,3,,,,,,,,,,
"20180611141107P040131901649001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"AMERICAN ASSOCIATION FOR CANCER RESEARCH FLEXIBLE BENEFITS PLAN","501","2002-07-01","AMERICAN ASSOCIATION FOR CANCER RESEARCH, INC.",,,"615 CHESTNUT STREET","17TH FLOOR","PHILADELPHIA","PA","19106",,,,,,,,,,,,,,,,,,"236251648","2154409300","541700",,,,,,,,,,,,,,,,,,,"2018-06-11T14:10:15-0500","JOSEPH PONTOSKI",,,,,176,210,0,0,210,,,,,,,"4A4B4D4E4F4H4Q","1","0","0","0","1","0","0","0","0","0","0","0","0","1","4","0","0","0","FILING_RECEIVED","2018-06-11","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,176,"2",,,,,,,,,
"20180611141136P040122532231001","2017-01-01","2017-08-31","2",,"0","0","1","1","0","1","0","0","0",,"SEYFARTH SHAW LLP RETIREMENT PLAN FOR PARTNERS","002","1975-03-01","SEYFARTH SHAW LLP",,,"233 S. WACKER DRIVE, SUITE 8000",,"CHICAGO","IL","60606",,,,,,,,,,,,,,,,,,"362152202","3124606479","541110",,,,,,,,,,,,,,,,,,,"2018-06-11T14:10:37-0500","ROBERT FLANAGAN",,,,,549,0,0,0,0,0,0,0,0,,"2A2E2F2G3B3H2R2T",,"0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","1","0","0","FILING_RECEIVED","2018-06-11","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,549,,,,,,,,,,
"20180611141207P030126893575001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"COMMON SENSE SOLUTIONS 401(K) PLAN","001","2000-02-01","COMMON SENSE SOLUTIONS",,,"2859 83RD STREET",,"DARIEN","IL","60561",,,,,,,,,,,,,,,,,,"363919071","6303790330","541519",,,,,,,,,,,,,,,,,,,"2018-06-11T10:11:39-0500","JANICE O'ROURKE",,,,,32,30,0,4,34,0,34,21,1,,"2E2F2G2J2K2T3D",,"0","0","1","0","0","0","1","0","1","0",,"0","1","0","0","0","0","0","FILING_RECEIVED","2018-06-11","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,27,,,,,,,,,,
"20180611141234P030126894327001","2017-12-01","2017-12-31","2",,"0","0","0","1","0","0","0","0","0",,"AXPM DENTAL MANAGEMENT, LLC HEALTH PLAN","501","2016-12-01","AXPM DENTAL MANAGEMENT, LLC",,,"P.O. BOX 3450",,"LITTLE ROCK","AR","722033450",,,,,,,"610 PRESIDENT CLINTON AVENUE",,"LITTLE ROCK","AR","72201",,,,,,,"474279679","5015082976","518210",,,,,,,,,,,,,,,,"AXIOM PRACTICE MANAGEMENT, LLC","452528279","501","2018-06-11T14:12:14-0500","JOSH MATTHEWS",,,,,273,273,,,273,,,,,,,"4A","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2018-06-11","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,273,"2",,,,,"AXIOM PRACTICE MANAGEMENT, LLC HEALTH PLAN",,,,
"20180611141427P040122541191001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"RAIN OR SHINE TENT CO INC 401(K) PROFIT SHARING PLAN & TRUST","001","2003-01-01","RAIN OR SHINE TENT CO INC",,,"175 LOUDEN ROAD",,"SARATOGA SPRINGS","NY","12866",,,,,,,,,,,,,,,,,,"141790341","5185878755","812990",,,,,,,,,,,,,,,,,,,"2018-06-11T02:14:24-0500","PEMBER DUPRAS",,,,,4,4,0,1,5,0,5,4,0,,"2E2F2G2J2K2R2T3D",,"0","0","1","0","0","0","1","0","0",,,"0","1","0","0","0","0",,"FILING_RECEIVED","2018-06-11","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,4,,,,,,,,,,
"20180611141444P040122542151001","2017-12-01","2017-12-31","2",,"1","0","1","1","0","0","0","0","0",,"AXPM DENTAL MANAGEMENT, LLC MEDICAL PLAN","502","2016-12-01","AXPM DENTAL MANAGEMENT, LLC",,,"P.O. BOX 3450",,"LITTLE ROCK","AR","722033450",,,,,,,"610 PRESIDENT CLINTON AVENUE",,"LITTLE ROCK","AR","72201",,,,,,,"474279679","5015082976","518210",,,,,,,,,,,,,,,,,,,"2018-06-11T14:14:36-0500","JOSH MATTHEWS",,,,,151,0,,,0,,,,,,,"4A","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2018-06-11","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,151,"2",,,,,,,,,
"20180611141525P030126898455001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"JVS CONTRACTING WRAP PLAN","502","2016-01-01","JVS CONTRACTING",,,"1608 NORTH 43RD STREET",,"TAMPA","FL","33605",,,,,,,,,,,,,,,,,,"202399304","8135148229","237990",,,,,,,,,,,,,,,,,,,"2018-06-11T14:06:39-0500","KRISTY SIMON",,,,,114,116,0,0,116,,,,,,,"4A4D4E","1","0","0","0","1","0","0","0","0","0","0","0","0","1","2","0","0","0","FILING_RECEIVED","2018-06-11","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,114,"2",,,,,,,,,
