"20180316083408P030145865745001","2017-03-01","2017-12-31","2",,"0","0","1","1","0","0","0","0","0",,"TRIPLE-S ADVANTAGE SOLUTIONS, INC. BASIC LIFE & AD&D PLAN","504","2007-01-01","TRIPLE-S ADVANTAGE SOLUTIONS, INC.",,"MARIA SOLER","PO BOX 11320",,"SAN JUAN","PR","00918",,,,,,,"METRO OFFICE PARK LOT 18","SUITE 3000","GUAYNABO","PR","00968",,,,,,,"660650587","7877494949","524140",,,,,,,,,,,,,,,,,,,"2018-03-14T16:41:21-0500","MARIA SOLER",,,,,730,0,0,0,0,0,0,,,,,"4B4Q","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2018-03-16","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,730,"2",,,,,,,,,
"20180316084840P030096349885001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"SOUTHERN MISSOURI INTERNAL MEDICINE & OSTEOPOROSIS CENTER, PC, 401K","001","2005-01-01","SOUTHERN MISSOURI INTERNAL MEDICINE & OSTEOPOROSIS CENTER, PC",,,"3260 LEXINGTON DRIVE",,"CAPE GIRARDEAU","MO","63701",,,,,,,,,,,,,,,,,,"431646336","5733354696","621111",,,,,,,,,,,,,,,,,,,"2018-03-16T08:48:38-0500","JEFF MCNABB",,,,,5,5,0,0,5,0,5,4,0,,"2E2F2G2J2K2R2T3D",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-03-16","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,5,,,,,,,,,,
"20180316085041P030096353229001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"ZANDER 401(K) PLAN","001","2012-01-01","ZANDER SOLUTIONS LLC",,,"421 S. NINE MOUND ROAD",,"VERONA","WI","53593",,,,,,,,,,,,,,,,,,"651163214","6088336620","238900",,,,,,,,,,,,,,,,,,,"2018-03-16T08:49:27-0500","JASON LANE",,,,,84,84,0,3,87,0,87,47,4,,"2E2F2G2J2K2T3D3H",,"1","0","1","0","1","0","1","0","1","0","0","0","1","1","1","0","1","0","FILING_RECEIVED","2018-03-16","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,82,,,,,,,,,,
"20180316090009P040099735885004","2017-01-01","2017-12-31","2",,,,,,,,,,,,"BERKEL & COMPANY CONTRACTORS, INC. ACCIDENTAL DEATH","506","2016-01-01","BERKEL & COMPANY CONTRACTORS, INC.",,,"2649 SOUTH 142ND STREET, PO BOX 335",,"BONNER SPRINGS","KS","66012",,,,,,,,,,,,,,,,,,"480650969","9136678007","238900",,,,,,,,,,,,,,,,,,,"2018-03-15T11:19:34-0500","SCOTT MACDONALD","2018-03-16T08:28:27-0500","GREG RIGHTER",,,399,379,0,0,379,,,,,,,"4H","1",,,,"1",,,,,,,,,"1","1",,,,"FILING_RECEIVED","2018-03-16","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,399,"2",,,,,,,,,
"20180316090009P040099735885001","2017-01-01","2017-12-31","2",,,,,,,,,,,,"BERKEL & COMPANY CONTRACTORS, INC. GROUP LIFE INSURANCE PLAN","504","2016-01-01","BERKEL & COMPANY CONTRACTORS, INC.",,,"2649 SOUTH 142ND STREET, PO BOX 335",,"BONNER SPRINGS","KS","66012",,,,,,,,,,,,,,,,,,"480650969","9136678007","238900",,,,,,,,,,,,,,,,,,,"2018-03-15T11:18:49-0500","SCOTT MACDONALD","2018-03-16T08:27:15-0500","GREG RIGHTER",,,551,478,0,0,478,,,,,,,"4B","1",,,,"1",,,,,,,,,"1","1",,,,"FILING_RECEIVED","2018-03-16","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,551,"2",,,,,,,,,
"20180316090009P040099735885003","2017-01-01","2017-12-31","2",,,,,,,,,,,,"BERKEL & COMPANY CONTRACTORS, INC. LONG TERM DISABILITY PLAN","503","2016-01-01","BERKEL & COMPANY CONTRACTORS, INC.",,,"2649 SOUTH 142ND STREET, PO BOX 335",,"BONNER SPRINGS","KS","66012",,,,,,,,,,,,,,,,,,"480650969","9136678007","238900",,,,,,,,,,,,,,,,,,,"2018-03-15T11:19:05-0500","SCOTT MACDONALD","2018-03-16T08:28:08-0500","GREG RIGHTER",,,389,374,0,0,374,,,,,,,"4H","1",,,,"1",,,,,,,,,"1","1",,,,"FILING_RECEIVED","2018-03-16","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,389,"2",,,,,,,,,
"20180316090009P040099735885002","2017-01-01","2017-12-31","2",,,,,,,,,,,,"BERKEL HEALTH & DENTAL PLAN","502","2016-01-01","BERKEL & COMPANY CONTRACTORS, INC.",,,"2649 SOUTH 142ND STREET, PO BOX 335",,"BONNER SPRINGS","KS","66012",,,,,,,,,,,,,,,,,,"480650969","9136678007","238900",,,,,,,,,,,,,,,,,,,"2018-03-15T11:19:19-0500","SCOTT MACDONALD","2018-03-16T08:27:48-0500","GREG RIGHTER",,,854,826,0,0,826,,,,,,,"4A4D4E","1",,,"1","1",,,"1",,,,,,"1","1","1",,,"FILING_RECEIVED","2018-03-16","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,854,"2",,,,,,,,,
"20180316090009P040099735885005","2017-01-01","2017-12-31","2",,,,,,,,,,,,"BERKEL & COMPANY CONTRACTORS INC. SHORT TERM DISABILITY","505","2016-01-01","BERKEL & COMPANY CONTRACTORS, INC.",,,"2649 SOUTH 142ND STREET, PO BOX 335",,"BONNER SPRINGS","KS","66012",,,,,,,,,,,,,,,,,,"480650969","9136678007","238900",,,,,,,,,,,,,,,,,,,"2018-03-15T11:19:48-0500","SCOTT MACDONALD","2018-03-16T08:28:47-0500","GREG RIGHTER",,,389,374,0,0,374,,,,,,,"4F","1",,,,"1",,,,,,,,,"1","1",,,,"FILING_RECEIVED","2018-03-16","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,389,"2",,,,,,,,,
"20180316090154P040099738045001","2017-01-01","2017-09-30","2",,"0","0","1","1","0","0","0","0","0",,"CYNOSURE, INC. EMPLOYEE BENEFIT PLAN","501","1994-03-01","CYNOSURE, INC.",,,"5 CARLISLE ROAD",,"WESTFORD","MA","01886",,,,,,,,,,,,,,,,,,"043125110","9782564200","339110",,,,,,,,,,,,,,,,,,,"2018-03-16T08:49:29-0500","KATE SCANLON","2018-03-16T08:49:29-0500","KATE SCANLON",,,701,0,0,0,0,,,,,,,"4A4B4D4E4F4H4L","1","0","0","1","1","0","0","1","0","0","0","0","0","1","5","0","0","0","FILING_RECEIVED","2018-03-16","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,701,"2",,,,,,,,,
"20180326072306P040014911351001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"FORENSIC FLUIDS 401(K) AND PROFIT SHARING PLAN","001","2014-01-01","FORENSIC FLUIDS LABORATORIES",,,"225 PARSONS STREET",,"KALAMAZOO","MI","49008",,,,,,,,,,,,,,,,,,"364568253","2694927704","621510",,,,,,,,,,,,,,,,,,,,,,,,,89,84,0,6,90,0,90,81,9,,"2E2F2G2J2K2T3D",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-03-26",,,,,,"1",,,,,,,,,,,,,,,,,76,,,,"2018-03-23T11:00:00-0500","BRIDGET LORENZ LEMBERG",,,,,
"20180326073036P030015760273001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"SARASOTA SIGNS AND VISUALS, INC. 401(K) PROFIT SHARING PLAN","001","2015-11-09","SARASOTA SIGNS AND VISUALS, INC.",,,"3823 WILSHIRE CIRCLE W",,"SARASOTA","FL","34238",,,,,,,,,,,,,,,,,,"475568503","9413555746","323100",,,,,,,,,,,,,,,,,,,"2018-03-26T07:29:53-0500","PETER A. TUNBERG",,,,,1,3,0,0,3,0,3,1,0,,"2E2J2K2H3D",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-03-26","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,1,,,,,,,,,,
"20180326145311P030016376801001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"GR DUO CORPORATION 401(K) PLAN","001","2008-04-10","GR DUO CORPORATION",,,"2311 CRESCENT AVENUE",,"FORT WAYNE","IN","46805",,,,,,,,,,,,,,,,,,"262401896","2604827711","811110",,,,,,,,,,,,,,,,,,,"2018-03-26T14:53:03-0500","PATRICIA BONECUTTER","2018-03-26T14:53:03-0500","PATRICIA BONECUTTER",,,3,3,0,0,3,0,3,1,0,,"2E2F2G2J2K3D",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-03-26","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,3,,,,,,,,,,
"20180326145948P040018672641001","2017-02-01","2018-01-31","2",,"0","0","0","0","0","0","0","0","0",,"KONTUR KONTACT LENS COMPANY 401(K) PLAN","002","2008-02-01","KONTUR KONTACT LENS COMPANY",,,"642 ALFRED NOBEL DRIVE",,"HERCULES","CA","94547",,,,,,,,,,,,,,,,,,"941441235","5109649760","339110",,,,,,,,,,,,,,,,,,,,,,,,,13,13,0,0,13,0,13,13,0,,"2A2E2G2J3D",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-03-26",,,,,,"1",,,,,,,,,,,,,,,,,13,,,,"2018-03-26T07:00:00-0500","DANA EWELL",,,,,
"20180327171432P030009647343001","2017-01-01","2017-12-31","2",,,,,,,,,,,,"THE OKLAHOMA FLOWER MARKET, INC. 401(K) PROFIT SHARING PLAN","001","1978-06-01","THE OKLAHOMA FLOWER MARKET, INC.",,,"36 N. BROADWAY CIRCLE",,"OKLAHOMA CITY","OK","73103",,,,,,,,,,,,,,,,,,"730614953","4052323143","424930",,,,,,,,,,,,,,,,,,,"2018-03-27T18:12:22-0500","MICHAEL HURLEY",,,,,21,17,0,4,21,0,21,21,0,,"2A2E2F2G2J2K3D",,,,"1",,,,"1",,"1",,,,"1",,,,,,"FILING_RECEIVED","2018-03-27","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,16,,,,,,,,,,
"20180327172505P040001078549001","2017-01-01","2017-12-31","2",,,,,,,,,,,,"WELFARE BENEFIT PLAN AND TRUST FOR D & M RETIREES","502","1982-10-01","D & M LIQUIDATING TRUST",,,"P. O. BOX 364",,"CONNERSVILLE","IN","47331",,,,,,,,,,,,,,,,,,"356528977","7658251311","525100",,,,,,,,,,,,,,,,,,,,,,,,,14,13,,,13,,13,,,,,"4A4D",,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-03-27",,,,,,"1",,,,,,,,,,,,,,,,,14,"2",,,"2018-03-27T07:00:00-0500","ROBERT B WINGERTER",,,,,
"20180327172612P030010439053001","2010-07-01","2011-06-30","2",,"0","0","0","0","0","0","0","1","0",,"WILLIAM NEAL EVANS, MD LTD DBA CHILDRENS HEART CENTER","501","2008-07-01","WILLIAM NEAL EVANS, M.D. LTD. DBA CHILDRENS HEART CENTER",,,"653 TOWN CENTER DRIVE, SUITE 114",,"LAS VEGAS","NV","89144",,,,,,,,,,,,,,,,,,"880176642","7027321290","621111",,,,,,,,,,,,,,,,,,,,,,,,,100,132,0,0,132,,,,,,,"4A4B4D4E4F4H4L","1","0","0","0","1","0","0","0","0","0","0","0","0","1","3","0","0","0","FILING_RECEIVED","2018-03-27",,,,,,"1",,,,,,,,,,,,,,,,,100,,,,"2018-03-27T11:00:00-0500","LYDIA GUDERJAHN",,,,,
"20180327172613P040001078629001","2009-07-01","2010-06-30","2",,"0","0","0","0","0","0","0","1","0",,"WILLIAM NEAL EVANS, MD LTD DBA CHILDRENS HEART CENTER","501","2008-07-01","WILLIAM NEAL EVANS, M.D. LTD. DBA CHILDRENS HEART CENTER",,,"653 TOWN CENTER DRIVE, SUITE 114",,"LAS VEGAS","NV","89144",,,,,,,,,,,,,,,,,,"880176642","7027321290","621111",,,,,,,,,,,,,,,,,,,,,,,,,100,100,0,0,100,,,,,,,"4A4B4D4E4L","1","0","0","0","1","0","0","0","0","0","0","0","0","1","3","0","0","0","FILING_RECEIVED","2018-03-27",,,,,,"1",,,,,,,,,,,,,,,,,100,,,,"2018-03-27T11:00:00-0500","LYDIA GUDERJAHN",,,,,
"20180327172615P040021041505001","2012-07-01","2013-06-30","2",,"0","0","0","0","0","0","0","1","0",,"WILLIAM NEAL EVANS, MD LTD DBA CHILDRENS HEART CENTER","501","2008-07-01","WILLIAM NEAL EVANS, M.D. LTD. DBA CHILDRENS HEART CENTER",,,"653 TOWN CENTER DRIVE, SUITE 114",,"LAS VEGAS","NV","89144",,,,,,,,,,,,,,,,,,"880176642","7027321290","621111",,,,,,,,,,,,,,,,,,,,,,,,,151,113,0,0,113,,,,,,,"4A4B4D4E4F4L","1","0","0","0","1","0","0","0","0","0","0","0","0","1","3","0","0","0","FILING_RECEIVED","2018-03-27",,,,,,"1",,,,,,,,,,,,,,,,,151,,,,"2018-03-27T11:00:00-0500","LYDIA GUDERJAHN",,,,,
"20180327172615P030010439085001","2011-07-01","2012-06-30","2",,"0","0","0","0","0","0","0","1","0",,"WILLIAM NEAL EVANS, MD LTD DBA CHILDRENS HEART CENTER","501","2008-07-01","WILLIAM NEAL EVANS, M.D. LTD. DBA CHILDRENS HEART CENTER",,,"653 TOWN CENTER DRIVE, SUITE 114",,"LAS VEGAS","NV","89144",,,,,,,,,,,,,,,,,,"880176642","7027321290","621111",,,,,,,,,,,,,,,,,,,,,,,,,132,151,0,0,151,,,,,,,"4A4B4D4E4F4H4L","1","0","0","0","1","0","0","0","0","0","0","0","0","1","4","0","0","0","FILING_RECEIVED","2018-03-27",,,,,,"1",,,,,,,,,,,,,,,,,132,,,,"2018-03-27T11:00:00-0500","LYDIA GUDERJAHN",,,,,
"20180327172616P040021041585001","2013-07-01","2014-06-30","2",,"0","0","0","0","0","0","0","1","0",,"WILLIAM NEAL EVANS, MD LTD DBA CHILDRENS HEART CENTER","501","2008-07-01","WILLIAM NEAL EVANS, M.D. LTD. DBA CHILDRENS HEART CENTER",,,"653 TOWN CENTER DRIVE, SUITE 114",,"LAS VEGAS","NV","89144",,,,,,,,,,,,,,,,,,"880176642","7027321290","621111",,,,,,,,,,,,,,,,,,,,,,,,,113,122,0,0,122,,,,,,,"4A4B4D4E4F4L","1","0","0","0","1","0","0","0","0","0","0","0","0","1","3","0","0","0","FILING_RECEIVED","2018-03-27",,,,,,"1",,,,,,,,,,,,,,,,,113,"2",,,"2018-03-27T11:00:00-0500","LYDIA GUDERJAHN",,,,,
"20180327172616P030010439101001","2008-07-01","2009-06-30","2",,"1","0","0","0","0","0","0","1","0",,"WILLIAM NEAL EVANS, MD LTD DBA CHILDRENS HEART CENTER","501","2008-07-01","WILLIAM NEAL EVANS, M.D. LTD. DBA CHILDRENS HEART CENTER",,,"653 TOWN CENTER DRIVE, SUITE 114",,"LAS VEGAS","NV","89144",,,,,,,,,,,,,,,,,,"880176642","7027321290","621111",,,,,,,,,,,,,,,,,,,,,,,,,100,100,0,0,100,,,,,,,"4A4B4D4E4L","1","0","0","0","1","0","0","0","0","0","0","0","0","1","4","0","0","0","FILING_RECEIVED","2018-03-27",,,,,,"1",,,,,,,,,,,,,,,,,100,,,,"2018-03-27T11:00:00-0500","LYDIA GUDERJAHN",,,,,
"20180327105017P040000013494001","2017-03-15","2017-12-31","2",,"1","0","1","1","0","0","0","0","0",,"CITRIX SYSTEMS, INC. RESTRUCTURING SEVERANCE PLAN","506","2017-03-15","CITRIX SYSTEMS, INC.",,,"851 WEST CYPRESS CREEK ROAD",,"FORT LAUDERDALE","FL","33309",,,,,,,,,,,,,,,,,,"752275152","9542673000","511210",,,,,,,,,,,,,,,,,,,"2018-03-27T08:59:53-0500","DENISE MORGAN","2018-03-27T08:59:53-0500","DENISE MORGAN",,,4259,0,0,0,0,,,,,,,"4I","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","FILING_RECEIVED","2018-03-27","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,4259,"2",,,,,,,,,
"20180109105608P030008304989001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"DRS RW AND JA LOVE MEMORIAL CLINIC","001","1995-06-27","DRS RW AND JA LOVE MEMORIAL CLINIC","DRS RW AND JA LOVE MEMORIAL CLINIC","DRS RW AND JA LOVE MEMORIAL CLINIC","112 KUYKENDALL LANE",,"MOOREFIELD","WV","26836",,,,,,,"112 KUYKENDALL LANE",,"MOOREFIELD","WV","26836",,,,,,,"550518925","3045307755","621111",,,,,,,,,,,,,,,,,,,"2018-01-09T10:53:55-0600","MICHAEL RIGGLEMAN",,,,,11,11,1,8,20,1,21,,,,"2L",,"0","0","1","0","0","0","1","0","0","0","0","0","0","0",,"0","0","0","FILING_RECEIVED","2018-01-09","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,11,,,,,,,,,,
"20180307110205P030127180705001","2017-01-01","2017-12-31","2",,,,,,,,,,,,"EUTHENIA COLORADO, INC. RETIREMENT PLAN","001","2013-05-09","EUTHENIA COLORADO, INC.",,,"2000 WADSWORTH BOULEVARD",,"LAKEWOOD","CO","80214",,,,,,,,,,,,,,,,,,"462741817","7208379029","531390",,,,,,,,,,,,,,,,,,,"2018-03-07T11:00:05-0600","JOHN HOUGH",,,,,2,2,0,0,2,0,2,1,0,,"2E2G2R3D",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-03-07","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,2,,,,,,,,,,
"20180307111508P030005753141001","2017-01-01","2017-12-31","2",,,,,,,,,,,,"RENOVATED HOMES, INC. 401(K) PROFIT SHARING PLAN","001","2011-01-03","RENOVATED HOMES, INC.",,,"P. O. BOX 6705",,"MCKINNEY","TX","75071",,,,,,,,,,,,,,,,,,"273934803","8066623738","425120",,,,,,,,,,,,,,,,,,,"2018-03-07T10:43:21-0600","MIKE VINSON",,,,,2,2,0,0,2,0,2,2,0,,"2E2F2G2J2K3D",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-03-07","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,2,,,,,,,,,,
"20180307112521P040045739615001","2017-03-09","2017-12-31","2",,"1","0","0","1","0","0","0","0","0",,"LEARNING6284, INC. 401K PROFIT SHARING PLAN","001","2017-03-09","LEARNING6284, INC.",,,"71 LAKE SHORE DRIVE",,"NEWNAN","GA","30265",,,,,,,,,,,,,,,,,,"820720493","6786759837","611000",,,,,,,,,,,,,,,,,,,"2018-03-07T11:21:50-0600","DENISE OWENS",,,,,1,1,0,0,1,0,1,1,0,,"2E2J2K2H3D",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-03-07","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,1,,,,,,,,,,
"20180307112546P040045740095001","2017-01-01","2017-12-31","2",,,,,,,,,,,,"R.D.G.H. INCORPORATED RETIREMENT PLAN","001","2016-11-21","R.D.G.H. INCORPORATED",,,"12626 SUNSET AVENUE, UNIT 17",,"OCEAN CITY","MD","21842",,,,,,,,,,,,,,,,,,"814514530","8457641943","812990",,,,,,,,,,,,,,,,,,,"2018-03-07T11:23:49-0600","EDWARD G. HORAN",,,,,2,2,0,0,2,0,2,1,0,,"2E2G2R3D",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-03-07","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,2,,,,,,,,,,
