"20180621105618P040000372485001","2017-01-01","2017-12-31","2",,,,,,,,,,,,"MAINE EYE CENTER DENTAL INSURANCE","502","2008-06-01","MAINE EYE CENTER",,,"15 LOWELL STREET",,"PORTLAND","ME","04102",,,,,,,,,,,,,,,,,,"010329291","2075235302","621320",,,,,,,,,,,,,,,,,,,,,,,,,113,116,0,0,116,,,,,,,"4D","1",,,,"1",,,,,,,,,"1","1",,,,"FILING_RECEIVED","2018-06-21",,,,,,"1",,,,,,,,,,,,,,,,,113,"2",,,"2018-06-15T03:00:00-0500","SANDRA BRACKETT",,,,,
"20180621105633P040000372501001","2017-01-01","2017-12-31","2",,"1",,,,,,,,,,"MAINE EYE CENTER HMO COBRA","501","2016-01-01","MAINE EYE CENTER",,,"15 LOWELL STREET",,"PORTLAND","ME","04102",,,,,,,,,,,,,,,,,,"010329291","2075235302","621320",,,,,,,,,,,,,,,,,,,,,,,,,156,210,0,0,210,,,,,,,"4A","1",,,,"1",,,,,,,,,"1","2",,,,"FILING_RECEIVED","2018-06-21",,,,,,"1",,,,,,,,,,,,,,,,,156,"2",,,"2018-06-21T03:00:00-0500","SANDRA BRACKETT",,,,,
"20180622094310P040000456629001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"TECHNIC, INC. EMPLOYEE BENEFIT PLAN","501","1989-01-01","TECHNIC, INC.",,,"47 MOLTER STREET",,"CRANSTON","RI","029101032",,,,,,,,,,,,,,,,,,"050243761","4017816100","325900",,,,,,,,,,,,,,,,,,,,,,,,,348,372,1,0,373,,,,,,,"4A4B4D4E4H4Q","1","0","0","0","1","0","0","0","0","0","0","0","0","1","4","0","0","0","FILING_RECEIVED","2018-06-22",,,,,,"1",,,,,,,,,,,,,,,,,346,"2",,,"2018-06-22T07:00:00-0500","SCOTT CARLISLE",,,,,
"20180622094353P040013355057001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"ST. THERESE HOME, INC. EMPLOYEE BENEFIT PLAN","501","1981-04-01","ST. THERESE HOME, INC.",,,"8000 BASS LAKE ROAD",,"NEW HOPE","MN","554283199",,,,,,,,,,,,,,,,,,"410888641","7635315000","623000",,,,,,,,,,,,,,,,,,,"2018-06-22T09:42:04-0500","CHATANYA MILLER",,,,,620,575,10,0,585,,,,,,,"4A4D","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","FILING_RECEIVED","2018-06-22","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,618,"2",,,,,,,,,
"20180622094510P040013357601001","2017-01-01","2017-12-31","2",,,,,,,,,,,,"HOWARD CUNNINGHAM HOUCHIN & TURNER LLP PROFIT SHARING PLAN","001","1986-10-01","HOWARD CUNNINGHAM HOUCHIN & TURNER LLP",,,"6901 QUAKER AVENUE, SUITE 100",,"LUBBOCK","TX","79413",,,,,,,,,,,,,,,,,,"751780054","8067996699","541211",,,,,,,,,,,,,,,,,,,"2018-06-22T09:06:53-0500","LANE K. TURNER",,,,,15,15,0,0,15,0,15,15,0,,"2A2E2G2J2T3D",,"1",,"1",,,,"1",,"1",,,,"1","1","1",,,,"FILING_RECEIVED","2018-06-22","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,13,,,,,,,,,,
"20180622123155P030012806279001","2017-01-01","2017-12-31","2",,,,,,,,,,,,"HEALTH CARE BENEFITS PLAN FOR THE EMPLOYEES OF DRA ENTERPRISES, LTD","501","1999-01-01","DRAKE ENTERPRISES LTD",,,"DRAKE ENTERPRISES, LTD","235 E. PALMER STREET","FRANKLIN","NC","28734",,,,,,,,,,,,,,,,,,"561494243","8285242922","541511",,,,,,,,,,,,,,,,,,,,,,,,,596,599,,,599,,,,,,,"4A4D4E","1",,,"1","1",,,"1",,,,,,"1","3",,,,"FILING_RECEIVED","2018-06-22",,,,,,"1",,,,,,,,,,,,,,,,,596,"2",,,"2018-06-07T07:00:00-0500","PAUL MARTIN",,,,,
"20180622123155P030012806279003","2017-01-01","2017-12-31","2",,,,,,,,,,,,"VOLUNTARY BENEFITS PLAN FOR THE EMPLOYEES OF DRAKE ENTERPRISES, LTD","503","2014-01-01","DRAKE ENTERPRISES, LTD",,,"235 E. PALMER STREET",,"FRANKLIN","NC","28734",,,,,,,,,,,,,,,,,,"561494243","8285242922","541511",,,,,,,,,,,,,,,,,,,,,,,,,739,705,,,705,,,,,,,"4Q","1",,,,"1",,,,,,,,,"1","1",,,,"FILING_RECEIVED","2018-06-22",,,,,,"1",,,,,,,,,,,,,,,,,739,"2",,,"2018-06-07T07:00:00-0500","PAUL MARTIN",,,,,
"20180622123155P030012806279002","2017-01-01","2017-12-31","2",,,,,,,,,,,,"DRAKE ENTERPRISES, LTD EMPLOYEES LIFE AND AD&D PLA","502","2000-01-01","DRAKE ENTERPRISES, LTD",,,"DRAKE ENTERPRISES, LTD","235 E. PALMER STREET","FRANKLIN","NC","28734",,,,,,,,,,,,,,,,,,"561494243","8285242922","541511",,,,,,,,,,,,,,,,,,,,,,,,,638,619,,,619,,,,,,,"4B4F4H4Q","1",,,,"1",,,,,,,,,"1","3",,,,"FILING_RECEIVED","2018-06-22",,,,,,"1",,,,,,,,,,,,,,,,,638,"2",,,"2018-06-07T07:00:00-0500","PAUL MARTIN",,,,,
"20180622123155P030012806279004","2017-03-01","2018-02-28","2",,,,,,,,,,,,"DIRECTLINK LOGISTICS, INC.","502","2015-03-01","DIRECTLINK LOGISTICS, INC.",,,"202 BASE LEG ROAD",,"GREENSBORO","NC","27409",,,,,,,"202 BASE LEG ROAD",,"GREENSBORO","NC","27409",,,,,,,"581595856","3363787771","492110",,,,,,,,,,,,,,,,,,,,,,,,,174,191,,,191,,,,,,,"4A","1",,,,"1",,,,,,,,"1","1","1",,,,"FILING_RECEIVED","2018-06-22",,,,,,"1",,,,,,,,,,,,,,,,,174,"2",,,"2018-06-18T07:00:00-0500","JERRY COLEMAN",,,,,
"20180622165718P030013260871001","2017-01-01","2017-12-31","2",,"0","0","0",,"0","1","0","0","0",,"VAN KIRK & SONS, INC. 401(K) PLAN","003","2002-01-01","VAN KIRK & SONS, INC.",,,"3144 SW 13 DRIVE",,"DEERFIELD BEACH","FL","33442",,,,,,,,,,,,,,,,,,"591618833","9547554402","238900",,,,,,,,,,,,,,,,,,,"2018-04-20T09:38:31-0500","JANET VAN KIRK",,,,,56,56,0,1,57,0,57,21,0,,"2G2J2K2T3D3H2F",,,"0","1","0",,"0","1","0","1","0",,"0","1","0","0","0","1","0","FILING_RECEIVED","2018-06-22","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,55,,,,,,,,,,
"20180622165720P040006283869001","2012-01-01","2012-12-31","2",,"1","0","0","0","0","0","0","1","0",,"SPARKFUN ELECTRONICS, INC. MEDICAL PLAN","501","2010-05-01","SPARKFUN ELECTRONICS, INC.",,,"6333 DRY CREEK PARKWAY",,"NIWOT","CO","80503",,,,,,,,,,,,,,,,,,"201617837","3032840979","454110",,,,,,,,,,,,,,,,,,,"2018-06-22T16:57:08-0500","KRISTEN MOOREFIELD",,,,,109,119,0,0,119,,,,,,,"4A","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","FILING_RECEIVED","2018-06-22","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,109,"2",,,,,,,,,
"20180622165739P030013261639001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"ROSENDIN ELECTRIC, INC. WELFARE PLAN - FSA","502","2010-01-01","ROSENDIN ELECTRIC, INC.",,,"880 MABURY ROAD",,"SAN JOSE","CA","95133",,,,,,,,,,,,,,,,,,"941242813","4088081939","238210",,,,,,,,,,,,,,,,,,,"2018-06-22T16:57:23-0500","JULIE L. MOSS",,,,,170,138,0,1,139,,,,,,,"4A","0","0","0","1","0","0","0","1","0","0","0","0","0","0",,"0","0","0","FILING_RECEIVED","2018-06-22","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,170,"2",,,,,,,,,
"20180622165839P040006284253001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"BOLTON & MENK, INC. EMPLOYEE STOCK OWNERSHIP PLAN","003","1982-10-15","BOLTON & MENK, INC.",,,"1960 PREMIER DRIVE",,"MANKATO","MN","56001",,,,,,,,,,,,,,,,,,"410832249","5076254171","541330",,,,,,,,,,,,,,,,,,,"2018-06-22T16:57:33-0500","BRIAN TOMM",,,,,413,428,0,42,470,0,470,465,16,,"2E2O2I3I",,"0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","1","1","0","FILING_RECEIVED","2018-06-22","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,375,,,,,,,,,,
"20180622170008P040006284685001","2017-01-01","2017-12-31","2",,,,,,,,,,,,"RURAL ALASKA COMMUNITY ACTION PROGRAM, INC. HEALTH AND BENEFIT PLAN","501","1988-01-01","RURAL ALASKA COMMUNITY ACTION PROGRAM, INC.",,,"731 E 8TH AVENUE",,"ANCHORAGE","AK","99501",,,,,,,,,,,,,,,,,,"920033876","9072792511","813000",,,,,,,,,,,,,,,,,,,"2018-06-22T16:25:35-0500","CYNTHIA TISHER","2018-06-22T16:25:35-0500","CYNTHIA TISHER",,,285,260,0,0,260,,,,,,,"4B4D4H","1",,,"1","1",,,"1",,,,,,"1","2",,,,"FILING_RECEIVED","2018-06-22","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,285,"2",,,,,,,,,
"20180622170118P040006285133001","2017-01-01","2017-12-31","2",,"0","0","1","0","0","0","0","0","0",,"SPARKFUN ELECTRONICS, INC. WELFARE BENEFIT PLAN","502","2011-05-01","SPARKFUN ELECTRONICS, INC.",,,"6333 DRY CREEK PARKWAY",,"NIWOT","CO","80503",,,,,,,,,,,,,,,,,,"201617837","3032840979","454110",,,,,,,,,,,,,,,,,,,"2018-06-22T17:01:03-0500","KRISTEN MOOREFIELD",,,,,183,0,0,0,0,,,,,,,"4D4E","1","0","0","1","1","0","0","1","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2018-06-22","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,183,"2",,,,,,,,,
"20180622170202P040006285389001","2017-01-01","2017-12-31","2",,,,,,,,,,,,"ANESTHESIOLOGY P.C. MONEY PURCHASE PENSION PLAN","001","1988-01-01","CORNELIUS ENTERPRISES, INC.",,,"PO BOX 1629",,"MISSOULA","MT","59806",,,,,,,,,,,,,,,,,,"810370547","4065417160","561490",,,,,,,,,,,,,,,,,,,"2018-06-21T14:28:24-0500","JAN K. PARKS, TRUSTEE",,,,,1,,,,0,1,1,1,,,"2C",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-06-22","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"20180622170230P040006285613001","2011-01-01","2011-12-31","2",,"1","0","0","0","0","0","0","1","0",,"HATTERAS PRESS HEALTH & WELFARE BENEFIT PLAN","501","2011-01-01","HATTERAS PRESS INC.",,,"56 PARK ROAD",,"TINTON FALLS","NJ","07724",,,,,,,,,,,,,,,,,,"222491250","7322239888","323100",,,,,,,,,,,,,,,,,,,"2018-06-22T17:01:40-0500","NICOLE NICHOLS",,,,,172,178,0,0,178,,,,,,,"4A4B4D4E4L4Q","1","0","0","0","1","0","0","0","0","0","0","0","0","1","3","0","0","0","FILING_RECEIVED","2018-06-22","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,172,,,,,,,,,,
"20180622170251P040006285805001","2013-01-01","2013-12-31","2",,"1","0","0","0","0","0","0","1","0",,"SPARKFUN ELECTRONICS, INC. WELFARE BENEFIT PLAN","502","2011-05-01","SPARKFUN ELECTRONICS, INC.",,,"6333 DRY CREEK PARKWAY",,"NIWOT","CO","80503",,,,,,,,,,,,,,,,,,"201617837","3032840979","454110",,,,,,,,,,,,,,,,,,,"2018-06-22T17:02:39-0500","KRISTEN MOOREFIELD",,,,,114,134,0,0,134,,,,,,,"4D","1","0","0","1","1","0","0","1","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2018-06-22","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,114,"2",,,,,,,,,
"20180622170354P030013273879001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"JALAAMBA CORPORATION DEFINED BENEFIT PENSION PLAN","002","2002-01-01","JALAAMBA CORPORATION",,,"340 N HARBOR BLVD",,"LA HABRA","CA","906314847",,,,,,,"340 N HARBOR BLVD",,"LA HABRA","CA","906314847",,,,,,,"330650366","5626910539","446110",,,,,,,,,,,,,,,,,,,"2018-06-22T17:03:44-0500","NATIONAL PENSION",,,,,12,8,0,0,8,0,8,,0,,"3D",,"0","0","1","0","0","0","1","0","1","0","1","0","1","0",,"0","0","0","FILING_RECEIVED","2018-06-22","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,12,,,,,,,,,,
"20180622170416P040006286205001","2012-01-01","2012-12-31","2",,"0","0","0","0","0","0","0","1","0",,"HATTERAS PRESS HEALTH & WELFARE BENEFIT PLAN","501","2011-01-01","HATTERAS PRESS INC.",,,"56 PARK ROAD",,"TINTON FALLS","NJ","07724",,,,,,,,,,,,,,,,,,"222491250","7322239888","323100",,,,,,,,,,,,,,,,,,,"2018-06-22T17:03:50-0500","NICOLE NICHOLS",,,,,178,159,0,0,159,,,,,,,"4A4B4D4E4L4Q","1","0","0","0","1","0","0","0","0","0","0","0","0","1","3","0","0","0","FILING_RECEIVED","2018-06-22","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,178,,,,,,,,,,
"20180622170507P040005319887001","2013-01-01","2013-12-31","2",,"0","0","0","0","0","0","0","1","0",,"HATTERAS PRESS HEALTH & WELFARE BENEFIT PLAN","501","2011-01-01","HATTERAS PRESS INC.",,,"56 PARK ROAD",,"TINTON FALLS","NJ","07724",,,,,,,,,,,,,,,,,,"222491250","7322239888","323100",,,,,,,,,,,,,,,,,,,"2018-06-22T17:04:47-0500","NICOLE NICHOLS",,,,,159,173,0,0,173,,,,,,,"4A4B4D4E4H4L4Q","1","0","0","0","1","0","0","0","0","0","0","0","0","1","3","0","0","0","FILING_RECEIVED","2018-06-22","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,159,,,,,,,,,,
"20180622170734P030013280855001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"AIS RETIREMENT PLAN","001","2013-05-16","AMISTAD INSURANCE SERVICES, INC.",,,"421 CHAPANOKE ROAD, SUITE 114",,"RALEIGH","NC","27603",,,,,,,,,,,,,,,,,,"462775727","9199483960","524210",,,,,,,,,,,,,,,,,,,"2018-06-22T17:05:40-0500","PAUL ROMERO",,,,,2,1,0,0,1,0,1,1,0,,"2E2F2G2J2K3D3H",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-06-22","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,2,,,,,,,,,,
"20180622170738P030013281223001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"RAVALLI COUNTY FEDERAL CREDIT UNION DEFERRED COMP PLAN","001","1988-01-01","RAVALLI COUNTY FEDERAL CREDIT UNION",,,"PO BOX 598",,"HAMILTON","MT","598400598",,,,,,,"501 N. 1ST ST.",,"HAMILTON","MT","59840",,,,,,,"810287747","4063634631","522130",,,,,,,,,,,,,,,,,,,"2018-06-22T17:07:08-0500","DARCI PARSONS",,,,,2,2,0,0,2,0,2,2,0,,"2C",,"1","0","0","0","1","0","0","0","0","0","0","0","1","1","1","0","0","0","FILING_RECEIVED","2018-06-22","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,2,,,,,,,,,,
"20180622170823P030013282599001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"HOME FEDERAL BANK EMPLOYEES' SAVINGS & PROFIT SHARING PLAN AND TRUST","003","2004-11-15","HOME FEDERAL BANK",,,"222 FLORIDA STREET",,"SHREVEPORT","LA","71105",,,,,,,,,,,,,,,,,,"720214680","3188411189","522120",,,,,,,,,,,,,,,,,,,"2018-06-22T17:07:11-0500","DAWN WILLIAMS",,,,,81,49,1,25,75,1,76,74,0,,"2E2G2J2K2T3D",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","1","0","FILING_RECEIVED","2018-06-22","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,61,,,,,,,,,,
"20180622170833P030013282999001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"TLC MANUFACTURED HOMES INC 401(K) PROFIT SHARING PLAN & TRUST","001","2016-01-01","TLC MANUFACTURED HOMES INC",,,"13436 POWAY RD",,"POWAY","CA","92064",,,,,,,,,,,,,,,,,,"050605617","8584860771","812990",,,,,,,,,,,,,,,,,,,"2018-06-22T05:08:29-0500","DAN THOMPSON",,,,,0,6,0,0,6,0,6,2,0,,"2E2F2G2J2K2T3D",,"0","0","1","0","0","0","1","0","0",,,"0","1","0","0","0","0",,"FILING_RECEIVED","2018-06-22","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,4,,,,,,,,,,
"20180622170857P030013284055001","2017-02-01","2018-01-31","2",,"0","0","0","0","0","0","0","0","0",,"ALDO U.S., INC. HEALTH & WELFARE PLAN","501","1997-02-01","ALDO U.S., INC.",,,,,,,,"2300 RUE EMILE-BELANGER",,"MONTREAL","QUEBEC","CA","H4R3J4",,,,,,,,,,,,"141736704","5147475892","316210",,,,,,,,,,,,,,,,,,,,,,,,,1066,1040,3,0,1043,,,,,,,"4A4B4D4E4H4L4Q","1","0","0","1","1","0","0","1","0","0","0","0","0","1","4","0","0","0","FILING_RECEIVED","2018-06-22",,,,,,"1",,,,,,,,,,,,,,,,,1066,"2",,,"2018-06-22T07:00:00-0500","CATHERINE BOND",,,,,
"20180622171045P030013287559001","2017-04-01","2018-03-31","2",,"0","0","0","0","0","0","0","0","0",,"NANCY SELTZER & ASSOCIATES, INC. PROFIT SHARING PLAN","003","1998-04-01","NANCY SELTZER & ASSOCIATES, INC.",,,"9200 SUNSET BLVD., SUITE 600",,"LOS ANGELES","CA","90069",,,,,,,,,,,,,,,,,,"132938162","3102789000","711410",,,,,,,,,,,,,,,,,,,,,,,,,4,4,0,0,4,0,4,4,0,,"2A3D",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-06-22",,,,,,"1",,,,,,,,,,,,,,,,,4,,,,"2018-06-19T23:00:00-0500","WEI GUO YU",,,,,
